from_stop_id,to_stop_id,delay_count,entries_count,avg_delay,median_delay,max_delay
8000001,8000001,58,82,241,90,2370
8000001,8000085,18,22,325,195,1320
8000001,8000086,14,21,123,60,900
8000001,8000207,3,5,654,150,2970
8000002,8000002,15,16,319,135,3060
8000002,8000078,11,18,147,45,540
8000002,8000329,8,8,454,90,3060
8000002,8001751,7,8,158,150,300
8000004,8000004,42,103,135,0,1890
8000004,8000036,11,13,141,60,570
8000004,8000152,12,18,92,30,1020
8000004,8000162,12,17,125,60,420
8000004,8000196,13,16,339,120,1920
8000004,8000297,33,52,186,60,1440
8000009,8000009,76,95,179,90,3240
8000009,8000067,12,18,247,45,3180
8000009,8000091,14,22,135,60,540
8000009,8000122,14,24,50,30,210
8000009,8000284,53,63,122,90,1530
8000013,8000013,217,263,333,150,3540
8000013,8000057,34,48,88,45,690
8000013,8000078,53,65,276,90,1860
8000013,8000139,31,33,255,120,1620
8000013,8000170,22,30,162,90,1050
8000013,8000260,12,15,438,330,1470
8000013,8000261,11,11,723,690,1410
8000013,8004158,98,119,384,120,3150
8000025,8000025,88,118,197,75,3030
8000025,8000228,48,53,236,150,1260
8000025,8000260,34,36,153,135,630
8000025,8000284,3,7,214,0,1020
8000025,8001844,68,73,255,150,3180
8000025,8010101,11,15,106,90,390
8000029,8000029,70,76,224,120,1740
8000029,8000115,23,25,343,150,1800
8000029,8000128,1,3,70,0,210
8000029,8003200,30,39,192,120,1380
8000029,8010097,15,18,102,90,390
8000031,8000031,114,145,325,120,2550
8000031,8000068,65,71,376,300,2250
8000031,8000244,1,1,30,30,30
8000031,8000377,70,92,263,90,2640
8000036,8000004,13,14,396,375,1170
8000036,8000036,96,111,1148,300,7470
8000036,8000149,18,22,2831,975,7290
8000036,8000152,23,23,1426,840,6030
8000036,8000162,57,77,205,60,1740
8000036,8000252,1,1,1080,1080,1080
8000036,8000732,1,1,210,210,210
8000036,8002461,49,67,294,60,7470
8000039,8000039,73,88,316,150,2010
8000039,8000045,32,39,249,180,2040
8000039,8000189,21,24,100,60,450
8000039,8000206,5,5,1044,420,2400
8000039,8000236,0,1,0,0,0
8000039,8000240,40,50,279,135,1890
8000041,8000041,331,400,438,150,7350
8000041,8000080,151,168,434,180,3600
8000041,8000086,1,1,2370,2370,2370
8000041,8000098,158,197,496,120,7530
8000041,8000192,33,34,150,120,750
8000041,8000251,27,34,250,135,1830
8000044,8000044,144,178,549,270,2880
8000044,8000085,16,16,782,480,2430
8000044,8000206,15,18,918,780,2640
8000044,8000207,80,88,406,210,2340
8000044,8000310,55,64,568,240,2910
8000045,8000039,32,37,351,180,1980
8000045,8000045,65,77,311,180,2340
8000045,8000206,33,40,275,165,2220
8000046,8000046,24,24,959,600,2640
8000046,8000074,12,14,1189,1245,2850
8000046,8000532,2,2,1335,1335,2250
8000046,8003020,30,41,189,120,960
8000046,8005556,18,20,69,60,180
8000049,8000049,24,36,497,210,3150
8000049,8000152,12,17,716,240,3120
8000049,8000159,20,31,404,60,2790
8000049,8004760,0,1,-30,-30,-30
8000049,8010224,8,9,510,300,1590
8000050,8000050,97,120,372,120,3690
8000050,8000070,26,29,306,60,1560
8000050,8000147,16,20,1050,435,3570
8000050,8000152,5,7,81,60,270
8000050,8000263,2,4,435,90,1560
8000050,8000291,1,1,30,30,30
8000050,8000294,17,19,261,150,1800
8000050,8001443,17,22,49,30,210
8000050,8006076,25,33,130,30,1200
8000055,8000055,213,301,214,60,5430
8000055,8000096,4,10,99,0,450
8000055,8000156,1,1,4950,4950,4950
8000055,8000191,9,17,355,30,2130
8000055,8000339,10,13,132,90,390
8000055,8003184,111,137,198,90,1740
8000055,8006053,0,1,0,0,0
8000055,8006421,50,73,159,90,1410
8000057,8000013,36,48,378,120,1620
8000057,8000057,157,167,342,180,1680
8000057,8000194,49,51,232,210,690
8000057,8000249,28,30,231,180,1170
8000057,8004158,49,50,436,180,1350
8000058,8000058,40,45,263,120,2070
8000058,8002549,5,5,294,240,870
8000058,8002554,21,28,250,90,2070
8000058,8010216,6,7,266,150,1170
8000058,8010324,14,16,129,105,450
8000059,8000059,57,80,529,180,5910
8000059,8000162,32,35,499,330,1710
8000059,8000252,1,3,1280,0,3840
8000059,8000294,21,23,883,210,6120
8000059,8000732,2,2,675,675,720
8000064,8000064,17,26,220,120,1050
8000064,8000152,26,50,100,30,1080
8000064,8000168,9,13,164,120,660
8000067,8000009,14,18,192,135,1380
8000067,8000067,25,34,229,90,3090
8000067,8000096,8,11,117,90,570
8000067,8001751,7,8,420,45,3060
8000068,8000031,68,74,274,90,2370
8000068,8000068,141,148,345,180,4110
8000068,8000105,67,75,380,270,1350
8000068,8000156,1,1,30,30,30
8000068,8000377,1,1,210,210,210
8000068,8002041,1,1,4140,4140,4140
8000070,8000050,21,29,168,60,1260
8000070,8000070,51,58,257,90,1530
8000070,8000291,1,2,15,15,30
8000070,8000522,25,27,322,60,1500
8000073,8000073,21,51,172,0,1950
8000073,8000290,1,1,150,150,150
8000073,8001790,4,18,115,0,1380
8000073,8003400,12,20,218,30,1860
8000074,8000046,12,13,445,150,2040
8000074,8000074,13,16,846,480,2910
8000074,8000383,26,29,521,90,2940
8000076,8000076,79,101,252,90,2460
8000076,8000149,42,51,148,60,1710
8000076,8000571,44,50,385,180,2460
8000076,8000961,22,34,52,30,240
8000078,8000002,18,19,306,270,870
8000078,8000013,56,70,286,120,3540
8000078,8000078,72,89,317,150,2130
8000078,8000122,21,28,468,105,2070
8000078,8000284,3,5,168,180,330
8000080,8000041,142,163,549,150,7410
8000080,8000080,197,247,606,180,7440
8000080,8000086,1,1,30,30,30
8000080,8000087,15,17,630,360,2760
8000080,8000142,35,39,372,180,2340
8000080,8000149,96,107,611,360,4020
8000080,8000192,42,68,73,30,660
8000080,8000207,1,1,60,60,60
8000080,8000251,71,78,258,90,1920
8000080,8000263,33,39,418,150,2400
8000080,8000307,6,6,465,210,1230
8000080,8000961,58,72,130,90,720
8000082,8000082,284,356,449,135,6810
8000082,8000085,161,177,609,240,6750
8000082,8000086,148,179,334,90,4710
8000085,8000001,21,22,644,375,2820
8000085,8000044,17,17,1084,1020,2520
8000085,8000082,147,179,325,90,4590
