from_stop_id,to_stop_id,delay_count,entries_count,avg_delay,median_delay,max_delay
8000001,8000001,13,23,163,90,930
8000001,8000085,2,2,780,780,1530
8000001,8000086,1,3,10,0,30
8000001,8000207,6,8,285,270,930
8000001,8000208,21,33,90,30,510
8000002,8000078,8,14,349,30,2250
8000002,8000170,7,7,51,60,90
8000004,8000004,31,92,136,0,2820
8000004,8000036,10,13,53,30,240
8000004,8000152,8,15,92,30,720
8000004,8000162,7,14,129,15,750
8000004,8000196,10,15,178,30,1140
8000004,8000297,26,47,191,30,2760
8000009,8000009,63,90,141,30,1710
8000009,8000067,13,14,84,60,330
8000009,8000091,7,17,30,0,180
8000009,8000122,12,18,40,30,150
8000009,8000260,3,4,75,60,180
8000009,8000284,42,51,264,90,2430
8000013,8000013,62,87,484,90,7170
8000013,8000057,13,35,16,0,330
8000013,8000078,0,5,0,0,0
8000013,8000139,18,28,164,75,1620
8000013,8000170,17,20,248,105,1710
8000013,8000261,4,4,675,750,1080
8000013,8000262,3,3,740,1050,1050
8000013,8003065,1,1,90,90,90
8000013,8003693,1,1,30,30,30
8000013,8004158,40,60,500,60,7170
8000025,8000150,1,2,90,90,180
8000025,8000228,28,47,24,30,120
8000025,8000260,27,30,80,60,360
8000029,8000029,40,52,117,90,510
8000029,8000115,18,18,195,180,390
8000029,8003200,16,25,88,30,420
8000029,8010097,6,7,86,90,180
8000031,8000031,94,121,234,90,3600
8000031,8000068,46,59,223,150,3630
8000031,8000244,1,1,540,540,540
8000031,8000377,52,59,253,60,1710
8000036,8000004,13,13,148,90,780
8000036,8000036,93,120,391,120,2400
8000036,8000080,0,1,0,0,0
8000036,8000149,23,27,284,90,2340
8000036,8000152,27,29,775,540,2400
8000036,8000162,37,66,184,30,1740
8000036,8000252,0,1,0,0,0
8000036,8000732,1,1,60,60,60
8000036,8002461,42,62,115,30,1860
8000039,8000039,45,68,139,60,840
8000039,8000045,17,28,104,45,600
8000039,8000105,0,1,0,0,0
8000039,8000189,17,19,81,60,330
8000039,8000206,2,3,230,30,660
8000039,8000240,27,30,170,90,750
8000039,8073368,1,1,600,600,600
8000041,8000041,183,313,261,60,5490
8000041,8000080,75,112,397,90,5460
8000041,8000087,1,1,30,30,30
8000041,8000098,91,161,196,60,2700
8000041,8000192,17,19,92,60,480
8000041,8000251,11,32,63,0,510
8000041,8000961,14,14,321,135,1710
8000041,8003368,1,1,60,60,60
8000044,8000044,0,1,0,0,0
8000044,8000207,30,38,261,120,2700
8000045,8000039,21,29,186,150,1020
8000045,8000045,42,59,168,90,1020
8000045,8000206,20,30,104,30,570
8000046,8000046,12,16,763,285,3240
8000046,8000074,8,10,1035,600,3090
8000046,8000532,2,2,195,195,300
8000046,8003020,14,26,143,45,1140
8000046,8005556,7,15,32,0,90
8000049,8000049,32,58,523,60,3900
8000049,8000128,6,12,192,45,960
8000049,8000152,10,16,666,105,4980
8000049,8000159,13,26,130,15,1350
8000049,8006552,7,11,1140,30,3780
8000049,8010224,5,8,382,135,2310
8000049,8010404,2,3,1380,1620,2610
8000050,8000050,53,74,582,60,5040
8000050,8000070,17,24,648,60,4020
8000050,8000147,13,18,1025,330,5040
8000050,8000152,1,2,15,15,30
8000050,8000225,0,1,-60,-60,-60
8000050,8000263,4,5,660,630,1020
8000050,8000294,13,17,934,150,3120
8000050,8000307,1,1,30,30,30
8000050,8001443,8,19,88,0,720
8000050,8006076,12,23,38,30,180
8000055,8000055,129,240,168,30,3300
8000055,8000096,4,4,240,90,750
8000055,8000191,4,7,26,30,90
8000055,8000236,0,2,0,0,0
8000055,8000339,9,10,63,45,240
8000055,8001920,1,3,10,0,30
8000055,8003184,65,111,204,30,2370
8000055,8006421,29,54,164,30,3540
8000057,8000013,32,36,201,90,1080
8000057,8000057,108,135,158,90,1860
8000057,8000194,27,45,64,30,420
8000057,8000249,13,25,66,30,660
8000057,8004158,36,42,227,105,2100
8000058,8000058,18,33,87,30,480
8000058,8002549,3,4,68,75,120
8000058,8002554,10,20,24,15,120
8000058,8010018,1,1,360,360,360
8000058,8010216,5,8,116,75,420
8000058,8010324,7,9,173,120,420
8000059,8000059,43,65,154,30,3540
8000059,8000162,19,28,63,30,270
8000059,8000252,3,3,1240,180,3510
8000059,8000294,17,20,222,105,2430
8000059,8000732,0,1,0,0,0
8000064,8000064,18,26,444,210,3480
8000064,8000152,21,41,120,30,3390
8000064,8000168,10,14,454,210,3360
8000064,8000238,0,1,0,0,0
8000067,8000009,16,17,277,180,1140
8000067,8000067,25,31,131,60,1050
8000067,8000096,5,8,-56,30,60
8000067,8001920,5,7,9,30,150
8000068,8000031,48,62,211,90,1770
8000068,8000068,95,125,220,120,3630
8000068,8000105,50,59,239,120,3660
8000068,8000156,0,1,0,0,0
8000068,8000244,1,1,660,660,660
8000068,8000377,1,1,210,210,210
8000068,8002041,32,44,64,30,420
8000070,8000050,13,24,42,30,420
8000070,8000070,35,51,338,30,4020
8000070,8000279,1,1,60,60,60
8000070,8000291,0,2,0,0,0
8000070,8000522,14,24,631,30,3990
8000073,8000073,21,68,65,0,2250
8000073,8000163,13,13,62,30,180
8000073,8001790,21,32,32,30,120
8000073,8003400,12,21,160,30,2190
8000074,8000046,6,9,107,30,270
8000074,8000074,9,12,638,180,3060
8000074,8000383,16,20,406,75,3030
8000076,8000076,54,89,118,30,1500
8000076,8000149,15,32,60,0,480
8000076,8000571,30,44,144,60,1470
8000076,8000961,21,29,98,60,780
8000078,8000002,11,15,282,30,3210
8000078,8000009,1,1,150,150,150
8000078,8000013,0,2,0,0,0
8000078,8000078,3,8,64,0,270
8000078,8000122,9,18,147,15,660
