from_stop_id,to_stop_id,avg_delay,median_delay,max_delay
8000001,8000001,158,60,1470
8000001,8000085,39,0,660
8000001,8000086,0,0,0
8000001,8000207,274,180,780
8000001,8000208,119,30,1320
8000002,8000002,252,180,990
8000002,8000078,522,150,3060
8000002,8000170,81,60,210
8000002,8000329,141,105,480
8000002,8001751,335,165,1170
8000004,8000004,96,0,2190
8000004,8000036,39,30,120
8000004,8000152,25,0,90
8000004,8000162,83,45,240
8000004,8000196,210,0,2130
8000004,8000297,112,30,2160
8000009,8000009,73,30,1260
8000009,8000067,54,30,270
8000009,8000091,85,0,810
8000009,8000122,130,30,1170
8000009,8000260,60,60,60
8000009,8000284,82,60,1170
8000013,8000013,235,30,3420
8000013,8000057,13,0,180
8000013,8000078,69,30,510
8000013,8000139,255,30,1830
8000013,8000170,240,30,2220
8000013,8000260,0,0,0
8000013,8000261,236,15,1350
8000013,8000262,150,150,150
8000013,8004158,277,60,3360
8000025,8000025,66,30,570
8000025,8000150,135,135,210
8000025,8000228,61,30,270
8000025,8000260,83,60,210
8000025,8000284,150,0,600
8000025,8001844,106,90,420
8000025,8010101,30,15,90
8000029,8000029,70,60,570
8000029,8000115,94,60,690
8000029,8000128,165,165,270
8000029,8003200,56,0,600
8000029,8010097,21,0,150
8000031,8000031,154,30,1920
8000031,8000068,180,45,1830
8000031,8000244,960,960,960
8000031,8000377,82,30,630
8000036,8000004,229,135,780
8000036,8000036,357,120,3210
8000036,8000149,376,75,1800
8000036,8000152,655,540,1740
8000036,8000162,204,60,3150
8000036,8000252,-30,-30,-30
8000036,8000732,0,0,0
8000036,8002461,79,30,960
8000039,8000039,201,30,3780
8000039,8000045,126,75,600
8000039,8000105,60,60,60
8000039,8000189,114,60,870
8000039,8000206,1370,330,3750
8000039,8000240,209,90,1320
8000041,8000041,466,120,9030
8000041,8000080,812,300,9000
8000041,8000098,225,60,3360
8000041,8000192,60,60,150
8000041,8000251,178,90,1050
8000041,8000961,506,360,1860
8000044,8000044,128,0,480
8000044,8000206,960,960,960
8000044,8000310,115,150,330
8000045,8000039,167,30,1620
8000045,8000045,187,60,1620
8000045,8000206,164,60,1230
8000046,8000046,116,90,570
8000046,8000074,157,120,420
8000046,8000532,30,30,30
8000046,8003020,95,60,1830
8000046,8005556,260,45,1890
8000049,8000049,242,60,1530
8000049,8000128,115,0,750
8000049,8000152,210,30,1560
8000049,8000159,155,0,1140
8000049,8006552,351,120,1500
8000049,8010224,300,135,1410
8000049,8010404,170,-30,810
8000050,8000050,303,60,4290
8000050,8000070,67,60,210
8000050,8000147,1173,480,4530
8000050,8000152,227,90,960
8000050,8000168,120,90,360
8000050,8000263,190,180,300
8000050,8000294,200,60,1710
8000050,8001443,180,75,870
8000050,8006076,137,30,1440
8000055,8000055,50,0,1170
8000055,8000096,132,60,510
8000055,8000156,0,0,0
8000055,8000191,35,45,60
8000055,8000236,60,60,60
8000055,8000339,51,30,180
8000055,8003184,52,0,1260
8000055,8006421,69,30,690
8000057,8000013,126,75,420
8000057,8000057,169,90,2040
8000057,8000194,88,45,570
8000057,8000249,121,90,450
8000057,8004158,274,135,2250
8000058,8000058,112,60,450
8000058,8002549,30,30,90
8000058,8002554,122,30,1650
8000058,8010216,128,30,360
8000058,8010324,210,135,570
8000059,8000059,90,60,720
8000059,8000162,89,60,480
8000059,8000252,120,120,240
8000059,8000294,90,60,300
8000059,8000732,15,15,30
8000064,8000064,111,60,390
8000064,8000152,81,30,600
8000064,8000168,126,90,300
8000067,8000009,176,30,1350
8000067,8000067,225,30,1380
8000067,8001751,55,75,90
8000068,8000031,98,30,1020
8000068,8000068,139,60,1740
8000068,8000105,189,105,1710
8000068,8000156,30,30,30
8000068,8000377,30,30,30
8000068,8002041,78,30,1380
8000070,8000050,68,30,360
8000070,8000070,80,45,450
8000070,8000291,45,45,60
8000070,8000522,54,60,180
8000073,8000073,67,0,480
8000073,8000163,198,30,570
8000073,8001790,67,30,390
8000073,8003400,74,0,480
8000074,8000046,13,30,60
8000074,8000074,66,0,420
8000074,8000383,99,60,420
8000076,8000076,135,30,2100
8000076,8000149,63,0,870
8000076,8000571,219,60,2130
8000076,8000961,83,30,1140
8000078,8000002,412,225,2970
8000078,8000013,114,45,1350
8000078,8000078,94,60,1350
8000078,8000122,41,0,300
8000078,8000284,20,0,90
8000080,8000041,204,60,3360
8000080,8000080,380,150,4650
8000080,8000098,60,60,60
8000080,8000142,177,90,1530
8000080,8000149,388,180,3150
8000080,8000192,91,45,630
8000080,8000251,68,60,390
8000080,8000263,659,225,4560
8000080,8000307,160,120,630
8000080,8000961,56,30,300
8000082,8000082,351,180,3120
8000082,8000085,383,210,2460
8000082,8000086,413,210,3150
8000085,8000001,240,60,1140
8000085,8000082,321,150,2610
8000085,8000085,335,90,9240
8000085,8000086,1290,570,9240
8000085,8000087,458,300,1740
8000085,8000098,96,30,750
8000085,8000118,0,0,0
8000085,8000207,369,120,4170
8000085,8000266,147,60,1380
8000085,8003368,418,180,2460
8000085,8073368,477,315,1740
8000086,8000082,271,120,2460
8000086,8000085,438,150,3690
8000086,8000086,440,120,9180
8000086,8000098,1197,570,7050
8000086,8000118,30,30,30
8000086,8000259,430,180,9090
8000086,8000286,262,60,2280
8000087,8000085,78,30,450
8000087,8000087,216,30,2580
8000087,8000207,373,150,2040
8000087,8000266,268,30,2550
8000087,8003368,112,30,2010
8000087,8073368,244,180,750
8000091,8000009,32,0,150
8000091,8000091,64,0,780
8000091,8000260,99,15,690
8000095,8000095,66,30,660
8000095,8000298,90,90,90
8000095,8000301,30,30,30
8000095,8000309,15,15,30
8000096,8000055,50,60,90
8000096,8000096,436,165,3540
8000096,8000127,240,240,240
8000096,8000156,561,255,1920
8000096,8000170,581,210,3480
8000096,8000191,150,150,150
8000096,8000235,75,30,600
8000096,8000244,367,90,2430
8000096,8000302,0,0,0
8000096,8000329,258,90,780
8000096,8001055,46,30,540
8000096,8001920,88,60,360
8000096,8005424,150,90,630
8000096,8005776,20,0,60
8000096,8006053,251,60,2520
8000096,8006421,-60,-60,-60
8000098,8000041,683,240,9030
8000098,8000080,0,0,0
8000098,8000085,164,90,1770
8000098,8000086,393,60,3300
8000098,8000098,413,120,9030
8000098,8000118,321,90,3660
8000098,8000259,212,60,4380
8000098,8000263,882,630,1770
8000098,8000266,166,30,2520
8000098,8000307,156,60,750
8000098,8002549,2625,2625,4860
8000101,8000101,301,60,4740
8000101,8000177,752,90,4740
8000101,8001833,114,30,990
8000102,8000102,103,0,1770
8000102,8002370,136,60,1740
8000102,8004838,65,0,1530
8000103,8000103,300,270,660
8000103,8000312,915,915,990
8000103,8005362,48,60,120
8000105,8000068,108,60,900
8000105,8000096,0,0,0
8000105,8000105,462,210,4890
8000105,8000111,60,60,150
8000105,8000115,522,240,3000
8000105,8000150,727,570,3540
8000105,8000156,30,30,30
8000105,8000191,2790,4140,4140
8000105,8000240,202,90,1740
8000105,8000244,545,300,2400
8000105,8000260,316,285,1530
8000105,8002041,160,90,3330
8000105,8002042,57,30,600
8000105,8003200,680,705,1500
8000105,8010097,-120,-120,-120
8000105,8010101,438,120,1800
8000105,8070003,385,180,2130
8000105,8070004,294,195,1170
8000107,8000107,208,60,3840
8000107,8000191,0,0,0
8000107,8000290,87,60,480
8000107,8000774,33,0,330
8000108,8000108,161,60,1170
8000108,8000116,495,285,1560
8000111,8000105,68,30,180
8000111,8000111,100,60,480
8000111,8000124,72,60,270
8000111,8000150,54,30,210
8000111,8000728,61,30,240
8000111,8002041,630,630,630
8000111,8002042,145,90,990
8000114,8000114,84,60,690
8000114,8000260,67,60,180
8000114,8000284,96,60,630
8000114,8001844,60,60,360
8000115,8000029,219,45,3030
8000115,8000105,582,30,4920
8000115,8000115,513,105,4080
8000115,8000150,240,90,1590
8000115,8000240,-480,-480,-480
8000115,8000260,713,315,3240
8000115,8002041,1320,1320,1320
8000115,8003200,388,285,1740
8000115,8010097,472,210,2700
8000115,8010101,150,150,150
8000116,8000108,385,330,840
8000116,8000116,496,420,1620
8000116,8004885,552,420,1560
8000116,8005940,120,120,120
8000118,8000098,315,90,4170
8000118,8000118,263,60,4050
8000118,8000192,211,90,2190
8000118,8000263,1987,2055,3660
8000118,8000286,102,0,960
8000118,8000307,414,240,1020
8000122,8000009,51,0,450
8000122,8000078,92,0,690
8000122,8000122,125,30,1560
8000122,8000261,144,60,990
8000122,8000284,129,60,1290
8000124,8000111,114,60,360
8000124,8000124,92,60,480
8000124,8000337,90,45,510
8000124,8000383,58,60,150
8000124,8000728,127,60,510
8000127,8000096,30,30,30
8000127,8000127,76,30,600
8000127,8000170,112,60,780
8000127,8000302,22,0,120
8000128,8000049,323,120,1620
8000128,8000128,363,120,3420
8000128,8000152,330,210,1860
8000128,8003200,342,30,3390
8000128,8010136,116,120,210
8000129,8000129,174,90,1410
8000129,8000337,135,120,450
8000129,8000368,266,120,1800
8000129,8003200,0,0,0
8000139,8000013,201,60,1530
8000139,8000139,216,30,1860
8000139,8000170,232,60,1860
8000142,8000080,360,120,2760
8000142,8000142,274,90,3600
8000142,8000149,249,60,1950
8000142,8000196,60,60,90
8000142,8000227,334,30,4770
8000142,8000251,127,30,1380
8000142,8000266,283,90,3600
8000147,8000050,148,60,930
8000147,8000147,322,60,4770
8000147,8000152,264,150,930
8000147,8000238,60,30,210
8000147,8002549,565,120,4800
8000149,8000036,687,555,1740
8000149,8000076,85,30,960
8000149,8000080,211,60,3360
8000149,8000118,120,120,120
8000149,8000142,375,90,3570
8000149,8000149,255,60,3180
8000149,8000227,75,75,90
8000149,8000263,181,45,1860
8000149,8000961,350,60,960
8000149,8002461,292,120,3150
8000150,8000025,45,45,90
8000150,8000105,161,15,1830
8000150,8000111,54,30,180
8000150,8000115,382,105,3420
8000150,8000150,249,90,3540
8000150,8000152,30,30,30
8000150,8000260,357,90,3570
8000150,8002041,155,60,1380
8000150,8003200,0,0,0
8000150,8070004,190,150,690
8000152,8000004,131,0,2100
8000152,8000036,340,60,1620
8000152,8000049,300,180,1080
8000152,8000050,414,210,1440
8000152,8000064,80,30,480
8000152,8000128,390,90,3510
8000152,8000147,375,270,1830
8000152,8000150,750,750,750
8000152,8000152,213,60,2160
8000152,8000162,210,30,960
8000152,8000168,630,630,630
8000152,8000238,60,45,150
8000152,8000252,66,45,270
8000152,8000260,1380,1380,1380
8000152,8000279,68,0,1170
8000152,8000294,90,90,150
8000152,8002549,380,150,1710
8000152,8003487,187,0,1740
8000152,8006552,451,225,1650
8000152,8010404,528,420,1530
8000155,8000155,72,60,540
8000155,8000181,75,30,450
8000155,8003102,90,60,510
8000156,8000068,60,60,60
8000156,8000096,248,60,1470
8000156,8000105,-90,-90,-90
8000156,8000156,171,90,2130
8000156,8000191,0,0,0
8000156,8000244,126,60,870
8000156,8000377,246,90,1860
8000156,8005556,390,390,390
8000156,8006053,996,990,2100
8000156,8006421,98,30,780
8000159,8000049,170,30,1950
8000159,8000159,206,60,1950
8000159,8010224,135,0,960
8000162,8000004,121,15,540
8000162,8000036,81,30,1140
8000162,8000059,76,30,750
