from_stop_id,to_stop_id,delay_count,entries_count,avg_delay,median_delay,max_delay
8000001,8000001,11,12,1740,720,12180
8000001,8000085,14,20,423,195,1770
8000001,8000086,20,21,1034,690,6630
8000001,8000207,2,2,360,360,570
8000001,8000208,3,3,1590,1590,1710
8000002,8000002,16,16,302,270,960
8000002,8000078,16,18,210,150,840
8000002,8000329,16,17,194,60,1140
8000002,8001751,8,8,300,255,750
8000004,8000004,83,103,652,330,6150
8000004,8000036,11,13,678,630,1920
8000004,8000152,18,18,578,255,2310
8000004,8000162,17,17,196,150,660
8000004,8000196,16,16,1161,420,6120
8000004,8000297,52,52,836,495,4170
8000009,8000009,80,95,262,120,3000
8000009,8000067,13,18,107,75,330
8000009,8000091,16,22,168,90,1080
8000009,8000122,17,23,194,60,960
8000009,8000284,54,63,265,120,2880
8000013,8000013,171,188,763,390,8160
8000013,8000057,24,41,83,30,1050
8000013,8000078,28,33,650,570,3450
8000013,8000139,30,32,649,255,3240
8000013,8000170,27,30,516,225,3120
8000013,8000261,7,9,1080,750,3330
8000013,8004158,93,99,901,390,9690
8000025,8000025,86,106,464,195,4680
8000025,8000228,45,48,294,150,2640
8000025,8000260,35,36,280,150,3000
8000025,8000284,9,10,858,60,4260
8000025,8001844,70,73,388,180,4710
8000025,8010101,13,19,696,120,3450
8000029,8000029,60,63,460,270,2580
8000029,8000115,23,25,733,510,2880
8000029,8000128,2,2,105,105,180
8000029,8003200,32,33,277,210,1050
8000029,8010097,18,18,490,360,1590
8000031,8000031,125,144,318,150,3000
8000031,8000068,67,71,346,210,2940
8000031,8000244,0,1,0,0,0
8000031,8000377,72,91,306,120,2310
8000036,8000004,12,14,1001,1005,2640
8000036,8000036,80,82,1002,720,4650
8000036,8000149,18,19,748,510,3060
8000036,8000152,9,9,1963,1830,3360
8000036,8000162,60,77,524,150,4590
8000036,8000252,1,1,1020,1020,1020
8000036,8000732,1,1,630,630,630
8000036,8002461,48,54,486,150,3870
8000039,8000039,42,51,706,240,4440
