from_stop_id,to_stop_id,delay_count,entries_count,avg_delay,median_delay,max_delay
8000001,8000001,46,77,106,30,1710
8000001,8000085,4,16,22,0,240
8000001,8000086,9,14,56,30,330
8000001,8000207,9,9,413,210,1800
8000001,8000208,16,33,62,0,480
8000002,8000078,4,15,8,0,30
8000002,8000170,6,7,47,30,120
8000002,8000329,4,8,49,15,240
8000004,8000004,37,93,219,0,12540
8000004,8000036,9,13,245,180,1470
8000004,8000152,3,16,17,0,150
8000004,8000162,9,16,47,30,150
8000004,8000196,9,14,1039,45,12450
8000004,8000297,30,47,118,30,1140
8000009,8000009,59,91,166,30,4140
8000009,8000067,12,16,84,45,300
8000009,8000091,13,19,485,30,4140
8000009,8000122,13,19,51,30,210
8000009,8000284,39,55,87,90,840
8000013,8000013,121,167,264,60,4380
8000013,8000057,11,40,30,0,570
8000013,8000078,34,44,282,45,4410
8000013,8000139,26,31,276,60,3150
8000013,8000170,21,27,130,60,1260
8000013,8000261,6,9,393,240,1830
8000013,8004158,62,78,293,60,4440
8000025,8000025,65,109,145,30,3270
8000025,8000150,2,2,135,135,180
8000025,8000228,32,51,83,30,330
8000025,8000260,28,31,169,90,1740
8000025,8000284,3,6,285,15,1620
8000025,8001844,60,67,188,90,1140
8000025,8010101,9,15,92,30,330
8000029,8000029,50,55,154,90,960
8000029,8000115,17,20,226,90,960
8000029,8000128,1,1,30,30,30
8000029,8003200,16,28,138,30,960
8000029,8010097,5,8,79,30,390
8000031,8000031,95,114,190,90,1200
8000031,8000068,7,7,686,750,1020
8000031,8000105,1,1,870,870,870
8000031,8000377,59,73,161,90,1830
8000036,8000004,14,14,452,240,2010
8000036,8000036,96,117,293,120,3660
8000036,8000149,22,27,231,90,1470
8000036,8000152,25,30,395,240,1680
8000036,8000162,38,68,94,30,960
8000036,8000252,1,1,450,450,450
8000036,8002461,49,60,180,45,3630
8000039,8000039,65,87,261,60,3900
8000039,8000045,30,36,162,60,1110
8000039,8000189,20,20,134,105,390
8000039,8000206,8,8,349,225,1110
8000039,8000240,29,36,455,150,3930
8000039,8000275,2,2,60,60,60
8000041,8000041,249,363,226,60,7200
8000041,8000080,106,154,293,60,7170
8000041,8000098,112,177,172,30,2940
8000041,8000192,19,20,50,30,90
8000041,8000251,23,32,64,30,450
8000044,8000044,111,158,343,90,3510
8000044,8000206,15,18,542,180,3450
