from_stop_id,to_stop_id,delay_count,entries_count,avg_delay,median_delay,max_delay
8000001,8000001,9,10,1605,1020,4800
8000001,8000085,22,22,363,210,3090
8000001,8000086,20,21,400,420,1290
8000001,8000207,4,5,1428,720,5010
8000002,8000002,14,16,763,360,4530
8000002,8000078,17,18,363,330,960
8000002,8000170,9,9,163,120,390
8000002,8000329,7,8,608,255,2070
8000002,8001751,7,8,968,450,4710
8000004,8000004,63,103,108,60,1800
8000004,8000036,10,13,72,30,270
8000004,8000152,15,18,115,60,540
8000004,8000162,11,17,85,30,360
8000004,8000196,13,16,289,90,1800
8000004,8000297,29,52,68,30,1140
8000009,8000009,85,95,408,150,5100
8000009,8000067,17,18,453,210,1710
8000009,8000091,15,22,194,105,690
8000009,8000122,20,24,134,45,930
8000009,8000284,60,63,407,120,5160
8000013,8000013,227,263,554,210,9840
8000013,8000057,35,48,134,45,1260
8000013,8000078,59,65,618,150,8730
8000013,8000139,28,33,609,150,5130
8000013,8000170,20,30,473,60,9840
8000013,8000260,9,15,144,90,870
8000013,8000261,8,8,622,345,2400
8000013,8000262,3,3,160,60,360
8000013,8004158,107,119,648,300,5340
8000025,8000025,94,118,252,120,4380
8000025,8000228,47,53,192,120,1110
8000025,8000260,36,36,133,120,390
8000025,8000284,5,7,776,120,4440
8000025,8001844,68,73,249,210,1380
8000025,8010101,12,15,372,120,2160
8000029,8000029,64,75,386,120,5790
8000029,8000115,19,21,386,90,1680
8000029,8000128,3,3,80,60,150
8000029,8003200,26,39,296,60,4080
8000029,8010097,14,18,120,30,480
8000031,8000031,124,148,317,180,2730
8000031,8000068,68,73,301,270,960
8000031,8000244,1,1,120,120,120
8000031,8000377,73,93,308,120,3180
8000036,8000004,14,14,195,90,780
8000036,8000036,104,115,749,270,7920
8000036,8000059,1,1,30,30,30
8000036,8000149,21,22,319,300,1050
8000036,8000152,23,23,1049,600,3630
8000036,8000162,62,78,513,210,3000
8000036,8000252,1,1,7170,7170,7170
8000036,8000732,0,1,-30,-30,-30
8000036,8002461,49,69,271,30,7890
8000039,8000039,68,92,262,90,2490
8000039,8000045,30,40,200,90,1140
8000039,8000189,22,24,111,90,390
8000039,8000206,5,6,620,360,1950
8000039,8000236,1,1,120,120,120
8000039,8000240,39,53,230,90,2280
8000041,8000041,233,268,371,180,6990
8000041,8000080,130,135,506,270,6930
8000041,8000098,111,132,278,120,3720
8000041,8000192,33,34,107,75,450
8000041,8000251,0,20,0,0,0
8000044,8000044,64,82,532,285,6450
8000044,8000207,37,42,429,330,1530
8000044,8000310,52,57,615,330,6330
8000045,8000039,32,38,309,165,2490
8000045,8000045,65,79,282,150,2040
8000045,8000206,33,41,274,150,1290
8000046,8000046,24,24,366,120,1530
8000046,8000074,12,14,551,120,3030
8000046,8000532,2,2,360,360,660
8000046,8003020,27,41,131,60,1380
8000046,8005556,17,20,129,60,1140
8000049,8000049,23,35,849,90,8910
8000049,8000152,12,16,1072,60,8850
8000049,8000159,9,31,29,0,210
8000049,8004760,1,1,120,120,120
8000049,8010224,8,9,1290,660,5730
8000050,8000050,104,118,456,120,5580
8000050,8000070,19,29,189,60,1440
8000050,8000147,19,19,1285,1080,5460
8000050,8000152,6,9,40,30,150
8000050,8000263,4,4,322,405,420
8000050,8000291,1,1,1080,1080,1080
8000050,8000294,14,19,382,60,2640
8000050,8001443,16,22,164,60,2100
8000050,8006076,21,32,125,30,1320
8000055,8000055,215,302,149,60,2040
8000055,8000096,3,5,96,150,180
8000055,8000156,0,1,-120,-120,-120
8000055,8000191,12,15,182,90,1440
8000055,8000236,2,2,615,615,1020
8000055,8000339,12,13,48,30,120
8000055,8001920,3,6,70,30,330
8000055,8003184,105,138,242,120,2010
8000055,8006053,1,1,300,300,300
8000055,8006421,51,74,99,30,1050
8000057,8000013,43,48,296,180,1050
8000057,8000057,150,167,293,120,2490
8000057,8000194,47,51,208,120,1020
8000057,8000249,27,30,357,120,2280
8000057,8004158,45,50,297,180,1170
8000058,8000058,39,47,331,90,3390
8000058,8002549,5,6,745,570,2100
8000058,8002554,20,26,132,45,630
8000058,8010216,6,10,57,30,330
8000058,8010324,16,16,441,120,3180
8000059,8000036,1,1,30,30,30
8000059,8000059,35,54,198,30,2760
8000059,8000162,18,34,63,30,690
8000059,8000252,3,6,565,-15,2580
8000059,8000294,24,27,181,90,1320
8000059,8000732,2,2,300,300,480
8000064,8000064,18,21,301,120,1320
8000064,8000152,28,47,161,30,1320
8000064,8000168,10,11,104,90,210
8000067,8000009,17,18,1107,870,5160
8000067,8000067,31,34,811,570,5070
8000067,8000096,10,11,224,60,720
8000067,8001751,6,8,518,210,1860
8000068,8000031,63,75,322,90,2730
8000068,8000068,131,151,303,150,2820
8000068,8000105,71,76,343,240,1410
8000068,8000156,0,1,0,0,0
8000068,8000377,1,1,180,180,180
8000068,8002041,42,45,311,120,1920
8000068,8070003,0,1,-60,-60,-60
8000070,8000050,18,29,78,60,300
8000070,8000070,38,58,141,60,1410
8000070,8000291,2,2,240,240,420
