from_stop_id,to_stop_id,delay_count,entries_count,avg_delay,median_delay,max_delay
8000001,8000001,16,21,856,150,4890
8000001,8000085,12,18,608,75,8100
8000001,8000086,19,20,254,210,690
8000001,8000207,1,2,1260,1260,2520
8000001,8000208,8,8,1065,1035,2610
8000001,8000266,1,1,330,330,330
8000002,8000002,14,15,490,510,1470
8000002,8000078,12,17,122,90,420
8000002,8000329,12,16,304,90,1500
8000002,8001751,7,7,459,570,750
8000004,8000004,55,104,182,60,3000
8000004,8000036,6,10,120,75,450
8000004,8000080,1,1,30,30,30
8000004,8000152,12,16,212,75,1020
8000004,8000162,5,14,54,0,240
8000004,8000196,12,16,216,180,840
8000004,8000297,36,52,304,150,3000
8000009,8000009,77,92,320,90,4560
8000009,8000067,14,17,249,180,870
8000009,8000091,18,21,150,90,660
8000009,8000122,17,22,284,75,1830
8000009,8000284,43,58,349,90,4470
8000013,8000013,147,176,771,300,6300
8000013,8000057,24,37,163,30,1590
8000013,8000078,23,27,1031,390,5580
8000013,8000096,2,2,225,225,390
8000013,8000139,23,29,352,90,2010
8000013,8000170,25,29,536,270,2670
8000013,8000261,5,7,1440,1080,3300
8000013,8000284,1,1,7770,7770,7770
8000013,8004158,78,91,847,300,6540
8000025,8000025,85,100,567,210,9060
8000025,8000228,38,45,256,120,2340
8000025,8000260,31,32,218,165,570
8000025,8000284,8,9,460,240,1770
8000025,8001844,58,68,326,210,1530
8000025,8010101,14,15,1116,240,8550
8000025,8010159,1,2,1770,1770,3540
8000025,8010240,1,1,9060,9060,9060
8000029,8000029,45,59,302,120,1530
8000029,8000115,17,24,298,180,1080
8000029,8000128,1,2,300,300,600
8000029,8003200,20,29,235,90,1320
8000029,8010097,12,17,286,60,2190
8000031,8000031,115,133,395,210,4980
8000031,8000068,60,67,416,240,4920
8000031,8000377,66,78,350,165,3510
8000036,8000004,10,12,305,285,870
8000036,8000036,65,73,805,510,4200
8000036,8000080,1,1,510,510,510
8000036,8000149,14,17,706,270,4350
8000036,8000152,7,7,1414,1080,3180
8000036,8000162,52,68,529,210,3090
8000036,8000732,1,1,90,90,90
8000036,8002461,40,49,285,90,3660
8000039,8000039,32,49,373,90,2640
8000039,8000045,19,22,408,285,1740
8000039,8000189,21,23,167,90,1020
8000039,8000236,1,1,60,60,60
8000039,8000240,29,43,298,60,2100
8000039,8000310,1,1,1380,1380,1380
8000041,8000041,331,413,678,240,15840
8000041,8000080,142,172,1050,480,15870
8000041,8000098,163,204,472,180,3720
8000041,8000192,26,32,115,90,780
8000041,8000251,21,33,195,120,1590
8000041,8003368,1,1,210,210,210
8000044,8000044,162,177,840,480,5040
8000044,8000098,1,1,4200,4200,4200
8000044,8000206,16,16,1363,900,5130
8000044,8000207,90,100,788,405,5010
8000044,8000266,1,1,210,210,210
8000044,8000310,58,64,617,330,3090
8000045,8000039,19,21,814,450,2940
8000045,8000045,28,32,793,585,2640
8000045,8000206,15,16,872,795,2340
8000045,8000240,0,1,0,0,0
8000046,8000001,1,1,60,60,60
8000046,8000046,24,24,419,180,1920
8000046,8000074,14,14,557,270,1920
8000046,8000532,2,2,525,525,540
8000046,8003020,33,39,132,60,960
8000046,8005556,13,16,264,135,1230
8000049,8000049,43,55,553,150,4530
8000049,8000128,7,7,480,270,1170
8000049,8000152,10,16,658,180,4590
8000049,8000159,21,30,240,60,4200
8000049,8000279,1,1,120,120,120
8000049,8003200,1,1,930,930,930
8000049,8004760,1,1,30,30,30
8000049,8006552,10,10,351,165,1350
8000049,8010224,10,10,1017,750,2340
8000050,8000050,104,109,643,210,4050
8000050,8000070,23,26,437,120,2220
8000050,8000147,16,16,1971,2040,3930
8000050,8000152,4,7,154,30,990
8000050,8000168,5,8,176,75,960
8000050,8000225,2,2,570,570,570
8000050,8000263,4,4,788,675,1380
8000050,8000294,15,16,739,600,2190
8000050,8001443,13,20,224,120,1020
8000050,8006076,24,31,204,60,3060
8000055,8000055,184,249,292,90,4920
8000055,8000096,9,9,197,180,480
8000055,8000156,2,2,1020,1020,1650
8000055,8000191,11,14,231,120,1050
8000055,8000236,2,2,420,420,660
8000055,8000339,10,11,65,60,150
8000055,8003184,84,110,401,150,4800
8000055,8006053,1,1,30,30,30
8000055,8006421,39,51,264,90,2940
8000057,8000013,34,38,463,360,1710
8000057,8000057,136,147,400,210,3540
8000057,8000194,38,41,202,120,1260
8000057,8000249,25,28,303,165,1260
8000057,8004158,40,47,608,240,3510
8000058,8000058,42,43,534,420,2490
8000058,8002549,4,5,1104,810,2610
8000058,8002554,22,26,366,210,1350
8000058,8010216,8,8,806,675,2040
8000058,8010324,14,14,598,600,1620
8000059,8000059,49,67,274,120,2400
8000059,8000162,24,30,286,210,1680
8000059,8000252,2,2,90,90,150
8000059,8000294,17,22,270,150,2070
8000059,8000732,1,2,1185,1185,2370
8000059,8000879,1,1,540,540,540
8000064,8000064,15,24,805,120,7200
8000064,8000152,28,47,198,60,3270
8000064,8000168,9,11,1162,180,7170
8000067,8000009,16,17,941,720,4650
8000067,8000067,28,32,641,360,4770
8000067,8000096,8,10,534,345,2370
8000067,8001751,6,7,437,240,960
8000068,8000031,59,64,423,180,3480
8000068,8000068,120,138,496,180,7200
8000068,8000105,61,73,411,180,4830
8000068,8000128,1,1,1530,1530,1530
8000068,8000156,2,2,4305,4305,7200
8000068,8000377,1,2,150,150,300
8000068,8002041,42,42,256,165,810
8000068,8070003,0,1,-90,-90,-90
8000070,8000050,21,27,121,120,420
8000070,8000070,48,56,334,105,2970
8000070,8000152,1,1,2370,2370,2370
8000070,8000291,1,2,1065,1065,2130
8000070,8000522,22,25,509,150,3150
8000073,8000073,37,49,351,180,2160
8000073,8000290,1,1,330,330,330
8000073,8001790,13,17,556,180,2220
8000073,8003400,16,18,297,165,1170
8000074,8000046,12,12,345,240,900
8000074,8000074,14,15,492,270,1890
8000074,8000111,1,1,420,420,420
8000074,8000383,27,28,343,165,1920
8000076,8000076,67,98,201,60,3000
8000076,8000149,36,48,277,30,3420
8000076,8000571,38,49,152,60,1020
8000078,8000002,14,17,201,150,1170
8000078,8000013,19,30,383,75,1950
8000078,8000078,28,30,1015,345,9000
8000078,8000122,17,19,663,420,3180
8000078,8000261,1,1,2280,2280,2280
8000078,8000284,3,3,2910,960,7500
8000080,8000041,146,172,523,210,3720
8000080,8000080,200,244,702,270,11790
8000080,8000082,1,1,780,780,780
8000080,8000087,2,2,1800,1800,3300
8000080,8000142,17,19,794,210,4800
8000080,8000149,89,105,673,270,7680
8000080,8000152,1,1,210,210,210
8000080,8000192,52,65,107,60,1200
8000080,8000207,2,2,2130,2130,2820
8000080,8000251,48,73,157,60,1770
8000080,8000263,31,34,1443,1050,4110
8000080,8000307,2,2,150,150,210
8000080,8000961,39,70,87,30,930
8000082,8000080,1,1,240,240,240
8000082,8000082,213,246,570,390,3480
8000082,8000085,95,104,644,525,3510
8000082,8000086,109,124,589,390,2910
8000085,8000001,17,18,395,375,1050
8000085,8000080,2,2,8010,8010,11370
8000085,8000082,97,108,603,405,2940
8000085,8000085,635,732,633,270,14190
8000085,8000086,54,60,2087,1350,14760
8000085,8000087,39,46,584,450,2370
