from_stop_id,to_stop_id,delay_count,entries_count,avg_delay,median_delay,max_delay
8000001,8000001,60,88,214,60,1830
8000001,8000085,16,20,734,180,6450
8000001,8000086,17,22,132,120,360
8000001,8000207,8,8,671,630,1170
8000001,8000208,39,42,294,210,1170
8000002,8000002,14,16,435,120,3210
8000002,8000078,17,19,221,240,510
8000002,8000170,5,9,267,60,1920
8000002,8000329,7,8,585,120,3180
8000002,8001751,7,8,304,150,1230
8000004,8000004,65,109,407,60,7200
8000004,8000036,12,13,254,180,900
8000004,8000152,15,19,254,90,1620
8000004,8000162,12,18,123,75,660
8000004,8000196,10,17,441,30,1650
8000004,8000297,39,55,627,120,7200
8000009,8000009,88,96,455,180,4410
8000009,8000067,16,18,608,195,3180
8000009,8000091,16,22,166,90,600
8000009,8000122,22,24,629,90,4260
8000009,8000284,56,64,287,120,4260
8000013,8000013,153,179,590,270,6450
8000013,8000057,38,48,361,195,3990
8000013,8000078,23,25,437,450,1110
8000013,8000139,30,33,382,120,1830
8000013,8000170,26,30,234,120,2190
8000013,8000260,7,8,476,450,900
8000013,8000261,7,7,1281,780,3510
8000013,8004158,83,95,767,510,6420
8000025,8000025,98,119,308,180,2400
8000025,8000228,52,54,290,150,1620
8000025,8000260,33,36,175,180,660
8000025,8000284,5,7,330,120,1860
8000025,8001844,65,75,327,150,2610
8000025,8010101,12,15,560,180,1890
8000029,8000029,70,76,324,210,1530
8000029,8000115,23,27,467,300,1830
8000029,8000128,2,3,130,30,360
8000029,8003200,29,39,255,120,1290
8000029,8010097,16,18,413,240,2580
8000031,8000031,130,148,366,180,2640
8000031,8000068,68,75,406,300,1890
8000031,8000244,1,1,120,120,120
8000031,8000377,74,93,312,90,2700
8000036,8000004,13,14,540,375,1470
8000036,8000036,102,119,786,180,7140
8000036,8000149,19,22,956,195,7170
8000036,8000152,24,25,1393,1020,3870
8000036,8000162,64,83,326,60,3480
8000036,8000252,1,1,4260,4260,4260
8000036,8000732,0,1,0,0,0
8000036,8002461,46,72,201,60,4740
8000039,8000039,68,98,221,60,3150
8000039,8000045,26,41,152,90,720
8000039,8000189,24,25,127,90,390
8000039,8000206,6,7,279,90,810
8000039,8000236,1,1,30,30,30
8000039,8000240,41,55,307,90,3150
8000041,8000041,304,410,356,120,7320
8000041,8000080,139,172,418,120,4050
8000041,8000098,143,203,333,90,7290
8000041,8000192,35,35,120,90,270
