from_stop_id,to_stop_id,avg_delay,median_delay,max_delay
8000252,8000252,373,90,6450
8000252,8000279,48,15,210
8000252,8000732,139,0,1920
8000259,8000086,346,120,3780
8000259,8000098,372,150,4530
8000259,8000259,328,120,4560
8000259,8000286,142,90,540
8000260,8000009,-135,-135,-90
8000260,8000025,84,75,420
8000260,8000091,70,30,510
8000260,8000105,192,60,2400
8000260,8000114,151,90,1110
8000260,8000115,247,30,1290
8000260,8000128,420,420,420
8000260,8000150,228,30,2460
8000260,8000235,285,60,1710
8000260,8000260,306,60,4050
8000260,8000284,577,210,3960
8000260,8010101,107,60,300
8000261,8000013,323,90,1410
8000261,8000122,225,30,1950
8000261,8000261,589,225,2190
8000261,8000262,303,60,2100
8000261,8000284,101,30,2430
8000261,8000301,338,180,1560
8000261,8000309,66,75,120
8000261,8004158,173,60,2970
8000262,8000261,252,210,1230
8000262,8000262,199,90,3840
8000262,8000320,472,90,2220
8000262,8004158,158,150,840
8000262,8098262,401,330,1380
8000263,8000080,125,60,900
8000263,8000118,381,150,1950
8000263,8000147,1000,1290,1350
8000263,8000149,254,60,4980
8000263,8000263,644,150,8880
8000263,8000294,881,300,8850
8000263,8000307,195,90,1650
8000263,8000316,510,60,6900
8000263,8002461,3,0,150
8000263,8002549,630,630,750
8000266,8000085,231,90,2370
8000266,8000087,207,90,1470
8000266,8000098,155,120,780
8000266,8000142,707,180,6480
8000266,8000207,1024,345,4680
8000266,8000266,438,150,6570
8000266,8073368,330,330,480
8000271,8000199,274,120,2820
8000271,8000271,242,120,2850
8000271,8000312,117,60,510
8000271,8002548,353,165,4860
8000271,8002549,138,60,390
8000271,8002553,150,150,150
8000275,8000189,193,120,1200
8000275,8000191,165,60,900
8000275,8000236,106,60,570
8000275,8000244,67,60,180
8000275,8000275,142,75,1170
8000279,8000152,85,60,630
8000279,8000252,56,15,330
8000279,8000279,125,15,5070
8000279,8006076,202,30,5010
8000284,8000009,96,30,3210
8000284,8000025,54,30,150
8000284,8000078,108,30,330
8000284,8000114,154,90,1740
8000284,8000122,28,30,180
8000284,8000260,243,45,2490
8000284,8000261,425,120,4380
8000284,8000284,199,60,4560
8000284,8000309,297,105,2550
8000284,8001844,84,75,210
8000284,8002159,60,60,90
8000284,8010101,-20,30,90
8000286,8000085,250,90,570
8000286,8000086,336,90,3600
8000286,8000118,332,120,6630
8000286,8000259,43,30,390
8000286,8000286,425,120,6510
8000286,8001773,1020,1020,1020
8000290,8000073,0,0,0
8000290,8000107,439,120,4590
8000290,8000191,115,90,450
8000290,8000290,363,75,4620
8000290,8000774,270,60,2220
8000290,8001790,125,75,630
8000291,8000070,15,15,30
8000291,8000291,92,60,300
8000291,8000522,73,60,270
8000291,8000770,91,60,300
8000294,8000050,1693,1275,5850
8000294,8000059,132,60,600
8000294,8000152,5265,5265,9030
8000294,8000263,97,30,1110
8000294,8000294,564,135,8820
8000294,8000316,196,105,960
8000294,8000732,20,30,30
8000294,8001443,125,60,1230
8000297,8000004,168,0,2220
8000297,8000297,364,210,2250
8000297,8000571,149,60,990
8000298,8000095,180,180,180
8000298,8000298,195,75,1140
8000298,8000301,102,30,1110
8000299,8000101,30,30,30
8000299,8000177,138,60,1110
8000299,8000191,787,195,4290
8000299,8000299,240,90,4290
8000299,8000339,119,90,480
8000299,8003184,115,30,1590
8000301,8000095,-40,0,0
8000301,8000261,228,150,1080
8000301,8000298,427,180,2820
8000301,8000301,281,90,2970
8000301,8000309,175,150,450
8000302,8000127,120,60,720
8000302,8000170,60,60,60
8000302,8000302,135,60,1260
8000302,8001920,101,30,1230
8000307,8000080,198,150,600
8000307,8000098,123,90,450
8000307,8000118,470,480,540
8000307,8000192,292,180,1680
8000307,8000263,878,450,8850
8000307,8000286,150,150,150
8000307,8000307,548,240,8850
8000309,8000095,525,525,1110
8000309,8000261,330,240,1350
8000309,8000284,237,165,1260
8000309,8000301,405,135,2250
8000309,8000309,255,90,2400
8000310,8000044,245,30,3120
8000310,8000310,582,120,5340
8000310,8000331,776,255,4860
8000312,8000103,165,165,300
8000312,8000199,45,15,300
8000312,8000271,178,150,780
8000312,8000312,155,90,810
8000312,8002548,600,600,600
8000312,8002549,390,390,390
8000312,8005362,117,60,720
8000316,8000263,265,60,2580
8000316,8000294,125,60,600
8000316,8000316,384,90,6990
8000316,8000879,253,120,900
8000316,8003701,2235,1110,6960
8000320,8000262,174,150,600
8000320,8000320,330,90,2340
8000320,8001787,320,120,840
8000320,8004885,1045,720,2400
8000322,8000163,192,150,630
8000322,8000177,288,180,900
8000322,8000322,224,180,750
8000322,8004563,169,90,540
8000322,8005616,249,210,510
8000323,8000176,64,30,570
8000323,8000189,90,60,240
8000323,8000206,102,30,750
8000323,8000240,118,90,330
8000323,8000323,77,30,630
8000329,8000002,342,270,1050
8000329,8000096,735,105,3870
8000329,8000329,320,120,3930
8000329,8005424,98,90,270
8000331,8000206,722,270,4860
8000331,8000310,442,180,3180
8000331,8000331,517,210,4860
8000337,8000124,243,180,1020
8000337,8000129,254,225,810
8000337,8000337,265,240,1050
8000339,8000055,80,45,270
8000339,8000096,330,330,600
8000339,8000299,360,120,4230
8000339,8000339,248,120,4170
8000339,8006053,146,120,540
8000368,8000129,151,105,690
8000368,8000368,174,120,900
8000368,8003200,213,135,840
8000377,8000031,294,150,2460
8000377,8000156,296,120,1860
8000377,8000244,328,135,3030
8000377,8000377,276,120,3060
8000383,8000074,158,60,570
8000383,8000124,177,90,810
8000383,8000206,191,180,360
8000383,8000383,253,120,4200
8000383,8000728,1102,795,4260
8000513,8000227,381,90,3360
8000513,8000513,281,60,3420
8000513,8006339,196,30,1680
8000522,8000070,105,90,330
8000522,8000291,104,60,450
8000522,8000522,97,60,480
8000532,8000046,2160,2160,4110
8000532,8000214,346,150,1560
8000532,8000227,750,750,1200
8000532,8000532,383,60,4200
8000532,8002370,398,60,3540
8000571,8000076,159,60,960
8000571,8000297,289,90,2250
8000571,8000571,225,60,2250
8000664,8000225,206,30,870
8000664,8000664,114,30,900
8000664,8004610,75,0,300
8000728,8000111,180,120,840
8000728,8000124,157,90,780
8000728,8000383,123,75,450
8000728,8000728,204,120,3960
8000728,8002042,1035,780,3600
8000732,8000059,0,0,0
8000732,8000152,4440,4440,4440
8000732,8000162,265,60,3870
8000732,8000252,168,30,1110
8000732,8000294,210,180,360
8000732,8000732,245,30,4200
8000770,8000291,141,90,510
8000770,8000770,122,60,480
8000770,8004610,153,60,900
8000774,8000107,1385,1290,2310
8000774,8000191,222,90,2040
8000774,8000290,290,90,1920
8000774,8000774,267,60,2310
8000800,8000800,144,0,1860
8000800,8001768,-30,0,0
8000800,8003866,19,0,120
8000800,8004449,262,30,1830
