eva,name,lat,lon
8005682,Stederdorf(Kr Uelzen),52.907428,10.592702
8006369,Westerland(Sylt),54.906839,8.310925
490477,"Abzw. Kehlen, Meckenbeuren",47.682187,9.553458
8004601,Oberwesel,50.10446,7.731542
8001111,Boxberg-Wölchingen,49.485596,9.640048
8006680,Zweibrücken Hbf,49.246805,7.356643
8012961,Seebach(Mühlhausen),51.170012,10.521193
8005306,Schafbrücke,49.22794,7.049237
371550,"Bahnhof, Zittau",50.903881,14.805817
8001996,Esting,48.212196,11.317322
8007045,Hamburg-Schnelsen,53.634124,9.906616
555715,"Parkstraße (Landratsamt), Böblingen",48.683675,9.008283
8002694,Heidkrug,53.057093,8.680195
8002775,Hennef im Siegbogen,50.773156,7.313288
501460,"Bahnhof, Tuttlingen",47.980336,8.79942
8011925,Hüttengrund,50.381153,11.197711
8006289,Weinsberg,49.147997,9.287024
8000970,Billerbeck,51.981341,7.297482
8011905,Hohenthurm,51.512359,12.097881
8070309,Bad Imnau,48.404155,8.770092
8012016,Klasdorf Glashütte,52.021383,13.543711
570789,"Bahnhofstraße, Gengenbach",48.405406,8.011807
8003074,Ingolstadt Audi,48.7904959,11.4074564
8001482,Donaueschingen Aufen,47.963356,8.47562
8005738,Stockheim(Unterfr),50.459952,10.271229
8012375,Leipzig-Mölkau,51.325238,12.45982
500722,"Villingen Bahnhof, Villingen-Schwenningen",48.058398,8.464482
8002083,Fremersdorf,49.409926,6.647942
8011230,Boizenburg(Elbe),53.378061,10.754279
8003800,Lutten,52.768181,8.343977
8011116,Baruth(Mark),52.057916,13.511963
752124,"Unterjesingen Brunnenhalde, Tübingen",48.526941,8.976757
8000012,Au(Sieg),50.773765,7.656537
8001864,Erzhausen,49.9508678,8.65099311
8000048,Bielefeld-Brackwede,51.997378,8.498426
8007279,Mömbris-Mensengesäß,50.070309,9.166218
8003582,Laufach,50.01067,9.277692
8012485,Niederfinow,52.830668,13.928948
756114,"Kiesberg, Leingarten",49.148486,9.11004
8070093,Bretten Kupferhälde,49.036987,8.723679
8003130,Jüchen,51.097113,6.500923
8000061,Burg-u. Nieder Gemünden,50.6908914,9.047665
8004464,Norsingen,47.9390612,7.72606552
8071471,Leipzig Annenstraße,51.343727,12.421597
8002930,Hofen(b Aalen),48.872692,10.114407
8011894,Hohenleipisch,51.492756,13.564969
8000092,Elmshorn,53.754025,9.659408
8002307,Gölshausen,49.044904,8.724715
8007858,Steinfeld(Pfalz),49.044675,8.039369
8000643,Au im Murgtal,48.718867,8.362349
8005492,Schwetzingen Nordstadt,49.3936,8.57267
8010127,Gernrode(Harz),51.729765,11.149083
8004182,Munderkingen,48.237872,9.645671
8007204,Kaltenkirchen Süd,53.823588,9.973065
8000022,Bad Nenndorf,52.343735,9.378603
8000716,Bad Kohlgrub,47.668006,11.058204
8004519,Heinsberg-Oberbruch,51.053072,6.135084
8007851,Saalburg(Taunus),50.283609,8.586492
736089,"Babelsberg (S)/Wattstr., Potsdam",52.39162,13.094334
8011537,Fermerswalde,51.642998,13.173589
8005823,Tannheim(Württ),47.994955,10.09692
8011003,Ahrensfelde,52.571375,13.565154
8002259,Gertenbach,51.3798738,9.80438858
8002187,Garmisch-Partenkirchen,47.491452,11.097013
8001989,Fischbach(Nürnberg),49.41334,11.17407
8000932,Beuggen,47.581906,7.810915
8005613,Sottrum,53.101242,9.25003
8004144,München-Englschalking,48.156915,11.648335
115553,"Ostheim Hanauer Straße, Nidderau",50.221856,8.907266
8000785,Baldham,48.099256,11.78678
8000166,Herzberg(Harz),51.643861,10.329923
8017442,Plauen(Vogtl) Mitte,50.4929138,12.1476603
367764,"Bahnhof (Bus), Buggingen",47.853651,7.631503
8004183,Munster(Örtze),52.993312,10.096487
8006269,Weikersheim,49.478463,9.905718
8012160,Langenorla West,50.741877,11.579663
8004156,München-Neuaubing,48.141706,11.422197
8007277,Michelbach(Unterfr),50.099814,9.104496
8004148,München-Giesing,48.110803,11.596346
8070214,Ostersode,53.314658,8.975377
8004179,München Hirschgarten,48.14354,11.519245
5400383,Vejprty,50.500192,13.033743
8006135,Wackershofen,49.137249,9.697115
8001719,Einbeck BBS/PS-Speicher,51.8201,9.85971
8003729,Lörrach Hbf,47.6138012,7.66530275
8000815,Hemmoor,53.684081,9.165803
8005274,Salzgitter-Thiede,52.180553,10.493609
8012174,Laußnitz,51.24825,13.879653
8005381,Schmiechen(Schwab),48.213046,10.978087
200492,"Bahnhof Rheinbrücke, Urmitz",50.417527,7.52899
808328,"Bahnhof, Kirchzarten",47.967616,7.958686
8000537,Altenseelbach,50.783837,7.992398
695997,"Kirche, Witzwort",54.399046,8.984801
8002841,Münster-Hiltrup,51.904755,7.654281
8012373,Mögelin,52.560089,12.329815
8005894,Traunreut,47.965068,12.589768
8012977,Seifersdorf,50.939967,13.647601
8013084,Tangermünde,52.545741,11.969957
8005346,Schiffweiler,49.363371,7.12934
8012428,Netzeband,52.995556,12.628103
8070530,Scheggerott,54.67057,9.81832
8005954,Ulm-Donautal,48.36634,9.940355
8011624,Geraberg,50.715593,10.857196
8007442,Waibstadt,49.300941,8.919354
8011115,Barthmühle,50.557957,12.163681
8007196,Rudersberg,48.881864,9.530716
556120,"Entringen Hauffstraße, Ammerbuch",48.552795,8.966318
8004140,München-Allach,48.189932,11.468036
506894,"Blumenstraße, Heddesheim",49.505065,8.608277
331509,"Südbahnhof, Greifswald",54.076996,13.398566
8012400,Müllrose,52.242046,14.434246
8070734,Mesch Neue Mühle,52.26384,8.520849
8011963,Jocketa,50.555297,12.170103
8004706,Osterspai,50.245071,7.615074
8012615,Paulinzella,50.701106,11.10596
8070961,Rostock Hbf Süd (Albrecht-Kossel-Platz),54.077234,12.129637
8012265,Lübz,53.466802,12.025536
8001416,Weilerswist-Derkum,50.704964,6.81683
8070005,Heidenheim Voithwerk,48.669482,10.156077
8002033,Frankenberg-Goßberg,51.064998,8.799326
8003950,Meinerzhagen,51.108144,7.634116
8006616,Wuppertal-Ronsdorf,51.226476,7.2156
8004437,Niklashausen,49.701699,9.613916
8010060,Brandenburg Hbf,52.400554,12.566138
8007159,Liederbach,50.1186339,8.48636314
8007448,Neuffen,48.558556,9.374079
421027,"Herbolzheim Mitte, Neudenau",49.281735,9.260568
8004153,München-Lochhausen,48.176505,11.407895
104023,"Bahnhof Nordseite, Flörsheim am Main",50.017109,8.430053
364833,"Puchheim Bahnhof (S) Südseite, Puchheim",48.17177,11.352774
8012806,Rostock-Kassebohm,54.079425,12.163316
571019,"Speicherer Straße/Kornmarktstraße, Preist",49.906956,6.629935
8007102,Birach,48.349519,8.080366
8011654,Görden,52.427881,12.503951
609718,"Bahnhof/Westseite, Friedland (Göttingen)",51.421394,9.914455
8012702,Radeburg,51.20988,13.727718
8013471,Böhlen(Leipzig),51.203037,12.381991
8080600,Halle Wohnstadt Nord,51.517146,11.96481
8080370,Elstal,52.54749,13.000114
8006483,Winnweiler,49.570548,7.855955
8070977,Nürnberg Hbf (Nelson-Mandela-Platz/Südausgang),49.444038,11.082203
8017239,Schwerin Industriepark,53.5752636,11.4315158
8004469,Nürnberg Nordost,49.473975,11.106115
8005033,Remscheid Hbf,51.177235,7.199983
8002215,Geisingen-Leipferdingen,47.869173,8.654687
8003409,Korntal,48.826416,9.121168
8003753,Lorchhausen,50.0546934,7.78045535
8004251,Beckum-Neubeckum,51.8018514,8.0209744
8003896,Marsberg,51.462889,8.854904
8071935,Godelheim Driburger Straße,51.732881,9.36088
737110,"Götz Bahnhof, Groß Kreutz (Havel)",52.41066,12.727055
695790,"Kating Kreuzung, Tönning",54.316216,8.870858
8002080,Frellstedt,52.213749,10.909994
8000156,Heidelberg Hbf,49.403567,8.675442
8002439,Grünberg(Oberhess),50.596589,8.959931
8002029,Forth,49.591698,11.221457
8004746,Paffendorf,50.961691,6.606998
8011132,Belgershain,51.233947,12.542785
953962,"Holzmarkt, Halberstadt",51.894699,11.049721
8002628,Hamburg Hasselbrook,53.564711,10.056129
8007328,Heimerdingen,48.851473,8.985433
8004407,Niederschelden Nord,50.844187,7.970657
8005966,Undorf,49.02714,11.939138
8000833,Bayreuth-St Georgen,49.95734,11.596683
499460,"Eisenbahnstraße, Schliengen",47.759848,7.569907
8005825,Tarp,54.664815,9.398599
8001678,Egglkofen,48.395762,12.445956
8005771,Stuttgart-Münster,48.820724,9.21586
8004803,Pfreimd,49.485791,12.167453
8070643,Erbstorf Ziegelei,53.2632027,10.463638
8004065,Mörfelden,49.979,8.565384
8000105,Frankfurt(Main)Hbf,50.107145,8.663789
8003457,Krumbach(Schwab),48.24759,10.358619
8004665,Oker,51.904879,10.478146
8012517,Nossentin,53.521594,12.452177
8003931,Meckenheim(Bz Köln),50.627446,7.014757
8001590,Düsseldorf-Gerresheim,51.220361,6.863933
8081061,Lindau-Reutin (Berliner Platz),47.5528458,9.70464259
8003671,Erftstadt,50.807093,6.832955
8005261,Bad Soden-Salmünster,50.280742,9.372053
8005276,Salzkotten,51.672875,8.600489
8001609,Duisburg-Rahm,51.346835,6.779924
8003288,Kirchlengern,52.196755,8.643778
800327,"Bahnhof, Allmendingen",48.327362,9.722871
8004580,Oberschleißheim,48.257226,11.55783
8005810,Bad Salzuflen-Sylbach,52.026884,8.765529
460595,"Grund-/Realschule, Ebern",50.095182,10.797543
8001813,Eppelsheim(Rheinhess),49.700063,8.162882
8002422,Großhesselohe Isartalbf,48.071068,11.530945
8000066,Coesfeld(Westf),51.9398071,7.16368675
8002326,Gondelsheim(Baden),49.059704,8.660281
8001883,Eschhofen,50.3934844,8.10442865
8001013,Blaubeuren,48.403815,9.791979
8012299,Manebach,50.680291,10.862501
8006083,Villmar,50.3956526,8.18701923
8007437,Obergimpern,49.255404,9.044019
8004268,Neuendettelsau,49.282675,10.782372
8004064,Mönchröden,50.302227,11.057613
8001312,Butzbach,50.431156,8.669517
8006176,Walldürn,49.578023,9.367542
8011402,Domnitz(Saalkr),51.635225,11.839973
8007844,Kutenholz,53.470379,9.309961
692471,"Holstenstraße (Holstenplatz) (S), Hamburg",53.561578,9.946796
8017021,Osterteich,51.720614,11.160691
8002393,Groß-Umstadt Mitte,49.8640622,8.92470717
8011332,Cursdorf,50.571871,11.132022
393094,"West/Bahnhof, Gladbeck",51.575155,6.977336
8017017,Niedersachswerfen Ost,51.549439,10.768731
8000028,Bayreuth Hbf,49.949616,11.579985
8087005,Dingelstädt ZOB,51.31694,10.317061
8017481,Chemnitz Technopark,50.811498,12.924603
625113,"Bahnhof, Pullach i. Isartal",48.057709,11.521504
216211,"Ebenhausen, Schäftlarn",47.978966,11.455809
8006392,Wiebelskirchen,49.371135,7.175665
8004150,München-Karlsfeld,48.211179,11.459568
8010296,Rathenow,52.59964,12.35484
8000083,Dülmen,51.827676,7.295765
8011406,Dornburg(Saale),51.008613,11.675499
698938,"Bahnhof, Wasbek",54.075221,9.897105
503754,"Bahnhof, Kenzingen",48.194568,7.764458
8000332,Frankenthal Hbf,49.535567,8.349702
8000466,Albersweiler(Pfalz),49.218587,8.024059
8002903,Wildeck-Hönebach,50.935432,9.944241
8011154,Berkenbrück,52.35719,14.165217
391812,"Bahnhof, Bad Honnef",50.639794,7.219852
331492,Züssow (Bus),53.975169,13.546927
8007436,Untergimpern,49.269021,9.011964
8001223,Bubenreuth,49.629542,11.011994
8070599,Gumpenried-Asbach,49.071832,13.000993
8000087,Solingen Hbf,51.160766,7.004187
8011735,Groß Schwaß,54.077026,12.04612
8012675,Prittitz,51.15841,11.937331
8001262,Buggingen,47.855254,7.628161
203717,"Bahnhofstraße, Ahrensburg",53.668642,10.233194
8011967,Johanngeorgenstadt,50.437596,12.728736
8011544,Flechtingen,52.347968,11.261352
8002087,Freudenstadt Industriegebiet,48.464967,8.434941
8010031,Bad Belzig,52.135969,12.594981
696954,"ZOB/Bahnhof, Süderbrarup",54.636902,9.771868
103254,"Burgholzhausen Rodheimer Straße, Friedrichsdorf",50.256074,8.676755
8000231,Wertheim,49.762025,9.513095
8071462,Leipzig S-Bahnhof Möckern,51.3655847,12.3518836
8007806,Linnich-Tetz,50.964215,6.322882
8010373,Werder(Havel),52.392939,12.926189
8010091,Dürrröhrsdorf,51.028138,14.00738
781435,"Bahnhof, Nordendorf",48.593142,10.837033
407744,Frankfurt a.M. Ost Honsellstraße,50.111433,8.708914
698846,"Bahnhof, Schülldorf",54.299208,9.747446
8004466,Nortorf,54.1673271,9.85168934
8079721,Elmenhorst Schule,54.216988,13.067639
8000171,Unna,51.538982,7.692858
8070733,Nordhausen Ricarda-Huch-Straße,51.5145449,10.7809353
8005573,Simtshausen,50.9417283,8.70414376
370938,Beelitz (Mark) Stadt Bahnhof,52.239364,12.966719
8012874,Schlettau(Erzgeb),50.5550081,12.953235
8006538,Wörth(Main),49.793465,9.15696
8011979,Chemnitz-Schönau,50.818095,12.8765
8005989,Untergriesheim,49.265104,9.222779
8003755,Lorsch,49.659093,8.566262
8006363,Westendorf,48.571845,10.84337
8002442,Grünebacherhütte,50.781656,7.891546
8081563,Schwante An der Kirche,52.734177,13.088306
8010089,Dresden-Neustadt,51.065899,13.740701
8013230,Wansleben am See,51.462417,11.746764
8012742,Reinhardsbrunn-Friedrichroda,50.863498,10.562728
8013385,Zempin,54.06598,13.959447
8011219,Bodenrode,51.393528,10.20855
8003259,Kiel-Ellerbek,54.3141169,10.1700729
8089054,Berlin-Altglienicke,52.407299,13.558753
8001277,Burgbernheim,49.454322,10.320221
8011548,Floßmühle,50.758757,13.181082
8012316,Martensdorf,54.300918,12.930252
8002514,Hagen-Oberhagen,51.351114,7.478792
8006579,Würselen-Merzbrück,50.823859,6.1927
8004653,Dreieich-Offenthal,49.981851,8.74964
8004987,Regenstauf,49.122157,12.125142
8005912,Trostberg,48.024737,12.555646
8005140,Röthenbach(Pegnitz),49.4794,11.231104
376336,"Bahnhof/Post, Sulz am Neckar",48.366039,8.636596
8007234,Jungnau,48.139161,9.213664
8002167,Gaggenau Bf,48.805772,8.319977
522017,"Daufenbach, Zemmer",49.876437,6.640185
8005189,Rothenbürg,50.310565,11.773125
8000802,Barbelroth,49.104118,8.070307
8013428,Zschortau,51.483688,12.3613358
561457,"Bahnhof, Gärtringen",48.641014,8.908853
8017416,Chemnitz Theaterplatz,50.837311,12.925727
8005928,Twiste,51.33626,8.964011
8012440,Artern,51.36324,11.310757
8003701,Lingen(Ems),52.519867,7.321731
8001723,Einbeck Otto-Hahn-Straße,51.8144784,9.89290953
8011212,Blumenau,50.671241,13.291014
8002748,Hemsbach,49.590869,8.648722
102770,"Seulberg Linde, Friedrichsdorf",50.244668,8.649649
8071076,Leipzig G-Schumann-/Lindenthaler Straße,51.36247,12.365503
830225,"ZOB, Gaildorf",49.003439,9.754357
8002103,Ludwigsau-Friedlos,50.896879,9.743325
8003578,Lauenförde-Beverungen,51.65847,9.392667
940395,"Langensteinbach Ittersbacher Straße, Karlsbad",48.909143,8.503434
8004583,Obersinn,50.209019,9.617798
8001625,Stühlingen-Eberfingen,47.720594,8.429886
8002466,Gundelfingen(Bay),48.548779,10.377186
8006017,Untersteinach(b Stadtsteinach),50.129846,11.528122
306082,"Posener Platz, München",48.147963,11.640527
8002162,Gablingen,48.463417,10.850752
740938,"Schönow Mitte, Passow (Uckermark)",53.180239,14.152893
8011779,Grünstädtel,50.530154,12.816782
8006535,Wörsdorf,50.244752,8.249323
8000589,Anzefahr,50.8453834,8.86017284
8005874,Timmendorfer Strand,53.994212,10.76227
716098,"Tannenweg, Wetter (Hessen)",50.905467,8.727391
8011071,Bad Dürrenberg,51.305165,12.071053
781431,"Oberhausen Bahnhof, Augsburg (Bayern)",48.381284,10.873379
720992,"Gochsheim Krone, Kraichtal",49.103244,8.752007
940030,"Ittersbach Descostraße, Karlsbad",48.884216,8.509256
8013160,Uebigau,51.585421,13.296519
8000510,Alsdorf Poststraße,50.855675,6.19705
8012084,Kolkwitz Süd,51.746913,14.242179
8005102,Rinkerode,51.844383,7.689387
8006401,Schwalmstadt-Wiera,50.881937,9.136421
119690,"Werdorf Mitte, Aßlar",50.598439,8.418549
8002412,Großenkneten,52.945057,8.241136
8070669,Gstadt(Wanderbahn),49.064357,12.944043
8011131,Beilrode,51.571005,13.064935
8079265,Moosbachtal,49.165954,7.754959
8013378,Zehdenick-Neuhof,53.0057,13.345779
8007162,Kelkheim-Hornau,50.1471849,8.4446454
8001686,Ehlenbruch,51.98127,8.741243
8011553,Frankenberg(Sachs),50.911233,13.043191
8011588,Frohburg,51.069159,12.559288
122301,"Wächterhof, Höhenkirchen-Siegertsbrunn",48.036991,11.71339
8070382,Gammertingen Europastraße,48.2420171,9.21029806
8005413,Schöppenstedt,52.140692,10.772047
8000057,Buchloe,48.033723,10.716217
8080260,Dallgow-Döberitz,52.543554,13.059037
8004560,Obernburg-Elsenfeld,49.840738,9.154222
8004749,Pankofen,48.799641,12.899425
8001328,Castrop-Rauxel Süd,51.5503,7.310186
8003491,Ibbenbüren-Laggenbeck,52.26486,7.780962
8004595,Uhldingen-Mühlhofen,47.736997,9.248419
8012944,Schwedt(Oder)Mitte,53.068323,14.271588
8001676,Eggenfelden Mitte,48.406215,12.767068
8002020,Förtschendorf,50.392901,11.350128
8003385,Königsstollen,50.7764558,7.93457508
8005125,Melsungen-Röhrenfurth,51.154377,9.548372
421537,"Kuppinger Straße, Nufringen",48.620549,8.887213
8000306,Rastatt,48.860483,8.215623
698167,"Bahnhof, Aukrug",54.082616,9.785582
8001752,Ellzee,48.34214,10.338371
8003762,Ludersheim,49.392166,11.323856
8004549,Oberkochen,48.782359,10.107654
8079284,Waiblingen Bahnhof (Dammstraße),48.827747,9.302746
8013179,Vachdorf,50.529337,10.538533
8001505,Dortmund-Huckarde,51.532623,7.402353
616729,"Neukloster Pfingstmarkt, Buxtehude",53.479582,9.636886
8007002,Oberachern,48.6140994,8.07925075
8003799,Lunestedt,53.439084,8.735085
8002040,Frankfurt am Main - Stadion,50.068228,8.633247
8006084,Vilsbiburg,48.447384,12.3475
721805,"Unteröwisheim Tankstelle, Kraichtal",49.144919,8.663568
8017027,Sternhaus-Ramberg,51.690311,11.127498
8000310,Remagen,50.5770029,7.23026991
724353,"Ubstadt Ort, Ubstadt-Weiher",49.157305,8.62609
8001709,Eichstätt Stadt,48.893296,11.179602
8003708,Linz(Rhein),50.569335,7.276032
571368,"Legelshurst Bahnhof, Willstätt",48.558949,7.913906
8017018,Nordhausen-Altentor,51.508043,10.778952
8001889,Eschweiler-Nothberg,50.812827,6.293846
8002574,Hanau-Wilhelmsbad,50.143872,8.88325
8005077,Richen(b Eppingen),49.167846,8.936554
8000307,Recklinghausen Hbf,51.616359,7.20349
8011449,Eckardtsleben,51.066093,10.682123
8001287,Burgholzhausen v d H,50.257793,8.677106
8003897,Marstetten-Aitrach,47.9435586,10.0801706
8001589,Düsseldorf-Garath,51.143626,6.897675
8003472,Küps,50.195886,11.268337
8000193,Kassel Hbf,51.31826,9.489501
8002921,Hövelriege,51.865123,8.642067
8011298,Burkhardswalde-Maxen,50.9251456,13.8383692
8000053,Bretten,49.0369,8.693448
8003172,Kandel,49.07914,8.198025
8000730,Bad Neustadt(Saale),50.328127,10.226134
966903,"Kreuzeck/Alpspitzbahn Bahnhof, Garmisch-Partenkirc",47.472102,11.062936
8011301,Buschmühle,50.8259283,13.689158
460425,"Gewerbegebiet Knockäcker 1, Reckendorf",50.02391,10.82493
8007836,Düren Im Großen Tal,50.83302,6.47431
8007046,Hamburg Burgwedel,53.647614,9.908496
8003270,Kirchenlamitz Ost,50.165496,11.985965
8012974,Seelvitz,54.367611,13.561281
8011336,Dachwig,51.072436,10.849686
8004242,Nettersheim,50.4906477,6.62954092
8011487,Elsterberg,50.613547,12.167487
8004809,Pfronten-Weißbach,47.595701,10.557736
8002012,Flintsbach,47.724252,12.128024
8003788,Lünern,51.54337,7.760771
366221,"Feuersee, Stuttgart",48.773214,9.166875
8002339,Gräfelfing,48.119774,11.425571
8013033,Steina,51.103359,13.022657
8002745,Hemmerde,51.553942,7.803364
8000343,Schöneck(Vogtl) Ferienpark,50.38957,12.347044
8004680,Oppenheim,49.85756,8.358078
8010350,Themar,50.506715,10.617521
8011456,Eggesin,53.681825,14.073046
8000042,Seckach,49.441157,9.338469
8002988,Honrath,50.910589,7.252882
8000997,Bischofswiesen,47.65189,12.960141
8010151,Güsen(b Genthin),52.3342148,11.9764763
8011422,Dresden-Niedersedlitz,50.999654,13.828399
8002444,Grünstadt Nord,49.573355,8.170781
8004420,Niederweimar,50.7567431,8.73381972
8011085,Bad Sulza,51.094767,11.634595
8004004,Mettlach,49.495476,6.598315
8003313,Klein Gerau,49.919849,8.51674
8000672,Außenried,49.015763,13.181763
8000438,Kaarst IKEA,51.217023,6.629881
8001773,Emmerich,51.834175,6.25648
8004750,Pansdorf,53.981034,10.703056
8007630,Moosrain,47.767574,11.72055
8013310,Wiesa(Erzgeb),50.6106432,13.0235329
8070258,Sellin(Rügen) West,54.375892,13.680913
8001621,Ebenhausen-Schäftlarn,47.978686,11.453608
755711,"Kirche, Leingarten",49.148478,9.102657
8017219,Berthelsdorf(Erzgebirge) Ort,50.86789,13.380147
8003083,Ipsheim,49.5255,10.485764
8002274,Gifhorn Stadt,52.479774,10.54294
8012287,Magdeburg Südost,52.07019,11.669977
8001731,Eislingen(Fils),48.6965941,9.70481157
8012614,Paulinenaue,52.675892,12.71327
8000433,Agatharied,47.765606,11.824472
8080100,Bergfelde(b Berlin),52.670303,13.320244
8006634,Zapfendorf,50.018291,10.929894
8000596,Appenweier,48.541461,7.97319
8000338,Mindelheim,48.044917,10.501626
442022,"Colmantstr./Hauptbahnhof, Bonn",50.731639,7.096212
8011362,Dessau Adria,51.821189,12.314419
499544,"Istein Neue Straße, Efringen-Kirchen",47.657362,7.5427
8013278,Wensickendorf,52.754973,13.386685
750700,"Bahnhof, Gammertingen",48.250274,9.217784
8005101,Ringsheim/Europa-Park,48.248726,7.773037
8003633,Lemgo,52.0224,8.894696
8017001,Alexisbad,51.648132,11.115311
8011484,Elsnigk(Anh),51.7908002,12.0590723
8006029,Bad Urach,48.491244,9.396483
8006261,Weidenthal,49.417494,7.994912
8013174,Unterwellenborn,50.659253,11.435073
810131,"Hauptstr./Bahnhof, Eislingen (Fils)",48.695558,9.706566
8012609,Parkentin,54.081256,11.978983
8004701,Osterhofen(Oberbay),47.687655,11.986881
8003232,Kennelgarten,49.440998,7.733013
8011420,Dresden-Dobritz,51.011614,13.808477
8012968,Seehausen(Uckermark),53.221367,13.884201
8000882,Beratzhausen,49.092846,11.807853
8011178,Beuren,51.377127,10.279034
8004533,Oberhaid,49.929468,10.817637
8010078,Deuben(Zeitz),51.11053,12.068913
8000346,Borken(Westf),51.8481366,6.86658919
8000073,Singen(Hohentwiel),47.7588801,8.84126902
8070010,Heidelsheim Nord,49.105113,8.645252
8003956,Melle,52.209257,8.343221
8000624,Aschendorf,53.052179,7.337153
8002671,Hebertsfelden,48.416496,12.818533
8003830,Mallersdorf,48.768098,12.256898
8011929,Ilberstedt,51.8065583,11.6473746
724333,"Odenheim Bahnhof, Östringen",49.179231,8.745944
8004210,Nauheim(b Gr.Gerau),49.942137,8.449929
119865,"Anzefahr Möhrengarten, Kirchhain",50.844152,8.867697
8017025,Steinerne Renne,51.8167,10.727011
8002536,Haldern(Rheinl),51.772558,6.455832
8011312,Crossen Ort,50.974715,11.9819
203535,"Deisenhofen (S) Ost, Oberhaching",48.020326,11.583847
320496,Strohkirchen (Bus),53.39362,11.32048
8006037,Urschalling,47.835815,12.33869
8000161,Herborn(Dillkr),50.684405,8.30814
8071828,Einsiedel August-Bebel-Platz,50.7677087,12.9741467
8000031,Bensheim,49.681329,8.616717
8013313,Wilmersdorf(Angerm),53.111628,13.892457
8003486,Bad Laasphe,50.929312,8.42072
8004095,Mosbach West,49.34677,9.134042
8011430,Potsdam Medienstadt Babelsberg,52.382659,13.122284
421313,"Schrezheim Bahnhof, Ellwangen (Jagst)",48.951771,10.117833
8012496,Niederschlag,50.463964,13.014418
8000571,Lippstadt,51.670687,8.348785
8005930,Ubbedissen,51.988447,8.637579
8001134,Braunschweig-Gliesmarode,52.275721,10.551499
307103,"Englschalkinger Straße, München",48.157054,11.641949
8006445,Wilhelmshaven,53.518795,8.114901
8004369,Niederdresselndorf,50.721212,8.136394
8002420,Großhelfendorf,47.94606,11.78126
8003429,Kreimbach-Kaulbach,49.55149,7.631296
8012086,Koserow,54.045335,13.999275
8013040,Steinhausen-Neuburg,53.942319,11.596334
8007235,Hanfertal,48.099767,9.235652
8012633,Pfaffenhain,50.7500471,12.8228742
8003357,Köfering,48.931716,12.20875
8013210,Walddrehna,51.772723,13.617249
556301,"Neckarpark S-Bahnhof, Stuttgart",48.79147,9.239981
8001595,Düsseldorf-Unterrath,51.276732,6.788783
8071129,Neumark(Sachs) Ladestraße,50.662457,12.354324
8002673,Hechingen,48.359646,8.96851301
8003343,Klosterreichenbach,48.526627,8.399008
8005436,Schüttorf,52.31684,7.22061
8002321,Goldhausen,50.4614382,7.87305728
8012045,Klingenthal,50.357163,12.462677
8004827,Planegg,48.105303,11.413556
8013445,Freital-Potschappel,51.013894,13.662552
422757,"Sülzbach Michael-Beheim-Schule, Obersulm",49.143138,9.351701
8002137,Fürfurt,50.430492,8.253138
8004125,Höchst Mümling-Grumbach,49.7717549,8.98561478
8000877,Bensheim-Auerbach,49.701557,8.613366
8002995,Hoppstädten(Nahe),49.615527,7.195011
8002881,Hochwang,48.389121,10.298007
8010388,Wüstenbrand,50.805483,12.756417
8012983,Sellin(Rügen) Ost,54.371344,13.697662
8012505,Niederwürschnitz,50.718224,12.754106
8010390,Zeitz,51.056452,12.131488
8084070,Griefstedt,51.2305311,11.1367142
8007069,Barmstedt Brunnenstr,53.792619,9.761888
106401,"Bahnhof, Friedberg (Hessen)",50.33227,8.760357
8001749,Ellingen(Bay),49.066228,10.959693
8011405,Dorfchemnitz,50.6657911,12.8398687
8001463,Dillingen(Donau),48.581255,10.489167
710254,"Wolfershausen, Felsberg",51.182746,9.444698
8004567,Obernhof(Lahn),50.3159438,7.85300374
8003782,Lüdenscheid,51.220352,7.628717
8002380,Grombach,49.226145,8.996902
8003394,Kövenig,49.9812065,7.11948797
8001268,Burbach(Kr Siegen),50.748965,8.077808
8013436,Zwota-Zechenbach,50.351134,12.399987
8004219,Neckarsteinach,49.404909,8.841429
8002470,Gundelsheim(Neckar),49.282933,9.15787
500782,"Berufliche Schulen, Donaueschingen",47.947944,8.489771
8005259,Sallach,48.81127,12.360541
8004381,Niederhövels,50.786291,7.788525
8002857,Hirschhorn(Neckar),49.442668,8.896055
8001603,Düsseldorf Völklinger Str.,51.210208,6.760431
8011683,Gräfenhainichen,51.724731,12.460037
8000328,Schnabelwaid,49.810453,11.59566
8004764,Peiting Nord,47.801565,10.92667
8002682,Heggen,51.153517,7.963238
8001957,Fallersleben,52.423496,10.717325
8002909,Hamburg-Hörgensweg,53.617283,9.903627
8001205,Brucken,48.573918,9.453061
723543,"Bahnhof, Bretten",49.037172,8.692539
8001358,Dahlbruch,50.970432,8.053456
8002690,Heidenheim-Mergelstetten,48.653279,10.160976
8003073,Ingelbach,50.688903,7.726214
518211,"Bahnhof, Heppenheim (Bergstraße)",49.641227,8.634014
8011419,Dresden-Cotta,51.062157,13.683298
8001182,Brilon Stadt,51.39906,8.575287
8070902,Nordhausen Schurzfell,51.5226497,10.7759893
8004379,Niederheimbach,50.036013,7.805505
123754,"Höchst Mittelstraße, Altenstadt (Hessen)",50.271781,8.924465
8002159,Furth im Wald,49.309812,12.838811
8013173,Unterneudorf,50.493693,12.97461
8002349,Grafling-Arzting,48.889645,12.973322
8001964,Faulbach(Main),49.786932,9.437614
8000576,Ampfing,48.253949,12.410919
