from_stop_id,to_stop_id,avg_delay,median_delay,max_delay
720619,720619,7,0,360
720619,721323,2,0,120
720619,721836,9,0,330
720619,801001,24,0,210
720619,8079144,5,0,150
720781,720781,7,0,480
720781,722324,-9,0,60
720781,723576,15,0,510
720788,720788,-4,0,360
720788,723572,-16,0,120
720788,8007000,7,0,360
721068,721068,27,30,330
721068,721245,10,0,270
721068,723616,2,0,60
721245,721068,35,30,60
721245,721245,22,30,210
721245,721301,24,30,180
721301,721245,33,60,60
721301,721301,29,30,240
721323,720619,-12,0,120
721323,721323,9,0,480
721323,723870,21,0,480
721323,801001,20,0,270
721381,721381,14,0,390
721381,721426,16,0,390
721381,721470,8,0,180
721381,723873,70,60,150
721401,721401,16,0,630
721401,721428,87,60,660
721401,721445,20,0,420
721401,8079126,6,0,120
721416,721416,19,0,690
721416,721445,0,0,120
721416,721520,35,0,660
721426,721381,8,0,240
721426,721426,15,0,360
721426,8079126,27,0,360
721428,721401,23,30,60
721435,721435,-2,0,90
721435,722325,4,0,120
721435,723865,-8,0,60
721445,721401,0,0,120
721445,721416,33,0,690
721445,721445,12,0,690
721456,721456,3,0,270
721456,721461,1,0,120
721456,8003184,5,0,240
721461,721456,6,0,180
721461,721461,1,0,150
721461,723616,1,0,180
721470,721381,7,0,300
721470,721470,11,0,330
721470,721836,8,0,150
721470,723873,-11,0,180
721509,721509,21,0,660
721509,721520,-1,0,90
721509,723871,45,0,660
721520,721416,0,0,120
721520,721509,37,0,660
721520,721520,17,0,660
721649,721649,13,0,480
721649,8007013,-27,0,60
721649,8079048,31,0,480
721836,720619,8,0,150
721836,721470,10,0,360
721836,721836,8,0,330
722237,722237,-28,0,60
722237,8007000,-29,0,90
722324,720781,10,0,480
722324,722324,0,0,480
722324,722326,-8,0,60
722325,721435,-7,0,90
722325,722325,-1,0,270
722325,722326,4,0,420
722326,722324,7,0,480
722326,722325,-7,0,60
722326,722326,0,0,450
723532,723532,25,0,270
723532,8007010,1,0,30
723532,8007011,40,0,240
723572,720788,7,0,360
723572,723572,-5,0,330
723572,8007007,3,0,120
723573,723573,4,0,480
723573,723576,-8,0,60
723573,8007007,22,0,480
723576,720781,5,0,120
723576,723573,15,0,480
723576,723576,4,0,510
723599,723599,22,0,420
723599,8007014,65,30,420
723599,8079048,-30,0,30
723616,721068,50,60,210
723616,721461,0,0,90
723616,723616,14,0,330
723616,801001,20,0,360
723865,721435,3,0,60
723865,723865,-2,0,60
723865,8079045,0,0,60
723870,721323,4,0,300
723870,723870,9,0,480
723870,8079041,21,0,480
723871,721509,1,0,60
723871,723871,24,0,660
723871,8079128,46,0,660
723873,721381,0,0,0
723873,721470,0,0,30
723873,723873,-2,0,360
723873,8079047,19,0,360
724002,724002,5,0,270
724002,8000381,8,0,240
724002,8003184,0,0,90
801001,720619,4,0,330
801001,721323,18,0,240
801001,723616,7,0,300
801001,801001,14,0,330
8000001,8000001,158,60,1470
8000001,8000207,274,180,780
8000001,8000406,131,30,1380
8000001,8002806,0,0,0
8000001,8070704,66,30,450
8000002,8000002,252,180,990
8000002,8000329,141,105,480
8000002,8001751,335,165,1170
8000002,8004549,64,30,210
8000002,8006217,712,300,3540
8000004,8000004,96,0,2190
8000004,8000196,370,120,990
8000004,8000297,112,30,2160
8000004,8003000,42,15,150
8000004,8005283,26,0,120
8000004,8005708,0,0,60
8000004,8006449,175,0,2160
8000007,8000007,227,225,960
8000007,8000468,183,195,720
8000007,8000558,253,165,720
8000007,8000602,146,105,390
8000007,8001813,90,90,90
8000007,8007474,298,225,1110
8000009,8000009,73,30,1260
8000009,8000067,5,15,30
8000009,8000091,180,180,180
8000009,8000122,270,270,270
8000009,8000260,60,60,60
8000009,8000284,320,75,1170
8000009,8003664,67,60,270
8000009,8004521,78,0,840
8000009,8005250,80,90,270
8000009,8005907,110,30,1350
8000009,8006390,0,0,30
8000010,8000010,224,30,3600
8000010,8000105,174,60,1110
8000010,8000150,70,0,210
8000010,8000260,477,210,3600
8000010,8000618,33,30,90
8000010,8000619,30,30,30
8000010,8002041,30,30,30
8000010,8002696,256,60,1230
8000010,8002918,30,0,90
8000010,8003143,0,0,0
8000010,8003314,55,0,390
8000010,8003740,180,180,330
8000010,8004560,-5,0,60
8000012,8000012,511,120,5460
8000012,8001928,1482,1440,3480
8000012,8005164,198,60,1020
8000012,8005356,240,90,1710
8000012,8006501,560,120,5310
8000013,8000013,235,30,3420
8000013,8000057,-2,0,90
8000013,8000078,73,30,360
8000013,8000139,621,450,1830
8000013,8000170,240,30,2220
8000013,8000260,0,0,0
8000013,8000261,236,15,1350
8000013,8000262,150,150,150
8000013,8000658,146,75,780
8000013,8000660,34,0,180
8000013,8000662,81,60,690
8000013,8001033,30,30,60
8000013,8004158,469,60,3360
8000013,8098261,450,450,450
8000014,8000014,82,0,2700
8000014,8000559,28,0,210
8000014,8000746,189,30,2700
8000014,8000763,35,30,90
8000014,8000943,35,0,810
8000014,8004049,114,45,1020
8000014,8004965,31,0,120
8000016,8000016,248,60,2010
8000016,8001296,100,30,1260
8000016,8003913,25,0,270
8000016,8004681,357,120,1980
8000016,8006479,90,30,330
8000017,8000017,68,30,1260
8000017,8000264,36,30,120
8000017,8000704,75,60,360
8000017,8000706,90,30,450
8000017,8000765,30,15,90
8000017,8004050,41,0,480
8000017,8004220,105,0,1290
8000017,8004643,64,0,1200
8000017,8005989,0,0,0
8000019,8004665,90,0,900
8000020,8000020,165,30,2940
8000020,8000029,229,0,2280
8000020,8000115,41,30,150
8000020,8002103,71,0,450
8000020,8003016,460,0,1380
8000020,8004297,112,60,690
8000020,8010097,375,30,2550
8000021,8000021,109,30,1050
8000021,8000039,75,45,180
8000021,8000121,54,0,510
8000021,8000726,149,60,990
8000021,8001177,67,0,1020
8000021,8003075,80,30,630
8000022,8000022,84,30,1140
8000022,8000797,96,30,1110
8000022,8002634,62,30,450
8000023,8000023,122,30,2190
8000023,8000446,178,60,1020
8000023,8002549,86,30,480
8000023,8003478,63,30,690
8000023,8005019,160,60,2160
8000025,8000025,66,30,570
8000025,8000284,150,0,600
8000025,8001149,64,30,210
8000025,8001338,67,60,120
8000025,8001844,20,15,60
8000025,8002542,96,90,300
8000025,8002630,90,60,180
8000025,8002853,114,90,390
8000025,8004533,54,30,330
8000025,8005670,44,30,120
8000025,8005760,30,30,60
8000025,8010101,24,0,90
8000027,8000027,48,60,210
8000027,8000566,46,30,210
8000027,8001054,0,0,0
8000027,8002075,30,30,30
8000027,8003922,73,60,150
8000028,8000028,86,30,300
8000028,8000267,135,135,150
8000028,8000974,50,30,120
8000028,8001348,13,0,60
8000028,8004126,154,120,300
8000028,8004759,141,90,390
8000028,8005895,50,30,150
8000029,8000020,30,0,120
8000029,8000029,70,60,570
8000029,8002103,64,60,240
8000029,8003711,94,0,600
8000029,8005161,54,30,180
8000029,8005182,18,0,90
8000029,8005610,18,0,210
8000029,8010097,0,0,0
8000030,8002290,12,0,60
8000031,8000031,154,30,1920
8000031,8000068,545,360,1830
8000031,8000244,960,960,960
8000031,8000377,90,15,630
8000031,8000877,156,60,780
8000031,8002757,72,30,480
8000031,8003755,30,30,90
8000031,8006687,60,0,420
8000032,8000032,90,30,2280
8000032,8000120,0,0,0
8000032,8000260,302,90,2280
8000032,8001620,97,75,270
8000032,8002630,48,30,240
8000032,8004453,73,30,270
8000032,8004865,86,30,240
8000032,8005198,90,90,90
8000032,8005479,64,30,300
8000032,8006147,85,75,240
8000033,8000033,204,60,2310
8000033,8001795,271,120,2280
8000033,8002268,111,0,780
8000033,8005488,46,30,330
8000033,8006719,237,120,1800
8000034,8000034,441,30,5250
8000034,8000427,710,60,5220
8000034,8005338,45,45,90
8000034,8006501,93,30,720
8000036,8000036,357,120,3210
8000036,8000048,67,0,780
8000036,8000149,376,75,1800
8000036,8000152,655,540,1740
8000036,8000162,298,60,3150
8000036,8000252,-30,-30,-30
8000036,8000732,0,0,0
8000036,8000953,39,30,150
8000036,8001118,112,60,900
8000036,8002461,86,30,960
8000036,8004630,126,30,720
8000037,8000037,137,60,2010
8000037,8000113,37,0,240
8000037,8000142,125,60,870
8000037,8000171,330,330,570
8000037,8000227,90,90,120
8000037,8000392,300,60,1980
8000037,8001524,0,30,60
8000037,8001836,40,30,150
8000038,8000038,88,0,1350
8000038,8000157,38,0,450
8000038,8000235,104,30,1320
8000038,8000925,0,0,0
8000038,8005820,25,0,360
8000038,8006053,630,630,630
8000039,8000021,140,30,450
8000039,8000039,201,30,3780
8000039,8000105,60,60,60
8000039,8000206,1370,330,3750
8000039,8000240,830,1110,1290
8000039,8000375,330,330,330
8000039,8000683,162,120,480
8000039,8000976,155,60,1470
8000039,8003075,56,30,300
8000039,8004172,25,30,60
8000039,8004601,100,45,300
8000039,8005896,86,30,660
8000041,8000041,466,120,9030
8000041,8000080,987,330,9000
8000041,8000098,390,120,3360
8000041,8000251,178,90,1050
8000041,8000961,506,360,1860
8000041,8001039,87,30,1140
8000041,8004474,436,240,3090
8000041,8006226,223,90,2460
8000041,8006711,10,0,120
8000042,8000042,86,30,570
8000042,8001056,4,0,30
8000042,8001707,33,30,120
8000042,8006661,138,90,540
8000043,8000043,31,0,690
8000043,8000325,0,0,150
8000043,8000352,48,0,660
8000043,8003522,26,30,60
8000043,8004127,42,60,120
8000044,8000044,128,0,480
8000044,8000206,960,960,960
8000044,8001088,20,30,120
8000044,8001091,103,210,450
8000044,8005152,20,0,300
8000045,8000045,187,60,1620
8000045,8000206,143,45,840
8000045,8000742,224,90,1620
8000045,8004601,168,90,630
8000045,8005622,203,150,1230
8000046,8000046,116,90,570
8000046,8000074,157,120,420
8000046,8000532,30,30,30
8000046,8001112,82,30,780
8000046,8001729,262,135,780
