from_stop_id,to_stop_id,avg_delay,median_delay,max_delay
720619,720619,6,0,840
720619,721323,0,0,30
720619,721836,0,0,30
720619,801001,21,0,90
720619,8079144,16,0,840
720781,720781,1,0,150
720781,722324,4,0,180
720781,723576,0,0,60
720788,720788,1,0,120
720788,723572,2,0,120
720788,8007000,0,0,60
721068,721068,28,30,360
721068,721245,12,0,270
721068,723616,10,0,480
721245,721068,48,60,120
721245,721245,18,30,180
721245,721301,24,0,180
721301,721245,9,0,60
721301,721301,37,30,180
721323,720619,-2,0,30
721323,721323,2,0,150
721323,723870,3,0,90
721323,801001,20,0,870
721381,721381,5,0,780
721381,721426,1,0,390
721381,721470,15,0,60
721381,723873,0,0,0
721401,721401,-3,0,120
721401,721428,120,120,120
721401,721445,5,0,150
721401,8079126,-1,0,30
721416,721416,0,0,210
721416,721445,-8,0,30
721416,721520,6,0,210
721426,721381,-3,0,60
721426,721426,5,0,60
721426,8079126,9,0,60
721428,721401,0,0,0
721435,721435,0,0,120
721435,722325,-1,0,0
721435,723865,1,0,120
721445,721401,-9,0,30
721445,721416,8,0,150
721445,721445,0,0,180
721456,721456,2,0,270
721456,721461,4,0,300
721456,8003184,1,0,120
721461,721456,2,0,120
721461,721461,0,0,270
721461,723616,2,0,210
721470,721381,3,0,780
721470,721470,10,0,810
721470,721836,3,0,60
721470,723873,4,0,90
721509,721509,5,0,300
721509,721520,-9,0,0
721509,723871,11,0,300
721520,721416,-8,0,60
721520,721509,9,0,300
721520,721520,0,0,270
721649,721649,13,0,150
721649,8007013,2,0,60
721649,8079048,24,0,180
721836,720619,3,0,60
721836,721470,1,0,60
721836,721836,2,0,60
722237,722237,4,0,90
722237,8007000,7,0,120
722324,720781,0,0,30
722324,722324,3,0,390
722324,722326,5,0,210
722325,721435,6,0,240
722325,722325,4,0,450
722325,722326,-2,0,0
722326,722324,-1,0,0
722326,722325,6,0,210
722326,722326,0,0,150
723532,723532,10,0,300
723532,8007010,0,0,0
723532,8007011,12,0,300
723572,720788,-1,0,0
723572,723572,1,0,150
723572,8007007,2,0,180
723573,723573,1,0,240
723573,723576,4,0,120
723573,8007007,2,0,240
723576,720781,5,0,150
723576,723573,-1,0,120
723576,723576,1,0,120
723599,723599,5,0,180
723599,8007014,27,30,180
723599,8079048,2,0,60
723616,721068,48,60,210
723616,721461,-5,0,120
723616,723616,14,0,1680
723616,801001,20,0,990
723616,8079125,0,0,0
723865,721435,-1,0,0
723865,723865,0,0,150
723865,8079045,-1,0,120
723870,721323,1,0,180
723870,723870,1,0,150
723870,8079041,0,0,90
723871,721509,0,0,30
723871,723871,6,0,300
723871,8079128,10,0,270
723873,721381,0,0,0
723873,721470,0,0,0
723873,723873,3,0,210
723873,8079047,9,0,240
724002,724002,3,0,210
724002,8000381,-6,0,120
724002,8003184,4,0,240
801001,720619,6,0,900
801001,721323,3,0,60
801001,723616,8,0,1680
801001,801001,16,0,1710
8000001,8000001,110,30,930
8000001,8000084,-90,-90,-90
8000001,8000207,217,135,900
8000001,8000406,191,30,2940
8000001,8070704,124,30,4800
8000002,8000002,164,60,1290
8000002,8000329,68,60,330
8000002,8001751,236,15,1290
8000002,8004549,90,30,390
8000002,8006217,1272,900,4440
8000004,8000004,137,0,3390
8000004,8000196,680,990,990
8000004,8000297,83,30,840
8000004,8003000,6,0,30
8000004,8005283,24,0,270
8000004,8005708,46,0,570
8000004,8006449,490,45,3360
8000007,8000007,280,240,720
8000007,8000468,254,225,690
8000007,8000558,334,255,750
8000007,8000602,100,30,270
8000007,8001813,120,120,120
8000007,8007474,306,285,570
8000009,8000009,59,30,1080
8000009,8000067,21,30,90
8000009,8000091,30,30,30
8000009,8000122,22,60,90
8000009,8000260,60,60,90
8000009,8000284,187,0,990
8000009,8003664,37,30,240
8000009,8004521,187,30,1140
8000009,8005250,57,30,180
8000009,8005907,30,0,240
8000009,8006390,0,0,60
8000010,8000010,358,30,4560
8000010,8000105,66,0,360
8000010,8000150,10,0,30
8000010,8000260,995,330,4470
8000010,8000618,35,30,150
8000010,8000619,30,30,30
8000010,8002696,252,30,1320
8000010,8002918,162,0,450
8000010,8003143,30,30,30
8000010,8003314,47,30,270
8000010,8003740,60,60,90
