region_name,section_count,delay_count,avg_delay,median_delay,max_delay,total_entries,date
Arnsberg,481.0,10937.0,156.66461813842483,60.0,5040.0,16760.0,2023-06-03
Berlin,77.0,6283.0,79.96572407883463,30.0,3480.0,9336.0,2023-06-03
Brandenburg,824.0,10486.0,100.95710650672483,30.0,7980.0,19257.0,2023-06-03
Braunschweig,129.0,1556.0,74.6479217603912,30.0,3540.0,2863.0,2023-06-03
Bremen,8.0,103.0,133.41525423728814,52.5,1140.0,118.0,2023-06-03
Chemnitz,300.0,3616.0,73.70896814404432,30.0,1860.0,5776.0,2023-06-03
Darmstadt,462.0,15504.0,147.663235918984,60.0,3450.0,21181.0,2023-06-03
Dessau,188.0,2823.0,151.2130593132154,45.0,3510.0,3844.0,2023-06-03
Detmold,120.0,1669.0,107.4225352112676,0.0,2850.0,3266.0,2023-06-03
Dresden,349.0,5255.0,101.98432876712329,30.0,7980.0,9125.0,2023-06-03
Düsseldorf,370.0,15304.0,130.86736971076007,30.0,5250.0,22853.0,2023-06-03
Freiburg,339.0,4290.0,151.2950495049505,60.0,3750.0,7070.0,2023-06-03
Gießen,148.0,2161.0,143.29444638491094,90.0,5070.0,2863.0,2023-06-03
Halle,233.0,3000.0,127.05579083041798,30.0,3480.0,5431.0,2023-06-03
Hamburg,36.0,3506.0,53.6233561283535,0.0,1980.0,7604.0,2023-06-03
Hannover,235.0,5732.0,119.52406706327744,30.0,3540.0,9245.0,2023-06-03
Karlsruhe,670.0,15915.0,128.8376931710265,60.0,3120.0,23166.0,2023-06-03
Kassel,225.0,3352.0,205.06479711068621,60.0,4950.0,4707.0,2023-06-03
Koblenz,368.0,6606.0,171.25933462203682,60.0,4860.0,9829.0,2023-06-03
Köln,478.0,16605.0,138.92438578047737,60.0,6180.0,25683.0,2023-06-03
Leipzig,301.0,9062.0,82.6432688044924,30.0,3480.0,13534.0,2023-06-03
Luneburg,128.0,1944.0,314.7114264919942,52.5,7560.0,2748.0,2023-06-03
Magdeburg,306.0,4297.0,126.23655742920776,60.0,4590.0,6286.0,2023-06-03
Mecklenburg-Vorpommern,504.0,4311.0,84.05586100725753,0.0,3270.0,9094.0,2023-06-03
Mittelfranken,380.0,8163.0,118.19188707050337,30.0,4650.0,12893.0,2023-06-03
Munster,225.0,5447.0,192.0308743169399,60.0,4020.0,7320.0,2023-06-03
Niederbayern,139.0,1842.0,152.60745176314038,45.0,4650.0,3006.0,2023-06-03
Oberbayern,802.0,27615.0,70.90123034171684,30.0,5790.0,49661.0,2023-06-03
Oberfranken,269.0,3476.0,284.02471961547263,90.0,5700.0,4369.0,2023-06-03
Oberpfalz,135.0,880.0,219.86835650040882,75.0,4740.0,1223.0,2023-06-03
Rheinhessen-Pfalz,637.0,14424.0,139.81509666803785,60.0,3840.0,19448.0,2023-06-03
Saarland,240.0,4861.0,91.0219473264166,30.0,3480.0,7518.0,2023-06-03
Schleswig-Holstein,185.0,3057.0,158.91717791411043,30.0,3630.0,5216.0,2023-06-03
Schwaben,340.0,4765.0,132.331,60.0,4530.0,7000.0,2023-06-03
Stuttgart,414.0,6760.0,92.00783243861656,60.0,2430.0,11363.0,2023-06-03
Thüringen,935.0,7886.0,103.02667652197286,30.0,5730.0,14882.0,2023-06-03
Trier,157.0,3236.0,88.90196078431373,30.0,3000.0,5049.0,2023-06-03
Tübingen,340.0,4440.0,109.38734858681023,45.0,5310.0,7430.0,2023-06-03
Unterfranken,337.0,4399.0,113.0971855760774,30.0,2970.0,6822.0,2023-06-03
Weser-Ems,29.0,603.0,165.52904820766378,60.0,1800.0,809.0,2023-06-03
