region_name,section_count,delay_count,avg_delay,median_delay,max_delay,total_entries,date
Arnsberg,458.0,12757.0,157.83919085689757,60.0,3300.0,18637.0,2023-09-04
Berlin,77.0,6313.0,84.88804975566416,30.0,2550.0,9004.0,2023-09-04
Brandenburg,956.0,14403.0,95.67828780177891,30.0,2940.0,25184.0,2023-09-04
Braunschweig,137.0,2040.0,94.04358138155945,30.0,2640.0,3373.0,2023-09-04
Bremen,9.0,73.0,217.41176470588235,90.0,1290.0,85.0,2023-09-04
Chemnitz,300.0,3659.0,78.36734116315269,0.0,1860.0,7067.0,2023-09-04
Darmstadt,475.0,18126.0,157.8363621102111,90.0,3720.0,23827.0,2023-09-04
Dessau,202.0,3699.0,137.0571794324728,67.5,1500.0,4687.0,2023-09-04
Detmold,125.0,1830.0,108.18149360309431,30.0,1590.0,3361.0,2023-09-04
Dresden,346.0,7165.0,73.72746728125772,30.0,1500.0,12149.0,2023-09-04
Düsseldorf,385.0,22589.0,203.12139355742298,120.0,4620.0,28560.0,2023-09-04
Freiburg,370.0,4668.0,118.07034899697719,60.0,3600.0,7278.0,2023-09-04
Gießen,158.0,3188.0,167.7070079522863,90.0,3360.0,4024.0,2023-09-04
Halle,252.0,3872.0,71.85138266646068,30.0,1440.0,6473.0,2023-09-04
Hamburg,35.0,6487.0,109.40692111959288,30.0,5880.0,9825.0,2023-09-04
Hannover,235.0,5324.0,133.76597402597403,45.0,2550.0,7700.0,2023-09-04
Karlsruhe,675.0,20701.0,209.6482522880141,90.0,3810.0,27207.0,2023-09-04
Kassel,255.0,4876.0,224.41502832389205,120.0,3000.0,6002.0,2023-09-04
Koblenz,369.0,7853.0,199.45097329108194,60.0,3480.0,11045.0,2023-09-04
Köln,472.0,20689.0,202.54521896864472,90.0,8790.0,27013.0,2023-09-04
Leipzig,298.0,10132.0,85.52564527901268,30.0,1350.0,15071.0,2023-09-04
Luneburg,138.0,2444.0,250.83575177523926,120.0,3240.0,3239.0,2023-09-04
Magdeburg,361.0,6595.0,161.0455322787516,60.0,2160.0,9356.0,2023-09-04
Mecklenburg-Vorpommern,565.0,6028.0,83.2245473180731,30.0,3840.0,11708.0,2023-09-04
Mittelfranken,353.0,8886.0,98.51459669862322,30.0,4770.0,13873.0,2023-09-04
Munster,228.0,6232.0,204.07144578313253,90.0,11520.0,8300.0,2023-09-04
Niederbayern,143.0,2119.0,139.72687609075044,60.0,3210.0,3438.0,2023-09-04
Oberbayern,814.0,43388.0,150.6992679664954,90.0,5070.0,56828.0,2023-09-04
Oberfranken,244.0,3258.0,233.1219337937604,90.0,5070.0,4199.0,2023-09-04
Oberpfalz,143.0,1280.0,132.94839449541286,60.0,2700.0,1744.0,2023-09-04
Rheinhessen-Pfalz,709.0,16764.0,139.18330987154673,60.0,3780.0,22732.0,2023-09-04
Saarland,245.0,5961.0,102.6757225433526,30.0,2010.0,8650.0,2023-09-04
Schleswig-Holstein,169.0,2831.0,179.58216857263872,60.0,5280.0,4722.0,2023-09-04
Schwaben,329.0,5935.0,328.70591279596323,120.0,3660.0,7729.0,2023-09-04
Stuttgart,498.0,8983.0,187.99565588395004,60.0,7410.0,12891.0,2023-09-04
Thüringen,922.0,9800.0,105.62862857142858,30.0,4800.0,17500.0,2023-09-04
Trier,161.0,3984.0,138.62149619454243,60.0,2280.0,5387.0,2023-09-04
Tübingen,352.0,4690.0,150.9247445457056,60.0,3840.0,7242.0,2023-09-04
Unterfranken,359.0,5648.0,116.73137574768896,30.0,4650.0,9195.0,2023-09-04
Weser-Ems,29.0,671.0,202.26946847960446,120.0,3000.0,809.0,2023-09-04
