region_name,section_count,delay_count,avg_delay,median_delay,max_delay,total_entries,date
Arnsberg,458.0,8891.0,86.26675898533392,30.0,2910.0,15887.0,2023-12-31
Berlin,82.0,5042.0,47.39728966685488,15.0,5070.0,8855.0,2023-12-31
Brandenburg,945.0,10637.0,51.77923905872004,0.0,4980.0,22735.0,2023-12-31
Braunschweig,129.0,1220.0,37.481631153563555,0.0,1050.0,2722.0,2023-12-31
Bremen,9.0,72.0,322.832,30.0,7950.0,125.0,2023-12-31
Chemnitz,317.0,2100.0,56.586808051761324,0.0,2460.0,5564.0,2023-12-31
Darmstadt,442.0,11650.0,93.55214166792796,30.0,4830.0,19821.0,2023-12-31
Dessau,191.0,2374.0,121.66838576585869,30.0,5700.0,3878.0,2023-12-31
Detmold,124.0,1480.0,79.48571428571428,30.0,1800.0,2730.0,2023-12-31
Dresden,344.0,4239.0,46.89365394149727,0.0,1680.0,8068.0,2023-12-31
Düsseldorf,406.0,14875.0,95.93708391550916,30.0,6000.0,24334.0,2023-12-31
Freiburg,329.0,3396.0,70.43745991019884,30.0,1560.0,6236.0,2023-12-31
Gießen,91.0,658.0,49.56212510711225,30.0,510.0,1167.0,2023-12-31
Halle,233.0,2398.0,54.16785848701543,0.0,2670.0,5314.0,2023-12-31
Hamburg,36.0,3270.0,32.47602323382412,0.0,2310.0,7403.0,2023-12-31
Hannover,207.0,4022.0,75.63969692869706,30.0,7710.0,7391.0,2023-12-31
Karlsruhe,680.0,12917.0,62.021378099824474,30.0,4650.0,22219.0,2023-12-31
Kassel,220.0,1949.0,42.070363588804604,0.0,1110.0,3823.0,2023-12-31
Koblenz,362.0,4864.0,79.03695774647888,30.0,3750.0,8875.0,2023-12-31
Köln,452.0,12691.0,112.41917405484864,30.0,3480.0,21769.0,2023-12-31
Leipzig,306.0,6165.0,58.43282354875843,30.0,5850.0,12162.0,2023-12-31
Luneburg,137.0,1252.0,153.4100744945016,0.0,8250.0,2819.0,2023-12-31
Magdeburg,339.0,3708.0,44.2677266867211,30.0,1260.0,6981.0,2023-12-31
Mecklenburg-Vorpommern,556.0,3372.0,45.217122395833336,0.0,2760.0,9216.0,2023-12-31
Mittelfranken,407.0,6868.0,58.23865632318501,15.0,2850.0,13664.0,2023-12-31
Munster,226.0,4483.0,127.54323452618645,45.0,1800.0,6511.0,2023-12-31
Niederbayern,139.0,1195.0,43.94592671647101,0.0,600.0,2811.0,2023-12-31
Oberbayern,805.0,31315.0,104.08767060394841,30.0,3870.0,47918.0,2023-12-31
Oberfranken,282.0,2875.0,113.77007534983854,30.0,3360.0,4645.0,2023-12-31
Oberpfalz,147.0,1082.0,106.20604565083282,45.0,3330.0,1621.0,2023-12-31
Rheinhessen-Pfalz,619.0,9380.0,64.6362910653976,30.0,2820.0,16285.0,2023-12-31
Saarland,222.0,3219.0,52.607979022288816,30.0,1560.0,5339.0,2023-12-31
Schleswig-Holstein,130.0,1745.0,75.14380787037037,30.0,2850.0,3456.0,2023-12-31
Schwaben,340.0,3954.0,122.59316343659393,30.0,3120.0,6553.0,2023-12-31
Stuttgart,428.0,5778.0,69.81278209063008,30.0,4290.0,11078.0,2023-12-31
Thüringen,927.0,6563.0,72.31785765226073,0.0,2880.0,14022.0,2023-12-31
Trier,133.0,2029.0,64.72213598261409,30.0,1020.0,3221.0,2023-12-31
Tübingen,373.0,4086.0,71.56601521706699,30.0,2730.0,6703.0,2023-12-31
Unterfranken,362.0,3715.0,60.6042654028436,30.0,4740.0,7174.0,2023-12-31
Weser-Ems,33.0,557.0,148.5984455958549,60.0,1740.0,772.0,2023-12-31
