region_name,section_count,delay_count,avg_delay,median_delay,max_delay,total_entries,date
Arnsberg,489.0,14968.0,174.42713400095374,60.0,6000.0,20970.0,2023-05-12
Berlin,63.0,3970.0,91.02104887620406,30.0,2400.0,5606.0,2023-05-12
Brandenburg,943.0,13481.0,110.05513030016341,30.0,5700.0,23254.0,2023-05-12
Braunschweig,136.0,2150.0,144.13086854460093,30.0,8340.0,3408.0,2023-05-12
Bremen,8.0,68.0,288.5753424657534,120.0,1800.0,73.0,2023-05-12
Chemnitz,321.0,4527.0,86.5883632408918,30.0,1830.0,7356.0,2023-05-12
Darmstadt,484.0,18996.0,194.03967575053974,90.0,6300.0,24549.0,2023-05-12
Dessau,203.0,3689.0,167.9665685449958,60.0,5700.0,4756.0,2023-05-12
Detmold,129.0,2213.0,158.4630144605117,45.0,3450.0,3596.0,2023-05-12
Dresden,341.0,7384.0,144.18837952171285,30.0,2250.0,11583.0,2023-05-12
Düsseldorf,410.0,25442.0,264.4172124342773,120.0,7620.0,32523.0,2023-05-12
Freiburg,385.0,5614.0,181.5624301155423,60.0,2820.0,8049.0,2023-05-12
Gießen,158.0,3283.0,202.51619283065514,90.0,1860.0,4045.0,2023-05-12
Halle,259.0,4031.0,107.02624248643893,30.0,6360.0,6821.0,2023-05-12
Hamburg,34.0,4102.0,52.44255164914824,0.0,2130.0,8277.0,2023-05-12
Hannover,259.0,7564.0,263.12451593684835,120.0,4860.0,10071.0,2023-05-12
Karlsruhe,711.0,21264.0,168.14482616036662,60.0,4590.0,29021.0,2023-05-12
Kassel,246.0,4484.0,345.5035645974613,75.0,10530.0,5751.0,2023-05-12
Koblenz,378.0,8892.0,365.04199613424703,97.5,7080.0,11382.0,2023-05-12
Köln,501.0,23230.0,292.45689683397177,105.0,6900.0,30543.0,2023-05-12
Leipzig,300.0,11370.0,105.97420814479638,30.0,4260.0,15470.0,2023-05-12
Luneburg,138.0,2103.0,178.6143165689602,60.0,1920.0,3241.0,2023-05-12
Magdeburg,331.0,5802.0,137.76273217495506,60.0,2820.0,8345.0,2023-05-12
Mecklenburg-Vorpommern,530.0,5531.0,91.77267657992564,30.0,4440.0,10760.0,2023-05-12
Mittelfranken,419.0,11318.0,97.26844057220227,30.0,4200.0,16987.0,2023-05-12
Munster,233.0,6630.0,227.1660853878533,105.0,6390.0,8315.0,2023-05-12
Niederbayern,143.0,2312.0,125.11139528275078,60.0,2730.0,3519.0,2023-05-12
Oberbayern,852.0,42333.0,130.15878538134163,60.0,3360.0,59212.0,2023-05-12
Oberfranken,280.0,3736.0,142.7971220105391,60.0,5700.0,4934.0,2023-05-12
Oberpfalz,156.0,1316.0,127.81782511210763,75.0,2640.0,1784.0,2023-05-12
Rheinhessen-Pfalz,712.0,17886.0,220.19393048590698,90.0,7500.0,23132.0,2023-05-12
Saarland,245.0,5938.0,126.31362027628725,45.0,4350.0,8759.0,2023-05-12
Schleswig-Holstein,187.0,3559.0,301.1008355488037,90.0,7080.0,5266.0,2023-05-12
Schwaben,348.0,6922.0,213.96614903362752,90.0,2640.0,8951.0,2023-05-12
Stuttgart,512.0,10045.0,131.41487279843443,60.0,5130.0,14308.0,2023-05-12
Thüringen,930.0,10170.0,105.15501038137909,30.0,8250.0,18302.0,2023-05-12
Trier,159.0,4403.0,156.38978738869707,60.0,2490.0,5503.0,2023-05-12
Tübingen,388.0,5905.0,133.3316086006669,60.0,2070.0,8697.0,2023-05-12
Unterfranken,367.0,6337.0,111.71530758226037,45.0,4650.0,9786.0,2023-05-12
Weser-Ems,29.0,698.0,306.69560047562425,165.0,3510.0,841.0,2023-05-12
