region_name,section_count,delay_count,avg_delay,median_delay,max_delay,total_entries,date
Arnsberg,472.0,13424.0,148.41483163819493,60.0,13800.0,20254.0,2023-07-13
Berlin,79.0,6175.0,85.08142327002838,30.0,2850.0,9162.0,2023-07-13
Brandenburg,933.0,13116.0,126.09117697300991,30.0,3300.0,23416.0,2023-07-13
Braunschweig,136.0,1747.0,65.26962252846016,15.0,2760.0,3338.0,2023-07-13
Bremen,9.0,92.0,349.020202020202,240.0,2850.0,99.0,2023-07-13
Chemnitz,229.0,3333.0,111.44997173544375,30.0,7380.0,5307.0,2023-07-13
Darmstadt,496.0,18738.0,199.10690520779377,90.0,4620.0,25097.0,2023-07-13
Dessau,203.0,3525.0,131.24405137923773,60.0,3150.0,4749.0,2023-07-13
Detmold,114.0,1619.0,111.16917173009274,30.0,3420.0,3127.0,2023-07-13
Dresden,344.0,6770.0,91.38636550985079,30.0,4530.0,12131.0,2023-07-13
Düsseldorf,346.0,19061.0,205.2269699635541,90.0,11820.0,23871.0,2023-07-13
Freiburg,388.0,6100.0,208.0553437461567,60.0,2820.0,8131.0,2023-07-13
Gießen,158.0,2939.0,145.89011270491804,60.0,2430.0,3904.0,2023-07-13
Halle,260.0,3943.0,101.57816091954022,30.0,3540.0,6960.0,2023-07-13
Hamburg,36.0,3946.0,121.86102719033232,30.0,4620.0,6620.0,2023-07-13
Hannover,231.0,5648.0,155.34945112388917,90.0,4470.0,7652.0,2023-07-13
Karlsruhe,693.0,20818.0,172.0066582688501,60.0,6120.0,27785.0,2023-07-13
Kassel,244.0,4275.0,208.09611307420494,75.0,3600.0,5660.0,2023-07-13
Koblenz,375.0,7701.0,191.09153252690732,75.0,3360.0,10499.0,2023-07-13
Köln,422.0,20390.0,167.67503617945007,60.0,11820.0,27640.0,2023-07-13
Leipzig,301.0,10183.0,90.6500535188654,30.0,2100.0,14948.0,2023-07-13
Luneburg,121.0,2219.0,176.62433510638297,75.0,4530.0,3008.0,2023-07-13
Magdeburg,341.0,5935.0,134.8735201031532,60.0,3090.0,8531.0,2023-07-13
Mecklenburg-Vorpommern,562.0,6687.0,204.21153682779712,60.0,5250.0,11771.0,2023-07-13
Mittelfranken,418.0,11505.0,108.38363970588236,60.0,2250.0,16320.0,2023-07-13
Munster,221.0,6200.0,236.68544944505427,90.0,3660.0,8199.0,2023-07-13
Niederbayern,143.0,2645.0,185.4772465437788,90.0,3300.0,3472.0,2023-07-13
Oberbayern,849.0,37521.0,164.12347406345097,60.0,3900.0,57178.0,2023-07-13
Oberfranken,277.0,3947.0,228.42992385264458,60.0,3660.0,4859.0,2023-07-13
Oberpfalz,151.0,1341.0,173.6924842226047,60.0,2460.0,1743.0,2023-07-13
Rheinhessen-Pfalz,709.0,17286.0,150.15770750988142,60.0,4200.0,22770.0,2023-07-13
Saarland,245.0,5885.0,78.72573984858913,30.0,2760.0,8718.0,2023-07-13
Schleswig-Holstein,187.0,3202.0,194.4529965925035,60.0,4860.0,4989.0,2023-07-13
Schwaben,355.0,5931.0,266.46464982269504,60.0,3990.0,9024.0,2023-07-13
Stuttgart,491.0,9891.0,276.62398163235076,90.0,9840.0,13502.0,2023-07-13
Thüringen,911.0,9577.0,97.05732048137797,30.0,3030.0,17533.0,2023-07-13
Trier,151.0,2964.0,89.10620954207624,60.0,1980.0,4171.0,2023-07-13
Tübingen,385.0,5748.0,178.21851392490697,60.0,3600.0,8869.0,2023-07-13
Unterfranken,353.0,6298.0,144.9225096312603,60.0,3120.0,9085.0,2023-07-13
Weser-Ems,23.0,515.0,187.97058823529412,60.0,4440.0,680.0,2023-07-13
