region_name,section_count,delay_count,avg_delay,median_delay,max_delay,total_entries,date
Arnsberg,491.0,14454.0,133.29896030245746,60.0,3000.0,21160.0,2023-04-26
Berlin,83.0,6849.0,115.43648208469055,30.0,4440.0,10131.0,2023-04-26
Brandenburg,953.0,14997.0,211.12838495216474,30.0,6630.0,24668.0,2023-04-26
Braunschweig,136.0,1850.0,68.81550802139037,30.0,2160.0,3366.0,2023-04-26
Bremen,9.0,72.0,152.83870967741936,90.0,1050.0,93.0,2023-04-26
Chemnitz,308.0,3711.0,40.06479885057471,30.0,600.0,6960.0,2023-04-26
Darmstadt,504.0,18579.0,163.59100642398286,60.0,4200.0,24751.0,2023-04-26
Dessau,167.0,3203.0,167.22720515361743,60.0,6600.0,4036.0,2023-04-26
Detmold,128.0,1799.0,81.68944460599012,15.0,1830.0,3439.0,2023-04-26
Dresden,348.0,6988.0,103.78172925474591,30.0,4470.0,12063.0,2023-04-26
Düsseldorf,409.0,23967.0,213.94019245475403,90.0,3480.0,31384.0,2023-04-26
Freiburg,380.0,4881.0,107.92084942084942,45.0,1290.0,7770.0,2023-04-26
Gießen,158.0,3124.0,156.7507614213198,82.5,1590.0,3940.0,2023-04-26
Halle,269.0,4245.0,94.51009744386386,30.0,2880.0,7081.0,2023-04-26
Hamburg,36.0,4969.0,-217.0913105753163,30.0,6180.0,8378.0,2023-04-26
Hannover,255.0,7138.0,177.59570858283433,60.0,3030.0,10020.0,2023-04-26
Karlsruhe,712.0,20511.0,167.10585923544122,60.0,4020.0,27990.0,2023-04-26
Kassel,270.0,4251.0,118.71530663121156,60.0,1590.0,6017.0,2023-04-26
Koblenz,339.0,7217.0,194.5614052351899,90.0,3690.0,10162.0,2023-04-26
Köln,487.0,21071.0,168.70158021298522,60.0,10830.0,29110.0,2023-04-26
Leipzig,299.0,10555.0,100.38973712161444,30.0,3240.0,15064.0,2023-04-26
Luneburg,137.0,2235.0,194.00709657513113,90.0,2850.0,3241.0,2023-04-26
Magdeburg,347.0,6393.0,182.11707697449037,60.0,3450.0,8977.0,2023-04-26
Mecklenburg-Vorpommern,545.0,5525.0,128.25094256904868,15.0,5100.0,11405.0,2023-04-26
Mittelfranken,419.0,10754.0,136.82793743179337,30.0,13470.0,16494.0,2023-04-26
Munster,224.0,6260.0,224.1750030723854,82.5,5760.0,8137.0,2023-04-26
Niederbayern,143.0,1884.0,90.9234435507894,30.0,1080.0,3357.0,2023-04-26
Oberbayern,845.0,39489.0,97.16797786807297,45.0,3900.0,57835.0,2023-04-26
Oberfranken,280.0,3436.0,133.66903986981285,60.0,3570.0,4916.0,2023-04-26
Oberpfalz,156.0,1283.0,271.70233352305064,60.0,2280.0,1757.0,2023-04-26
Rheinhessen-Pfalz,723.0,16593.0,132.93175245806825,60.0,7890.0,22477.0,2023-04-26
Saarland,245.0,6131.0,100.3100481761872,45.0,4080.0,8718.0,2023-04-26
Schleswig-Holstein,168.0,3227.0,165.4654026583268,60.0,2670.0,5116.0,2023-04-26
Schwaben,315.0,5476.0,162.61674453845183,60.0,7170.0,7919.0,2023-04-26
Stuttgart,511.0,9962.0,136.24359783905143,60.0,3660.0,14253.0,2023-04-26
Thüringen,901.0,8333.0,67.30171926252686,15.0,1800.0,17682.0,2023-04-26
Trier,159.0,3974.0,106.61874884665067,60.0,2730.0,5419.0,2023-04-26
Tübingen,382.0,5731.0,97.67761641309359,60.0,1830.0,8676.0,2023-04-26
Unterfranken,366.0,5573.0,115.15317354181668,30.0,9420.0,9721.0,2023-04-26
Weser-Ems,29.0,570.0,144.0964153275649,90.0,1560.0,809.0,2023-04-26
