region_name,section_count,delay_count,avg_delay,median_delay,max_delay,total_entries,date
Arnsberg,502.0,10230.0,100.7843849296414,30.0,4590.0,17624.0,2023-07-08
Berlin,77.0,5590.0,138.66221396213265,30.0,6030.0,8609.0,2023-07-08
Brandenburg,907.0,12848.0,218.2538128949494,30.0,10920.0,21047.0,2023-07-08
Braunschweig,132.0,1698.0,91.40159114493255,30.0,3060.0,2891.0,2023-07-08
Bremen,9.0,80.0,185.38947368421051,90.0,2400.0,95.0,2023-07-08
Chemnitz,244.0,2624.0,46.38455267984512,30.0,1680.0,4907.0,2023-07-08
Darmstadt,450.0,14319.0,167.1314902554584,60.0,6960.0,20473.0,2023-07-08
Dessau,190.0,2786.0,181.2810172103776,30.0,6990.0,3893.0,2023-07-08
Detmold,110.0,1593.0,111.60516962843296,0.0,2700.0,3095.0,2023-07-08
Dresden,369.0,5262.0,130.3790366423834,30.0,3060.0,9197.0,2023-07-08
Düsseldorf,328.0,14206.0,171.68756258762266,60.0,5460.0,19972.0,2023-07-08
Freiburg,338.0,4674.0,148.99524701137835,60.0,2370.0,6943.0,2023-07-08
Gießen,148.0,2098.0,196.9584343609283,60.0,3600.0,2887.0,2023-07-08
Halle,226.0,2508.0,175.25438419673452,30.0,13470.0,4961.0,2023-07-08
Hamburg,36.0,3950.0,185.28907747057212,30.0,8850.0,7306.0,2023-07-08
Hannover,233.0,5482.0,174.03402812656955,60.0,2700.0,7964.0,2023-07-08
Karlsruhe,650.0,15249.0,144.88303837392675,30.0,7020.0,22828.0,2023-07-08
Kassel,225.0,3140.0,140.72812433468172,60.0,2310.0,4697.0,2023-07-08
Koblenz,378.0,7309.0,336.1472729190843,97.5,6540.0,9479.0,2023-07-08
Köln,416.0,16790.0,230.57889404812158,90.0,6450.0,23690.0,2023-07-08
Leipzig,298.0,8328.0,73.5201275113055,30.0,2520.0,13489.0,2023-07-08
Luneburg,120.0,2066.0,294.81451299961196,180.0,4320.0,2577.0,2023-07-08
Magdeburg,322.0,4148.0,149.3626695437731,45.0,7080.0,6488.0,2023-07-08
Mecklenburg-Vorpommern,570.0,5611.0,170.61817656686242,30.0,8850.0,10387.0,2023-07-08
Mittelfranken,397.0,8367.0,139.87471015612923,30.0,3720.0,12938.0,2023-07-08
Munster,216.0,5082.0,166.91486710963454,60.0,4350.0,7224.0,2023-07-08
Niederbayern,141.0,2096.0,226.81367249602545,60.0,15000.0,3145.0,2023-07-08
Oberbayern,814.0,31854.0,119.74693868767082,60.0,6720.0,46467.0,2023-07-08
Oberfranken,265.0,3279.0,150.3852157943067,60.0,2490.0,4356.0,2023-07-08
Oberpfalz,138.0,1113.0,230.5690348525469,60.0,14400.0,1492.0,2023-07-08
Rheinhessen-Pfalz,685.0,14054.0,150.64657575911187,60.0,6540.0,19727.0,2023-07-08
Saarland,240.0,5163.0,89.62480063795853,45.0,3480.0,7524.0,2023-07-08
Schleswig-Holstein,197.0,3313.0,216.35868625756265,30.0,4050.0,5785.0,2023-07-08
Schwaben,342.0,5350.0,181.530142539558,60.0,3180.0,7647.0,2023-07-08
Stuttgart,415.0,7727.0,178.74312661268797,60.0,4860.0,11239.0,2023-07-08
Thüringen,862.0,8183.0,113.90885914595283,30.0,6000.0,14121.0,2023-07-08
Trier,151.0,2740.0,92.28124204632222,45.0,2670.0,3929.0,2023-07-08
Tübingen,347.0,4830.0,146.25860913841618,60.0,8400.0,7463.0,2023-07-08
Unterfranken,346.0,4506.0,131.1962669683258,30.0,6870.0,7072.0,2023-07-08
Weser-Ems,24.0,546.0,141.11971830985917,60.0,1920.0,710.0,2023-07-08
