region_name,section_count,delay_count,avg_delay,median_delay,max_delay,total_entries,date
Arnsberg,401.0,12221.0,183.69552314200922,90.0,3750.0,15837.0,2023-10-12
Berlin,77.0,6347.0,86.4907377315567,30.0,2670.0,9231.0,2023-10-12
Brandenburg,935.0,15780.0,114.11497829825566,60.0,3360.0,24422.0,2023-10-12
Braunschweig,132.0,2189.0,119.34928080050031,45.0,1950.0,3198.0,2023-10-12
Bremen,9.0,79.0,77.1029411764706,30.0,930.0,136.0,2023-10-12
Chemnitz,299.0,4012.0,54.32712889716147,30.0,1080.0,6447.0,2023-10-12
Darmstadt,483.0,18348.0,227.88704858975484,120.0,4320.0,22762.0,2023-10-12
Dessau,205.0,3759.0,220.17208413001913,90.0,2520.0,4707.0,2023-10-12
Detmold,127.0,2179.0,216.8941214680091,90.0,3780.0,3079.0,2023-10-12
Dresden,358.0,7298.0,123.95240489358136,30.0,1980.0,11934.0,2023-10-12
Düsseldorf,434.0,25504.0,254.41624642662126,120.0,4620.0,31133.0,2023-10-12
Freiburg,360.0,5436.0,199.04806284116628,90.0,3180.0,7511.0,2023-10-12
Gießen,120.0,2662.0,458.95762175838075,180.0,4560.0,3162.0,2023-10-12
Halle,256.0,4741.0,254.653125,60.0,4920.0,6400.0,2023-10-12
Hamburg,33.0,4033.0,254.9069182389937,30.0,7800.0,6360.0,2023-10-12
Hannover,247.0,6821.0,322.78531137184115,90.0,5160.0,8864.0,2023-10-12
Karlsruhe,678.0,19842.0,194.92066513850577,60.0,5400.0,25739.0,2023-10-12
Kassel,243.0,4845.0,360.6487847222222,150.0,5160.0,5760.0,2023-10-12
Koblenz,377.0,8591.0,278.80070213340537,90.0,5130.0,11109.0,2023-10-12
Köln,440.0,21545.0,192.83680605109177,90.0,4500.0,28028.0,2023-10-12
Leipzig,297.0,9831.0,127.61489574407312,60.0,2790.0,14004.0,2023-10-12
Luneburg,139.0,2364.0,278.2242003621002,75.0,7260.0,3314.0,2023-10-12
Magdeburg,355.0,7058.0,193.28507414915182,90.0,2340.0,9373.0,2023-10-12
Mecklenburg-Vorpommern,505.0,5320.0,127.63358326756116,30.0,5970.0,10136.0,2023-10-12
Mittelfranken,421.0,12535.0,156.94752011528763,60.0,4020.0,16654.0,2023-10-12
Munster,232.0,6916.0,244.96949839151674,120.0,4140.0,8393.0,2023-10-12
Niederbayern,143.0,2216.0,124.67928925138364,60.0,1620.0,3433.0,2023-10-12
Oberbayern,866.0,41744.0,117.26540454568776,60.0,3660.0,58473.0,2023-10-12
Oberfranken,275.0,4124.0,210.61330099049928,120.0,3090.0,4947.0,2023-10-12
Oberpfalz,156.0,1445.0,241.75476992143658,150.0,1980.0,1782.0,2023-10-12
Rheinhessen-Pfalz,708.0,17693.0,200.05351155814364,90.0,5850.0,22668.0,2023-10-12
Saarland,245.0,6377.0,116.60781141668592,60.0,3240.0,8654.0,2023-10-12
Schleswig-Holstein,143.0,2737.0,153.10400186133086,60.0,4080.0,4298.0,2023-10-12
Schwaben,317.0,5358.0,198.71697851697851,90.0,3600.0,7215.0,2023-10-12
Stuttgart,464.0,11120.0,195.14734008642063,120.0,5850.0,14117.0,2023-10-12
Thüringen,861.0,10792.0,191.16615734915214,60.0,7320.0,16689.0,2023-10-12
Trier,160.0,4226.0,162.2175678169404,60.0,2610.0,5419.0,2023-10-12
Tübingen,389.0,6350.0,193.00749197288619,90.0,9420.0,8409.0,2023-10-12
Unterfranken,366.0,6618.0,221.41846053489888,90.0,5340.0,9198.0,2023-10-12
Weser-Ems,29.0,655.0,190.09801488833747,120.0,1710.0,806.0,2023-10-12
