region_name,section_count,delay_count,avg_delay,median_delay,max_delay,total_entries,date
Arnsberg,528.0,12423.0,164.8913284424975,60.0,4440.0,18947.0,2023-04-22
Berlin,85.0,6495.0,122.68783068783068,30.0,10560.0,9639.0,2023-04-22
Brandenburg,868.0,11819.0,175.56466782781786,30.0,10770.0,20095.0,2023-04-22
Braunschweig,120.0,1395.0,76.35395575553056,30.0,3600.0,2667.0,2023-04-22
Bremen,9.0,73.0,136.90526315789472,90.0,2220.0,95.0,2023-04-22
Chemnitz,290.0,3116.0,111.44045830202855,30.0,11670.0,5324.0,2023-04-22
Darmstadt,436.0,13840.0,159.8343688437642,60.0,5340.0,19797.0,2023-04-22
Dessau,162.0,2695.0,128.89058891454965,60.0,7500.0,3464.0,2023-04-22
Detmold,116.0,1550.0,88.68431122448979,0.0,3540.0,3136.0,2023-04-22
Dresden,346.0,5383.0,132.83133710801394,30.0,3060.0,9184.0,2023-04-22
Düsseldorf,404.0,19479.0,162.28059198201575,60.0,3030.0,26690.0,2023-04-22
Freiburg,328.0,4193.0,119.10924881913759,30.0,2610.0,6563.0,2023-04-22
Gießen,148.0,2344.0,138.48326426522155,75.0,1260.0,3137.0,2023-04-22
Halle,262.0,3471.0,86.05108660395719,30.0,2040.0,6166.0,2023-04-22
Hamburg,23.0,1620.0,26.505443234836704,0.0,1020.0,4501.0,2023-04-22
Hannover,247.0,6611.0,139.9851104227041,45.0,3870.0,10007.0,2023-04-22
Karlsruhe,667.0,15161.0,132.33548750867453,60.0,26100.0,23056.0,2023-04-22
Kassel,247.0,3550.0,186.7382400648824,60.0,3780.0,4932.0,2023-04-22
Koblenz,346.0,6458.0,283.0222445785826,60.0,7980.0,8946.0,2023-04-22
Köln,478.0,17926.0,183.791275908267,60.0,3630.0,25378.0,2023-04-22
Leipzig,303.0,8891.0,93.69334220054681,30.0,11880.0,13533.0,2023-04-22
Luneburg,136.0,2001.0,316.2787834902245,60.0,3180.0,2762.0,2023-04-22
Magdeburg,326.0,4170.0,99.71767849191035,30.0,2400.0,6737.0,2023-04-22
Mecklenburg-Vorpommern,531.0,4616.0,173.04257867799194,30.0,6540.0,9183.0,2023-04-22
Mittelfranken,406.0,9032.0,93.93544857768053,30.0,2070.0,13710.0,2023-04-22
Munster,213.0,4963.0,144.72842261904762,60.0,7170.0,6720.0,2023-04-22
Niederbayern,139.0,1669.0,103.59916201117318,30.0,2730.0,2864.0,2023-04-22
Oberbayern,788.0,33067.0,113.79186136280525,60.0,4050.0,49222.0,2023-04-22
Oberfranken,270.0,3126.0,102.6267975348094,45.0,1170.0,4381.0,2023-04-22
Oberpfalz,138.0,935.0,184.39223781998348,135.0,1530.0,1211.0,2023-04-22
Rheinhessen-Pfalz,668.0,13976.0,155.42369746172028,60.0,8340.0,19462.0,2023-04-22
Saarland,243.0,5085.0,95.89576761303891,30.0,5400.0,7608.0,2023-04-22
Schleswig-Holstein,187.0,2963.0,136.80421871800124,60.0,3570.0,4883.0,2023-04-22
Schwaben,293.0,4069.0,144.13963039014374,45.0,3540.0,6331.0,2023-04-22
Stuttgart,415.0,7316.0,148.0606605065024,60.0,16500.0,11688.0,2023-04-22
Thüringen,889.0,6708.0,84.80308826598039,0.0,12060.0,14377.0,2023-04-22
Trier,161.0,3286.0,94.58033870301529,30.0,2370.0,4842.0,2023-04-22
Tübingen,343.0,4647.0,94.90729462714846,30.0,3540.0,7389.0,2023-04-22
Unterfranken,362.0,4397.0,116.73070629942733,30.0,4590.0,7334.0,2023-04-22
Weser-Ems,29.0,697.0,170.2007299270073,60.0,1470.0,822.0,2023-04-22
