region_name,section_count,delay_count,avg_delay,median_delay,max_delay,total_entries,date
Arnsberg,520.0,11941.0,147.61733661471152,60.0,4290.0,18285.0,2023-05-06
Berlin,69.0,2924.0,49.57747834456208,30.0,2220.0,5195.0,2023-05-06
Brandenburg,890.0,10709.0,77.85621584699453,30.0,3240.0,20496.0,2023-05-06
Braunschweig,129.0,1451.0,56.76639775517362,15.0,1320.0,2851.0,2023-05-06
Bremen,9.0,55.0,148.62666666666667,45.0,2910.0,75.0,2023-05-06
Chemnitz,320.0,3550.0,63.598868175765645,30.0,3210.0,6008.0,2023-05-06
Darmstadt,452.0,14227.0,129.81623681125438,60.0,9120.0,20472.0,2023-05-06
Dessau,180.0,2871.0,134.12472943722943,60.0,2910.0,3696.0,2023-05-06
Detmold,125.0,1695.0,121.03961870717903,15.0,8640.0,3357.0,2023-05-06
Dresden,351.0,5240.0,134.53361961803594,30.0,3210.0,8849.0,2023-05-06
Düsseldorf,402.0,20835.0,208.28762243989314,90.0,12810.0,26952.0,2023-05-06
Freiburg,323.0,3785.0,155.15227085053675,45.0,2850.0,6055.0,2023-05-06
Gießen,148.0,2130.0,178.5158924205379,60.0,7770.0,2863.0,2023-05-06
Halle,237.0,3130.0,116.04859380562478,30.0,3090.0,5618.0,2023-05-06
Hamburg,36.0,4383.0,91.79771038850323,30.0,2520.0,8211.0,2023-05-06
Hannover,247.0,5876.0,87.52453282702109,30.0,2880.0,10007.0,2023-05-06
Karlsruhe,674.0,16815.0,142.4501082297016,60.0,5220.0,23561.0,2023-05-06
Kassel,225.0,3311.0,177.48152893444373,60.0,3960.0,4683.0,2023-05-06
Koblenz,356.0,6341.0,181.8095238095238,45.0,4590.0,9282.0,2023-05-06
Köln,494.0,18531.0,191.80536598681903,60.0,4560.0,25643.0,2023-05-06
Leipzig,287.0,9524.0,179.27767452234033,30.0,3750.0,13451.0,2023-05-06
Luneburg,136.0,2145.0,224.68002942258184,112.5,2880.0,2719.0,2023-05-06
Magdeburg,337.0,4628.0,118.44211718086612,60.0,3120.0,7066.0,2023-05-06
Mecklenburg-Vorpommern,514.0,4223.0,72.48262331838565,0.0,1740.0,8920.0,2023-05-06
Mittelfranken,399.0,8478.0,62.37657486082625,30.0,2400.0,13652.0,2023-05-06
Munster,219.0,5091.0,211.38483028355915,60.0,3240.0,7159.0,2023-05-06
Niederbayern,141.0,2059.0,154.20248724489795,60.0,2550.0,3136.0,2023-05-06
Oberbayern,815.0,33055.0,119.91333560641007,45.0,4080.0,49859.0,2023-05-06
Oberfranken,266.0,2914.0,88.43595661204708,30.0,870.0,4333.0,2023-05-06
Oberpfalz,135.0,1006.0,106.15899864682002,60.0,870.0,1478.0,2023-05-06
Rheinhessen-Pfalz,680.0,13991.0,114.00904104022754,60.0,3900.0,19688.0,2023-05-06
Saarland,240.0,4795.0,81.17047872340426,30.0,3420.0,7520.0,2023-05-06
Schleswig-Holstein,199.0,3396.0,125.57443201085114,30.0,2940.0,5898.0,2023-05-06
Schwaben,338.0,5070.0,178.489233419466,60.0,3030.0,6966.0,2023-05-06
Stuttgart,429.0,7860.0,125.1856359273226,60.0,3540.0,11668.0,2023-05-06
Thüringen,924.0,7195.0,61.593973787326036,15.0,3480.0,14802.0,2023-05-06
Trier,157.0,3647.0,110.9160229748465,60.0,3180.0,5049.0,2023-05-06
Tübingen,353.0,4729.0,102.18692570228406,60.0,2370.0,7618.0,2023-05-06
Unterfranken,364.0,4349.0,99.92955856702,30.0,3420.0,7453.0,2023-05-06
Weser-Ems,29.0,463.0,125.98825065274151,30.0,2460.0,766.0,2023-05-06
