eva
8070831
320472
201206
8300179
952236
8001191
467422
736514
8102006
502455
8070074
8002547
302660
975669
8005157
8003987
837275
504672
8079777
8012046
170064
371041
8503411
8072789
8601512
8089053
502379
8070294
547247
504172
8001827
638783
422394
8007310
954881
732076
710446
8011836
722326
8070906
711438
8602867
8503413
8005602
8001135
8073527
8003736
8011959
714222
8300156
8084121
8503501
8012036
503298
371881
280329
400601
836412
750427
8101972
8087060
196514
8017012
8100039
5100005
8506111
8011288
5499862
5499862
8071345
8071655
8601004
8001914
713410
8071342
415038
8070982
982172
571879
371330
5499747
502067
8011752
510756
321671
248267
8013127
8011560
731064
8300177
192244
8000313
8506045
106334
8507074
5100240
715694
731019
8004423
8004797
373968
750429
839426
8080280
8003808
570889
953804
8070279
8100094
8600992
5402518
8081059
371760
8012295
5300017
8506127
114240
8300168
8004738
183802
8100545
8506197
8079018
955234
561126
954876
378827
500763
895259
490964
8003025
8071937
722003
8800030
749038
695945
716781
102252
5104173
8506124
8089065
104647
8000934
8079779
8013246
8003920
5300113
8000453
901536
726304
957197
8601979
8011983
728773
8071344
8089005
5100015
8601964
459739
952227
496526
737367
784487
8007766
752163
300214
8578391
711602
882936
120105
8800274
903828
748222
401636
751205
670014
373171
8100271
8400065
8101190
8004802
8012020
140729
732737
8089042
728125
8079735
8072995
728823
737992
955825
459550
116475
714608
248265
927296
8500384
362104
8506107
8510939
361963
8589063
5501621
8071229
112503
8070497
8071126
379511
8100788
8012661
8601898
8010024
8087063
5499959
499623
364160
8651091
8089222
360279
976949
8001017
8000202
815283
8500304
8071005
733038
571095
8079540
8013102
5101104
300206
546310
547251
5438015
5475775
8502217
8575955
459700
8002969
8070650
8089022
5103810
367217
8396239
150051
371410
378791
8084068
367020
8504488
752111
695627
998858
8012651
362980
5500074
8089110
7104307
837116
8505410
8002562
728564
8017476
8500028
373505
7900043
8600669
8000735
404621
121025
546253
8071799
501755
720898
207401
555677
8076133
682987
740168
732436
8506198
8011376
8071085
647385
683474
8070006
788711
140776
501652
208468
8079716
110715
715108
8005236
8003834
751478
370867
278215
693223
8005016
8075945
697757
8101646
8602756
5100227
560991
248175
8502214
8007864
113205
8011625
103804
119811
8089327
751132
8005820
8045797
200300
8004669
973464
8503702
491215
116503
732441
8506196
128480
724401
455065
623856
102726
8005858
8600436
712894
722990
752162
500892
402144
8071067
378978
8079767
8071381
373205
8007013
154001
8503409
8007048
935600
5402996
226032
8079745
8071030
8003724
732583
8171219
8171219
610521
8004060
454359
8508260
8071776
8700436
8300263
8001242
8089047
5400169
698089
502413
8300401
8506102
128354
331090
301592
321287
132033
8071037
363003
8007138
5100172
8300093
5400511
8070660
8089003
8089008
703145
5300050
546224
5499976
562153
8005502
755230
692719
836589
8504462
8071386
509368
8000457
724001
8079042
733320
8576147
731996
8079063
8506048
5400054
8071418
461619
8002060
459140
8005870
8074460
8079125
8506181
836945
182301
8003652
8071232
457961
8002226
714281
8012127
8003022
5103950
501683
8081051
967123
104102
8506119
8007291
980696
8101593
8700545
5501387
126508
720369
815206
560839
5500561
8602914
8100524
8595982
860883
846788
8006416
8194377
8701175
8002224
723798
107444
7900145
8070990
501549
8002240
731088
407500
733091
8070044
5499757
8602985
8006068
5100113
5400002
8002037
8011086
111052
505093
403335
8089059
935388
5300001
711443
106149
362407
8100136
976797
5600020
302703
8300178
953333
5103361
8101019
546407
5100308
8012344
8100282
212346
111502
692929
5401962
8504475
400804
8089292
5499760
8003680
8504474
414963
192247
8592499
8798949
8602350
808125
954311
501629
301001
405222
8071832
8005726
8080750
121012
8500833
546214
8503310
370604
245769
8089109
8502205
8070878
8007337
105758
815408
104555
8071156
8071859
8089025
504064
5500133
8089000
8500211
623759
888361
8100323
716145
571365
104622
8000903
8011589
8300113
8504464
882909
201412
