region_name,section_count,delay_count,avg_delay,median_delay,max_delay,total_entries,date
Arnsberg,483.0,14659.0,202.92887432536622,60.0,7200.0,20752.0,2023-05-10
Berlin,80.0,4825.0,79.59302791505276,30.0,3120.0,7487.0,2023-05-10
Brandenburg,956.0,13202.0,92.09017136266272,30.0,3330.0,24276.0,2023-05-10
Braunschweig,136.0,2063.0,123.47801544860368,30.0,2940.0,3366.0,2023-05-10
Bremen,9.0,76.0,262.1290322580645,60.0,2790.0,93.0,2023-05-10
Chemnitz,320.0,4915.0,86.71539403838301,45.0,2250.0,7347.0,2023-05-10
Darmstadt,486.0,18869.0,207.78455707800592,90.0,4950.0,24011.0,2023-05-10
Dessau,203.0,3859.0,254.215014887282,75.0,5640.0,4702.0,2023-05-10
Detmold,128.0,2335.0,187.70969626168224,60.0,8130.0,3424.0,2023-05-10
Dresden,332.0,6243.0,82.56568888888889,15.0,3510.0,11250.0,2023-05-10
Düsseldorf,411.0,25210.0,346.0923327997991,150.0,6540.0,31863.0,2023-05-10
Freiburg,377.0,5403.0,131.6106546854942,60.0,1890.0,7790.0,2023-05-10
Gießen,158.0,3275.0,317.0780856423174,120.0,5550.0,3970.0,2023-05-10
Halle,259.0,4356.0,167.80043988269796,30.0,3600.0,6820.0,2023-05-10
Hamburg,36.0,4674.0,93.328,30.0,3210.0,8500.0,2023-05-10
Hannover,255.0,7550.0,183.3283090437213,75.0,3360.0,10018.0,2023-05-10
Karlsruhe,712.0,20521.0,155.35424043754162,60.0,4800.0,28523.0,2023-05-10
Kassel,245.0,4531.0,307.5857042500878,90.0,4980.0,5694.0,2023-05-10
Koblenz,352.0,7381.0,218.42362700228833,60.0,5100.0,10488.0,2023-05-10
Köln,505.0,21947.0,264.20553798533075,90.0,6540.0,29722.0,2023-05-10
Leipzig,300.0,10979.0,135.49653350940903,30.0,3690.0,15145.0,2023-05-10
Luneburg,137.0,2234.0,222.3896945387226,75.0,5640.0,3241.0,2023-05-10
Magdeburg,335.0,5754.0,143.0405908490453,60.0,3270.0,8327.0,2023-05-10
Mecklenburg-Vorpommern,530.0,5149.0,59.52630624092888,15.0,3330.0,11024.0,2023-05-10
Mittelfranken,420.0,11385.0,126.56973967040841,52.5,7440.0,16748.0,2023-05-10
Munster,224.0,6217.0,255.275223734216,90.0,6000.0,8157.0,2023-05-10
Niederbayern,143.0,2434.0,174.17132967983846,90.0,1350.0,3467.0,2023-05-10
Oberbayern,855.0,45573.0,176.69114574413427,90.0,7170.0,58390.0,2023-05-10
Oberfranken,280.0,3852.0,132.05119314705283,60.0,2400.0,4903.0,2023-05-10
Oberpfalz,153.0,1326.0,151.32225352112675,75.0,2820.0,1775.0,2023-05-10
Rheinhessen-Pfalz,739.0,17193.0,156.83290058531003,60.0,4740.0,22723.0,2023-05-10
Saarland,245.0,5924.0,86.8064923147511,30.0,3780.0,8718.0,2023-05-10
Schleswig-Holstein,183.0,3158.0,133.5569219303149,30.0,3000.0,5367.0,2023-05-10
Schwaben,348.0,7407.0,346.0339271530693,120.0,4260.0,8813.0,2023-05-10
Stuttgart,514.0,10016.0,123.42403198653199,60.0,3000.0,14256.0,2023-05-10
Thüringen,931.0,9637.0,107.94314932922806,30.0,2970.0,18188.0,2023-05-10
Trier,159.0,3782.0,81.97490311865658,60.0,1560.0,5419.0,2023-05-10
Tübingen,380.0,5674.0,99.37947380895947,60.0,3270.0,8438.0,2023-05-10
Unterfranken,366.0,6488.0,108.37893000721576,45.0,3960.0,9701.0,2023-05-10
Weser-Ems,29.0,685.0,424.6291718170581,255.0,2880.0,809.0,2023-05-10
