region_name,section_count,delay_count,avg_delay,median_delay,max_delay,total_entries,date
Arnsberg,395.0,11542.0,192.37277546383945,60.0,7680.0,15846.0,2023-10-09
Berlin,76.0,6046.0,92.54164410267519,30.0,3030.0,9233.0,2023-10-09
Brandenburg,933.0,15982.0,132.83406567068786,30.0,3180.0,25034.0,2023-10-09
Braunschweig,137.0,2333.0,125.01726704376303,45.0,1380.0,3359.0,2023-10-09
Bremen,9.0,106.0,177.63358778625954,120.0,1470.0,131.0,2023-10-09
Chemnitz,299.0,4059.0,76.46347138203815,30.0,2850.0,6447.0,2023-10-09
Darmstadt,477.0,16747.0,179.98160460992906,90.0,3660.0,22560.0,2023-10-09
Dessau,203.0,3614.0,149.8088888888889,60.0,2910.0,4725.0,2023-10-09
Detmold,131.0,1922.0,125.90464767616191,45.0,2970.0,3335.0,2023-10-09
Dresden,346.0,8151.0,131.8106048053024,30.0,21090.0,12070.0,2023-10-09
Düsseldorf,425.0,25221.0,306.328552218736,120.0,8010.0,31234.0,2023-10-09
Freiburg,351.0,5132.0,180.51407428903076,90.0,3990.0,6892.0,2023-10-09
Gießen,114.0,1865.0,141.16179401993355,82.5,1830.0,3010.0,2023-10-09
Halle,261.0,4529.0,131.9359939759036,45.0,2910.0,6640.0,2023-10-09
Hamburg,33.0,4318.0,239.4740566037736,60.0,7290.0,6360.0,2023-10-09
Hannover,248.0,6996.0,333.2374377546401,120.0,5430.0,8836.0,2023-10-09
Karlsruhe,677.0,19411.0,190.89330167362414,60.0,3690.0,26111.0,2023-10-09
Kassel,243.0,4082.0,204.29270416158803,90.0,2460.0,5743.0,2023-10-09
Koblenz,377.0,8151.0,216.81706331387517,60.0,14940.0,11135.0,2023-10-09
Köln,438.0,21053.0,296.6238231098431,120.0,7380.0,28040.0,2023-10-09
Leipzig,297.0,8885.0,112.97436079042426,30.0,3900.0,14119.0,2023-10-09
Luneburg,138.0,2337.0,255.39975808890233,90.0,7050.0,3307.0,2023-10-09
Magdeburg,357.0,7216.0,169.28735511064278,75.0,7170.0,9490.0,2023-10-09
Mecklenburg-Vorpommern,508.0,5540.0,96.09378563283923,30.0,2700.0,10524.0,2023-10-09
Mittelfranken,419.0,11226.0,85.34025693360547,30.0,4410.0,16658.0,2023-10-09
Munster,229.0,6482.0,192.54439364773822,90.0,3120.0,8312.0,2023-10-09
Niederbayern,143.0,2307.0,133.5703079604881,75.0,3120.0,3442.0,2023-10-09
Oberbayern,872.0,42897.0,153.5913585216037,90.0,9180.0,57143.0,2023-10-09
Oberfranken,275.0,3931.0,148.82120285423036,90.0,2790.0,4905.0,2023-10-09
Oberpfalz,156.0,1359.0,147.69988738738738,60.0,1380.0,1776.0,2023-10-09
Rheinhessen-Pfalz,707.0,17485.0,154.0782704610633,75.0,7140.0,22665.0,2023-10-09
Saarland,245.0,5988.0,88.23733885819522,30.0,4380.0,8688.0,2023-10-09
Schleswig-Holstein,146.0,2899.0,174.15581947743468,60.0,5100.0,4210.0,2023-10-09
Schwaben,316.0,5452.0,311.8052937915743,90.0,23910.0,7216.0,2023-10-09
Stuttgart,464.0,10520.0,183.71925228350918,90.0,8580.0,14123.0,2023-10-09
Thüringen,866.0,10448.0,123.31017693860586,30.0,2850.0,16842.0,2023-10-09
Trier,160.0,3971.0,142.07879682598266,60.0,4080.0,5419.0,2023-10-09
Tübingen,385.0,6022.0,136.82706945765938,60.0,4680.0,8408.0,2023-10-09
Unterfranken,364.0,6374.0,175.01437837837838,60.0,10860.0,9250.0,2023-10-09
Weser-Ems,29.0,696.0,193.88957816377172,150.0,1530.0,806.0,2023-10-09
