region_name,section_count,delay_count,avg_delay,median_delay,max_delay,total_entries,date
Arnsberg,486.0,12201.0,182.4826427233879,60.0,6330.0,20827.0,2023-05-08
Berlin,80.0,4896.0,73.73230974632844,30.0,3270.0,7490.0,2023-05-08
Brandenburg,953.0,13658.0,92.12275747508306,30.0,3210.0,24080.0,2023-05-08
Braunschweig,137.0,1960.0,126.48087755707085,30.0,2220.0,3373.0,2023-05-08
Bremen,9.0,71.0,182.4367816091954,90.0,1170.0,87.0,2023-05-08
Chemnitz,321.0,4613.0,55.27624384909787,30.0,810.0,7316.0,2023-05-08
Darmstadt,497.0,18162.0,157.66970339864386,60.0,5460.0,24039.0,2023-05-08
Dessau,203.0,3754.0,158.88749468311357,60.0,4560.0,4702.0,2023-05-08
Detmold,129.0,2071.0,206.87862796833772,60.0,5130.0,3411.0,2023-05-08
Dresden,340.0,5557.0,68.7948350071736,0.0,6000.0,11152.0,2023-05-08
Düsseldorf,412.0,25166.0,315.4170581743654,120.0,8220.0,31715.0,2023-05-08
Freiburg,377.0,5501.0,157.12727739286632,75.0,2010.0,7794.0,2023-05-08
Gießen,158.0,3116.0,172.78715365239296,90.0,5550.0,3970.0,2023-05-08
Halle,259.0,4243.0,205.94120234604105,30.0,3960.0,6820.0,2023-05-08
Hamburg,36.0,4522.0,65.74105882352941,0.0,1470.0,8500.0,2023-05-08
Hannover,258.0,7111.0,173.94251497005988,60.0,2880.0,10020.0,2023-05-08
Karlsruhe,717.0,21455.0,188.29840260058023,90.0,5940.0,28609.0,2023-05-08
Kassel,261.0,4026.0,171.21204692698302,60.0,5160.0,5711.0,2023-05-08
Koblenz,377.0,7314.0,185.07544964028776,60.0,5550.0,11120.0,2023-05-08
Köln,502.0,22544.0,269.06666439453323,90.0,6750.0,29341.0,2023-05-08
Leipzig,300.0,10212.0,82.35121758067709,30.0,2010.0,15153.0,2023-05-08
Luneburg,138.0,2283.0,187.3721073742672,60.0,2820.0,3241.0,2023-05-08
Magdeburg,341.0,5914.0,168.3767074047448,60.0,4470.0,8346.0,2023-05-08
Mecklenburg-Vorpommern,536.0,5086.0,67.18161231884058,15.0,2460.0,11040.0,2023-05-08
Mittelfranken,419.0,10910.0,84.4085514938279,30.0,4260.0,16769.0,2023-05-08
Munster,224.0,6239.0,304.95341424543335,90.0,5250.0,8157.0,2023-05-08
Niederbayern,143.0,2169.0,207.12961893764435,30.0,9960.0,3464.0,2023-05-08
Oberbayern,854.0,42477.0,120.47905933900422,60.0,9960.0,58427.0,2023-05-08
Oberfranken,280.0,3599.0,97.30425922152028,60.0,1410.0,4907.0,2023-05-08
Oberpfalz,153.0,1285.0,146.04406779661016,90.0,5880.0,1770.0,2023-05-08
Rheinhessen-Pfalz,708.0,17396.0,162.4499336576736,60.0,3060.0,22610.0,2023-05-08
Saarland,245.0,6261.0,139.5369350768525,60.0,2760.0,8718.0,2023-05-08
Schleswig-Holstein,184.0,3251.0,227.668840849795,60.0,4740.0,5366.0,2023-05-08
Schwaben,348.0,6840.0,262.8539657324407,75.0,5580.0,8813.0,2023-05-08
Stuttgart,512.0,10014.0,192.14020068767104,60.0,7650.0,14251.0,2023-05-08
Thüringen,930.0,9266.0,93.56178848374856,30.0,3960.0,18183.0,2023-05-08
Trier,159.0,4338.0,203.63572614873593,60.0,2970.0,5419.0,2023-05-08
Tübingen,382.0,5799.0,136.3835886722377,60.0,5220.0,8616.0,2023-05-08
Unterfranken,366.0,5920.0,89.01432841975054,30.0,6240.0,9701.0,2023-05-08
Weser-Ems,29.0,587.0,236.38813349814586,75.0,2730.0,809.0,2023-05-08
