region_name,section_count,delay_count,avg_delay,median_delay,max_delay,total_entries,date
Arnsberg,485.0,14000.0,156.31228000594913,60.0,10680.0,20171.0,2023-08-10
Berlin,75.0,5817.0,79.46384357283351,30.0,3420.0,8643.0,2023-08-10
Brandenburg,929.0,13018.0,110.82649681528662,30.0,3540.0,23550.0,2023-08-10
Braunschweig,136.0,2004.0,106.16357100059916,30.0,2460.0,3338.0,2023-08-10
Bremen,9.0,80.0,136.86486486486487,30.0,1230.0,111.0,2023-08-10
Chemnitz,296.0,4361.0,82.11089523240173,30.0,1230.0,6691.0,2023-08-10
Darmstadt,476.0,15077.0,135.21378708551484,60.0,3510.0,21774.0,2023-08-10
Dessau,186.0,3512.0,197.10105757931845,90.0,3690.0,4255.0,2023-08-10
Detmold,121.0,1977.0,111.34055057222395,30.0,3120.0,3233.0,2023-08-10
Dresden,347.0,7372.0,106.33157591234863,30.0,3210.0,12139.0,2023-08-10
Düsseldorf,413.0,22407.0,240.32079058756008,120.0,10800.0,27878.0,2023-08-10
Freiburg,378.0,5468.0,184.7264394526207,60.0,5610.0,7746.0,2023-08-10
Gießen,155.0,2856.0,150.21453566621804,75.0,2040.0,3715.0,2023-08-10
Halle,231.0,3558.0,79.76729665879176,30.0,5880.0,5926.0,2023-08-10
Hamburg,36.0,5012.0,94.29972927678226,30.0,3600.0,7757.0,2023-08-10
Hannover,231.0,5426.0,109.45274925256727,60.0,1980.0,7693.0,2023-08-10
Karlsruhe,660.0,18871.0,208.4144650552745,60.0,4110.0,26685.0,2023-08-10
Kassel,256.0,4605.0,241.50577088716625,90.0,4350.0,5805.0,2023-08-10
Koblenz,359.0,8144.0,228.8878747117602,90.0,4920.0,10408.0,2023-08-10
Köln,455.0,19315.0,170.82946336429308,60.0,10620.0,27132.0,2023-08-10
Leipzig,301.0,9959.0,92.39882799034815,30.0,2220.0,14505.0,2023-08-10
Luneburg,136.0,2148.0,195.7431746031746,45.0,4020.0,3150.0,2023-08-10
Magdeburg,353.0,6751.0,169.8229109626547,60.0,5850.0,9131.0,2023-08-10
Mecklenburg-Vorpommern,568.0,6800.0,164.1189075630252,60.0,3840.0,11900.0,2023-08-10
Mittelfranken,347.0,8957.0,128.6800833271334,30.0,3030.0,13441.0,2023-08-10
Munster,233.0,6491.0,207.6973981228466,90.0,10380.0,8417.0,2023-08-10
Niederbayern,139.0,1913.0,80.833831440526,30.0,5010.0,3346.0,2023-08-10
Oberbayern,819.0,37120.0,109.43108080564768,60.0,3000.0,53969.0,2023-08-10
Oberfranken,280.0,3650.0,149.8187538055612,60.0,2160.0,4927.0,2023-08-10
Oberpfalz,154.0,1296.0,180.69818799547,120.0,2490.0,1766.0,2023-08-10
Rheinhessen-Pfalz,666.0,15701.0,144.49703921294355,60.0,5880.0,21447.0,2023-08-10
Saarland,230.0,5319.0,95.46662452591656,45.0,1950.0,7910.0,2023-08-10
Schleswig-Holstein,189.0,2877.0,134.17287660256412,30.0,5040.0,4992.0,2023-08-10
Schwaben,363.0,6561.0,181.36991464360935,60.0,4500.0,9021.0,2023-08-10
Stuttgart,463.0,7389.0,147.97099965881952,60.0,3600.0,11724.0,2023-08-10
Thüringen,898.0,10162.0,113.93464430306535,30.0,3180.0,17290.0,2023-08-10
Trier,110.0,3003.0,215.55173299101412,60.0,2400.0,3895.0,2023-08-10
Tübingen,331.0,4307.0,123.0019336605682,60.0,2400.0,6723.0,2023-08-10
Unterfranken,362.0,6338.0,259.31036731145406,60.0,5070.0,9202.0,2023-08-10
Weser-Ems,29.0,660.0,241.23680823680823,210.0,1980.0,777.0,2023-08-10
