region_name,section_count,delay_count,avg_delay,median_delay,max_delay,total_entries,date
Arnsberg,465.0,13205.0,270.16839916839916,120.0,11640.0,17316.0,2023-11-04
Berlin,78.0,5799.0,85.42014051522249,30.0,2670.0,8540.0,2023-11-04
Brandenburg,887.0,12412.0,129.74589953210963,45.0,2970.0,19449.0,2023-11-04
Braunschweig,129.0,1888.0,144.6185639229422,45.0,5430.0,2855.0,2023-11-04
Bremen,9.0,101.0,146.61904761904762,105.0,870.0,126.0,2023-11-04
Chemnitz,287.0,2827.0,57.49600912200684,30.0,1740.0,5262.0,2023-11-04
Darmstadt,454.0,16076.0,209.27309611528239,90.0,6810.0,21443.0,2023-11-04
Dessau,187.0,2926.0,121.91255546854607,60.0,2370.0,3831.0,2023-11-04
Detmold,122.0,2214.0,207.11383374689825,60.0,3720.0,3224.0,2023-11-04
Dresden,352.0,5560.0,93.688213796254,30.0,1860.0,8756.0,2023-11-04
Düsseldorf,421.0,21618.0,368.0638878363016,150.0,6480.0,26390.0,2023-11-04
Freiburg,315.0,4610.0,234.48014946286781,60.0,4170.0,6423.0,2023-11-04
Gießen,115.0,2113.0,194.98989082086536,120.0,1770.0,2473.0,2023-11-04
Halle,206.0,2840.0,113.9165915238954,30.0,2700.0,4436.0,2023-11-04
Hamburg,36.0,4856.0,96.82537878787879,30.0,7560.0,7920.0,2023-11-04
Hannover,235.0,7337.0,241.3073982227733,90.0,11610.0,9678.0,2023-11-04
Karlsruhe,647.0,15592.0,180.7865382868562,60.0,6960.0,22018.0,2023-11-04
Kassel,235.0,3835.0,215.2987881320518,105.0,5520.0,4786.0,2023-11-04
Koblenz,347.0,7275.0,215.35719818523847,105.0,4050.0,9037.0,2023-11-04
Köln,465.0,18606.0,214.12774458994343,90.0,4050.0,25277.0,2023-11-04
Leipzig,304.0,8718.0,79.59952167875328,30.0,2580.0,12962.0,2023-11-04
Luneburg,137.0,2362.0,249.78467908902692,105.0,2040.0,2898.0,2023-11-04
Magdeburg,342.0,5003.0,134.10486150367439,60.0,6390.0,7076.0,2023-11-04
Mecklenburg-Vorpommern,533.0,4969.0,131.19634499665702,30.0,3570.0,8974.0,2023-11-04
Mittelfranken,408.0,9979.0,149.44988429273937,60.0,5580.0,13828.0,2023-11-04
Munster,224.0,5973.0,287.50726196880044,127.5,4200.0,7436.0,2023-11-04
Niederbayern,141.0,1978.0,173.35744680851064,75.0,2280.0,3055.0,2023-11-04
Oberbayern,784.0,28254.0,172.27197363678494,60.0,6000.0,38842.0,2023-11-04
Oberfranken,260.0,3432.0,234.2398723299779,120.0,4470.0,4073.0,2023-11-04
Oberpfalz,139.0,1228.0,352.6988598256204,180.0,4230.0,1491.0,2023-11-04
Rheinhessen-Pfalz,628.0,14310.0,163.08568409931326,60.0,7260.0,18930.0,2023-11-04
Saarland,243.0,6029.0,164.8763157894737,90.0,3840.0,7600.0,2023-11-04
Schleswig-Holstein,152.0,3455.0,433.1508482347547,210.0,4890.0,4362.0,2023-11-04
Schwaben,333.0,5151.0,193.67004219409282,60.0,15900.0,7110.0,2023-11-04
Stuttgart,408.0,8561.0,161.53099662162163,60.0,4500.0,11840.0,2023-11-04
Thüringen,928.0,10467.0,209.9067728550395,60.0,9870.0,14942.0,2023-11-04
Trier,159.0,4266.0,149.34598741148702,60.0,2700.0,5084.0,2023-11-04
Tübingen,331.0,5015.0,196.40701650066896,90.0,15930.0,6727.0,2023-11-04
Unterfranken,310.0,4218.0,171.72881092828314,30.0,5400.0,6442.0,2023-11-04
Weser-Ems,29.0,727.0,371.51824817518246,285.0,2130.0,822.0,2023-11-04
