region_name,section_count,delay_count,avg_delay,median_delay,max_delay,total_entries,date
Arnsberg,459.0,12769.0,132.51890181779183,60.0,4140.0,18649.0,2023-05-31
Berlin,75.0,6748.0,84.03271837733156,30.0,3270.0,9811.0,2023-05-31
Brandenburg,919.0,13231.0,111.6426875080962,30.0,6450.0,23159.0,2023-05-31
Braunschweig,136.0,1984.0,92.11675579322637,30.0,5970.0,3366.0,2023-05-31
Bremen,8.0,103.0,355.46456692913387,97.5,5520.0,127.0,2023-05-31
Chemnitz,300.0,4590.0,264.98558303886927,60.0,9390.0,7075.0,2023-05-31
Darmstadt,499.0,18036.0,142.18622969553505,60.0,2640.0,24502.0,2023-05-31
Dessau,202.0,3468.0,101.56834075015894,60.0,2730.0,4719.0,2023-05-31
Detmold,124.0,1924.0,155.6063183475091,30.0,3720.0,3292.0,2023-05-31
Dresden,352.0,6432.0,65.61869965955327,15.0,4050.0,12043.0,2023-05-31
Düsseldorf,404.0,22585.0,184.6323462562504,75.0,3480.0,30798.0,2023-05-31
Freiburg,377.0,5226.0,191.43201024327786,60.0,2580.0,7810.0,2023-05-31
Gießen,158.0,3114.0,169.33931278423447,90.0,2160.0,3958.0,2023-05-31
Halle,258.0,4098.0,88.70559186637618,30.0,2910.0,6885.0,2023-05-31
Hamburg,36.0,5287.0,114.97142508242764,60.0,4500.0,8189.0,2023-05-31
Hannover,235.0,6571.0,163.99444202266784,60.0,5970.0,9176.0,2023-05-31
Karlsruhe,709.0,20393.0,142.10597961656333,60.0,2160.0,28062.0,2023-05-31
Kassel,245.0,4218.0,113.67748727846991,60.0,2280.0,5699.0,2023-05-31
Koblenz,376.0,7883.0,177.81491812128846,60.0,3150.0,11114.0,2023-05-31
Köln,501.0,21485.0,157.94465559778624,60.0,3480.0,29994.0,2023-05-31
Leipzig,302.0,9464.0,96.98935015601683,30.0,5370.0,14742.0,2023-05-31
Luneburg,128.0,2223.0,287.3363953120051,90.0,5970.0,3157.0,2023-05-31
Magdeburg,322.0,5762.0,160.36026639859261,60.0,2700.0,7958.0,2023-05-31
Mecklenburg-Vorpommern,563.0,6029.0,97.20277367470868,30.0,2190.0,12186.0,2023-05-31
Mittelfranken,394.0,9661.0,79.42366288492707,30.0,2190.0,15425.0,2023-05-31
Munster,232.0,6613.0,255.30222541277817,90.0,4980.0,8358.0,2023-05-31
Niederbayern,143.0,2330.0,238.4212059423245,120.0,2280.0,3433.0,2023-05-31
Oberbayern,842.0,40960.0,119.68410742821796,60.0,3420.0,58197.0,2023-05-31
Oberfranken,280.0,3864.0,158.85761114525712,60.0,3600.0,4881.0,2023-05-31
Oberpfalz,149.0,1166.0,157.37258566978193,60.0,2550.0,1605.0,2023-05-31
Rheinhessen-Pfalz,739.0,16605.0,116.85075018590612,60.0,2430.0,22861.0,2023-05-31
Saarland,245.0,5953.0,69.39194769442533,30.0,1380.0,8718.0,2023-05-31
Schleswig-Holstein,183.0,3125.0,127.20086596385542,30.0,2130.0,5312.0,2023-05-31
Schwaben,350.0,6489.0,198.05667006687068,90.0,3930.0,8823.0,2023-05-31
Stuttgart,517.0,8677.0,92.03369311551926,30.0,2670.0,13712.0,2023-05-31
Thüringen,939.0,10018.0,99.94666739750055,30.0,3030.0,18244.0,2023-05-31
Trier,159.0,3880.0,99.2729285846097,45.0,1440.0,5419.0,2023-05-31
Tübingen,371.0,5576.0,114.84381726859603,60.0,2160.0,8362.0,2023-05-31
Unterfranken,336.0,5605.0,87.82467233846862,30.0,5850.0,8698.0,2023-05-31
Weser-Ems,29.0,666.0,306.6576019777503,60.0,3960.0,809.0,2023-05-31
