region_name,section_count,delay_count,avg_delay,median_delay,max_delay,total_entries,date
Arnsberg,495.0,14563.0,155.69573257467994,60.0,7140.0,21090.0,2023-05-03
Berlin,83.0,6784.0,73.9369830641985,30.0,4740.0,10156.0,2023-05-03
Brandenburg,956.0,13731.0,100.9524907003073,30.0,6780.0,24732.0,2023-05-03
Braunschweig,136.0,1984.0,104.2361853832442,30.0,2580.0,3366.0,2023-05-03
Bremen,9.0,81.0,250.1290322580645,90.0,3450.0,93.0,2023-05-03
Chemnitz,320.0,4484.0,102.78385735674425,30.0,3840.0,7347.0,2023-05-03
Darmstadt,495.0,18844.0,181.14000988305057,75.0,5880.0,24284.0,2023-05-03
Dessau,191.0,3462.0,137.3503893214683,60.0,2100.0,4495.0,2023-05-03
Detmold,128.0,1878.0,94.7809021675454,30.0,2640.0,3414.0,2023-05-03
Dresden,352.0,6370.0,86.70928298120113,15.0,3870.0,12022.0,2023-05-03
Düsseldorf,412.0,24406.0,305.07791139240504,105.0,8040.0,31600.0,2023-05-03
Freiburg,377.0,5182.0,213.61828026298826,60.0,12870.0,7757.0,2023-05-03
Gießen,158.0,3157.0,339.5874936964196,90.0,6060.0,3966.0,2023-05-03
Halle,258.0,3849.0,87.35219845513963,30.0,3210.0,6732.0,2023-05-03
Hamburg,36.0,4686.0,81.87023529411765,30.0,2310.0,8500.0,2023-05-03
Hannover,255.0,6941.0,158.7804391217565,60.0,4770.0,10020.0,2023-05-03
Karlsruhe,717.0,21201.0,186.34272497897393,60.0,7440.0,28536.0,2023-05-03
Kassel,261.0,3941.0,134.19605102219117,60.0,5850.0,5723.0,2023-05-03
Koblenz,352.0,7536.0,177.45032418001526,60.0,3000.0,10488.0,2023-05-03
Köln,487.0,20810.0,196.21466973886328,60.0,8040.0,28644.0,2023-05-03
Leipzig,300.0,10349.0,81.94726354941551,30.0,5370.0,15056.0,2023-05-03
Luneburg,137.0,2365.0,233.93736501079914,60.0,6510.0,3241.0,2023-05-03
Magdeburg,347.0,6426.0,158.30954773869345,60.0,6150.0,8955.0,2023-05-03
Mecklenburg-Vorpommern,530.0,5200.0,75.93693524096386,30.0,5220.0,10624.0,2023-05-03
Mittelfranken,418.0,10833.0,93.9774987869966,30.0,6120.0,16488.0,2023-05-03
Munster,224.0,6102.0,196.0073773515308,60.0,4470.0,8133.0,2023-05-03
Niederbayern,143.0,2514.0,206.38248847926266,105.0,3270.0,3472.0,2023-05-03
Oberbayern,854.0,43482.0,169.94549742783408,90.0,4440.0,58511.0,2023-05-03
Oberfranken,276.0,3578.0,114.33394909688013,60.0,3000.0,4872.0,2023-05-03
Oberpfalz,155.0,1347.0,138.12808988764044,90.0,1290.0,1780.0,2023-05-03
Rheinhessen-Pfalz,738.0,17335.0,156.89429175475686,60.0,4020.0,22704.0,2023-05-03
Saarland,245.0,5983.0,107.36407432897454,30.0,1800.0,8718.0,2023-05-03
Schleswig-Holstein,197.0,3208.0,113.49771457592686,30.0,2400.0,5907.0,2023-05-03
Schwaben,348.0,6265.0,141.72773681225183,60.0,1590.0,8815.0,2023-05-03
Stuttgart,521.0,10148.0,148.2559333795975,60.0,2880.0,14410.0,2023-05-03
Thüringen,928.0,8605.0,68.3920106083209,0.0,3240.0,18099.0,2023-05-03
Trier,159.0,4240.0,128.9553423140801,60.0,1560.0,5419.0,2023-05-03
Tübingen,383.0,6026.0,120.1387482742752,60.0,2340.0,8692.0,2023-05-03
Unterfranken,366.0,5829.0,88.1541473467285,30.0,3600.0,9705.0,2023-05-03
Weser-Ems,29.0,566.0,128.3715775749674,45.0,3840.0,767.0,2023-05-03
