region_name,section_count,delay_count,avg_delay,median_delay,max_delay,total_entries,date
Arnsberg,451.0,12713.0,185.01654820682546,60.0,8700.0,18431.0,2023-09-28
Berlin,76.0,6034.0,72.38755020080322,30.0,4200.0,9462.0,2023-09-28
Brandenburg,956.0,14620.0,93.28255275347401,30.0,2670.0,25259.0,2023-09-28
Braunschweig,136.0,2073.0,76.37284610814022,30.0,2700.0,3366.0,2023-09-28
Bremen,9.0,72.0,275.35483870967744,90.0,2250.0,93.0,2023-09-28
Chemnitz,299.0,4028.0,89.39415307771412,30.0,2970.0,6807.0,2023-09-28
Darmstadt,478.0,16973.0,225.00901664955586,90.0,7740.0,22403.0,2023-09-28
Dessau,203.0,3858.0,225.97389205792015,90.0,2880.0,4558.0,2023-09-28
Detmold,119.0,2308.0,248.84525357607282,90.0,2940.0,3076.0,2023-09-28
Dresden,344.0,7614.0,102.42308334725239,30.0,2160.0,11974.0,2023-09-28
Düsseldorf,412.0,22824.0,251.69166427226,90.0,9420.0,31323.0,2023-09-28
Freiburg,367.0,5504.0,156.23910239876193,75.0,2250.0,7754.0,2023-09-28
Gießen,158.0,3305.0,214.07952286282307,120.0,3540.0,4024.0,2023-09-28
Halle,261.0,4409.0,148.1550128924617,45.0,3660.0,6593.0,2023-09-28
Hamburg,36.0,5132.0,97.33836156880947,30.0,4410.0,8618.0,2023-09-28
Hannover,251.0,6795.0,197.89042617652999,60.0,4170.0,9902.0,2023-09-28
Karlsruhe,676.0,19806.0,197.46972708508522,67.5,7380.0,26162.0,2023-09-28
Kassel,253.0,5188.0,338.9151006711409,225.0,3420.0,5960.0,2023-09-28
Koblenz,369.0,8123.0,195.87182971014494,90.0,3210.0,11040.0,2023-09-28
Köln,476.0,22345.0,397.3475901069258,90.0,12660.0,30769.0,2023-09-28
Leipzig,300.0,10958.0,117.93200158751158,60.0,2940.0,15118.0,2023-09-28
Luneburg,137.0,2139.0,292.68960197469914,60.0,25560.0,3241.0,2023-09-28
Magdeburg,357.0,6885.0,156.7372071030787,60.0,3030.0,9517.0,2023-09-28
Mecklenburg-Vorpommern,521.0,5996.0,97.00937445242684,30.0,4440.0,11414.0,2023-09-28
Mittelfranken,419.0,10953.0,91.64539560571497,30.0,2610.0,16658.0,2023-09-28
Munster,230.0,6434.0,190.3007281553398,90.0,6840.0,8240.0,2023-09-28
Niederbayern,138.0,1894.0,185.74984384759526,30.0,4200.0,3202.0,2023-09-28
Oberbayern,863.0,49178.0,215.30905294805413,120.0,11100.0,59870.0,2023-09-28
Oberfranken,274.0,3856.0,216.35053017944534,90.0,3480.0,4904.0,2023-09-28
Oberpfalz,134.0,1340.0,243.05241935483872,150.0,3840.0,1736.0,2023-09-28
Rheinhessen-Pfalz,708.0,17630.0,206.32003538257408,90.0,9180.0,22610.0,2023-09-28
Saarland,245.0,6160.0,125.19348526703499,60.0,3120.0,8688.0,2023-09-28
Schleswig-Holstein,135.0,2675.0,173.6617426139209,90.0,4800.0,3994.0,2023-09-28
Schwaben,357.0,6445.0,256.3198394111743,90.0,3120.0,8967.0,2023-09-28
Stuttgart,500.0,11833.0,163.60411854003036,90.0,4350.0,15151.0,2023-09-28
Thüringen,950.0,10977.0,143.1678467533893,45.0,4380.0,18219.0,2023-09-28
Trier,160.0,4073.0,158.03616903487728,60.0,3000.0,5419.0,2023-09-28
Tübingen,384.0,6314.0,165.640346710995,90.0,3480.0,8422.0,2023-09-28
Unterfranken,366.0,6530.0,151.586698082896,60.0,5430.0,9337.0,2023-09-28
Weser-Ems,29.0,587.0,166.6007416563659,60.0,6750.0,809.0,2023-09-28
