region_name,section_count,delay_count,avg_delay,median_delay,max_delay,total_entries,date
Arnsberg,454.0,9694.0,185.91833165153045,30.0,9060.0,14865.0,2023-09-10
Berlin,73.0,5029.0,110.41782450869947,30.0,3870.0,7989.0,2023-09-10
Brandenburg,918.0,12071.0,140.16165341507806,30.0,11070.0,20878.0,2023-09-10
Braunschweig,129.0,1631.0,120.61018208844295,30.0,3210.0,2691.0,2023-09-10
Bremen,6.0,55.0,254.69230769230768,105.0,2160.0,65.0,2023-09-10
Chemnitz,303.0,3143.0,55.540250447227194,30.0,1620.0,5590.0,2023-09-10
Darmstadt,444.0,13034.0,146.4009317908182,60.0,3420.0,19103.0,2023-09-10
Dessau,190.0,2848.0,141.91160074329704,60.0,3510.0,3767.0,2023-09-10
Detmold,122.0,1122.0,109.74091399784095,0.0,3660.0,2779.0,2023-09-10
Dresden,355.0,5244.0,101.90060412629659,30.0,3600.0,8773.0,2023-09-10
Düsseldorf,380.0,16588.0,240.43963827512474,60.0,8940.0,22448.0,2023-09-10
Freiburg,340.0,4258.0,186.5909926470588,60.0,4680.0,6528.0,2023-09-10
Gießen,147.0,1857.0,139.8817891373802,60.0,1860.0,2504.0,2023-09-10
Halle,250.0,3164.0,116.85339586590239,30.0,3120.0,5757.0,2023-09-10
Hamburg,33.0,2700.0,56.51111111111111,0.0,1410.0,5895.0,2023-09-10
Hannover,228.0,4385.0,117.70872658632206,30.0,6000.0,6887.0,2023-09-10
Karlsruhe,676.0,14387.0,108.58269026385102,45.0,2970.0,21641.0,2023-09-10
Kassel,230.0,3081.0,250.61331775700936,75.0,5460.0,4280.0,2023-09-10
Koblenz,370.0,6650.0,223.76427255985266,60.0,3510.0,9231.0,2023-09-10
Köln,465.0,15410.0,287.8635004981734,60.0,8910.0,21077.0,2023-09-10
Leipzig,299.0,8145.0,64.1962305126813,30.0,2370.0,12893.0,2023-09-10
Luneburg,139.0,1814.0,158.07582417582418,45.0,3390.0,2730.0,2023-09-10
Magdeburg,339.0,4769.0,196.26413414453182,60.0,3570.0,6739.0,2023-09-10
Mecklenburg-Vorpommern,506.0,4380.0,106.00350032815577,30.0,10920.0,9142.0,2023-09-10
Mittelfranken,331.0,7275.0,148.87924208144796,30.0,2730.0,10608.0,2023-09-10
Munster,225.0,4902.0,193.02085222121488,60.0,3810.0,6618.0,2023-09-10
Niederbayern,141.0,1468.0,61.09341199606686,0.0,1890.0,3051.0,2023-09-10
Oberbayern,814.0,31581.0,147.4314916532041,60.0,9510.0,46425.0,2023-09-10
Oberfranken,239.0,2848.0,160.52320339432512,60.0,1950.0,3771.0,2023-09-10
Oberpfalz,117.0,860.0,129.6710743801653,90.0,2760.0,1210.0,2023-09-10
Rheinhessen-Pfalz,688.0,12732.0,139.95061526734182,45.0,15870.0,18366.0,2023-09-10
Saarland,236.0,3889.0,94.2447925632639,45.0,1710.0,5809.0,2023-09-10
Schleswig-Holstein,162.0,2459.0,127.25721583652619,45.0,2700.0,3915.0,2023-09-10
Schwaben,294.0,3856.0,232.69357959542657,60.0,2790.0,5685.0,2023-09-10
Stuttgart,364.0,6746.0,138.0185479071613,60.0,7380.0,10082.0,2023-09-10
Thüringen,898.0,7568.0,109.22307637554275,30.0,3780.0,14049.0,2023-09-10
Trier,158.0,2989.0,159.97878787878787,60.0,3240.0,3960.0,2023-09-10
Tübingen,351.0,4362.0,153.75480839817942,60.0,3810.0,6811.0,2023-09-10
Unterfranken,360.0,4306.0,136.1090108015918,30.0,11580.0,7036.0,2023-09-10
Weser-Ems,29.0,547.0,145.70873786407768,75.0,2460.0,721.0,2023-09-10
