region_name,section_count,delay_count,avg_delay,median_delay,max_delay,total_entries,date
Arnsberg,480.0,15258.0,245.11794847236854,75.0,24000.0,20882.0,2023-06-22
Berlin,67.0,5788.0,136.74344202010298,60.0,4350.0,8158.0,2023-06-22
Brandenburg,943.0,14361.0,121.05855022408618,30.0,6300.0,24321.0,2023-06-22
Braunschweig,125.0,1678.0,176.64182922929325,30.0,26280.0,3127.0,2023-06-22
Bremen,8.0,71.0,124.09448818897638,90.0,2640.0,127.0,2023-06-22
Chemnitz,291.0,4172.0,78.94416021049554,30.0,1650.0,6841.0,2023-06-22
Darmstadt,499.0,19377.0,268.3729495014474,90.0,17790.0,24872.0,2023-06-22
Dessau,203.0,3673.0,163.29062170706007,60.0,5220.0,4745.0,2023-06-22
Detmold,124.0,2095.0,221.06194427978662,60.0,7680.0,3374.0,2023-06-22
Dresden,349.0,7091.0,105.86978992997666,30.0,3660.0,11996.0,2023-06-22
Düsseldorf,422.0,24958.0,342.67605814587813,120.0,11220.0,31163.0,2023-06-22
Freiburg,384.0,5424.0,217.46110967072855,75.0,5010.0,7714.0,2023-06-22
Gießen,158.0,3114.0,262.8995891114535,90.0,5580.0,3894.0,2023-06-22
Halle,239.0,3633.0,68.07130961392885,30.0,1920.0,6605.0,2023-06-22
Hamburg,36.0,5539.0,106.45499470525944,30.0,2400.0,8499.0,2023-06-22
Hannover,234.0,6690.0,220.9654946494868,90.0,3570.0,9158.0,2023-06-22
Karlsruhe,699.0,20855.0,193.44715418124687,75.0,3420.0,28006.0,2023-06-22
Kassel,245.0,3714.0,306.2286767286767,60.0,30240.0,5698.0,2023-06-22
Koblenz,376.0,7849.0,318.4314827159318,120.0,10620.0,10501.0,2023-06-22
Köln,480.0,20715.0,224.63466779936994,90.0,12360.0,28251.0,2023-06-22
Leipzig,303.0,10483.0,98.69259556268378,30.0,2580.0,14964.0,2023-06-22
Luneburg,128.0,2185.0,326.4312856238125,157.5,2730.0,3158.0,2023-06-22
Magdeburg,336.0,5996.0,223.9088579795022,60.0,7110.0,8196.0,2023-06-22
Mecklenburg-Vorpommern,576.0,7079.0,136.17530741110002,60.0,2160.0,12036.0,2023-06-22
Mittelfranken,419.0,9822.0,71.73763044812769,30.0,3810.0,16290.0,2023-06-22
Munster,233.0,6479.0,237.80131904369333,60.0,9180.0,8491.0,2023-06-22
Niederbayern,143.0,2358.0,231.87391051714118,60.0,5580.0,3442.0,2023-06-22
Oberbayern,846.0,43581.0,200.70308083157406,90.0,9000.0,55894.0,2023-06-22
Oberfranken,279.0,3814.0,199.45758928571428,60.0,3540.0,4928.0,2023-06-22
Oberpfalz,156.0,1320.0,298.81011235955054,60.0,6060.0,1780.0,2023-06-22
Rheinhessen-Pfalz,708.0,17051.0,197.6787892178524,67.5,9000.0,22630.0,2023-06-22
Saarland,245.0,5876.0,130.08150795480748,30.0,4170.0,8674.0,2023-06-22
Schleswig-Holstein,168.0,3460.0,159.41519908116385,60.0,2700.0,5224.0,2023-06-22
Schwaben,357.0,6736.0,234.80397944681317,60.0,2760.0,9147.0,2023-06-22
Stuttgart,474.0,9775.0,173.91097074968042,90.0,3480.0,13299.0,2023-06-22
Thüringen,940.0,9641.0,118.31351169064749,30.0,30600.0,17792.0,2023-06-22
Trier,151.0,3316.0,172.17366548042705,90.0,3690.0,4215.0,2023-06-22
Tübingen,386.0,6111.0,157.29298345693098,60.0,7650.0,8765.0,2023-06-22
Unterfranken,353.0,6009.0,124.03863511282333,60.0,4830.0,9085.0,2023-06-22
Weser-Ems,29.0,699.0,175.8566131025958,90.0,9150.0,809.0,2023-06-22
