region_name,section_count,delay_count,avg_delay,median_delay,max_delay,total_entries,date
Arnsberg,494.0,14514.0,124.37445445259542,60.0,4320.0,21538.0,2023-03-06
Berlin,82.0,6333.0,60.01054895534617,30.0,2340.0,9764.0,2023-03-06
Brandenburg,870.0,12544.0,76.39475739953129,30.0,3660.0,23042.0,2023-03-06
Braunschweig,135.0,1540.0,99.6679902260232,0.0,4170.0,3274.0,2023-03-06
Bremen,9.0,113.0,233.16666666666666,90.0,2250.0,126.0,2023-03-06
Chemnitz,307.0,4255.0,58.25568887050062,30.0,2040.0,7251.0,2023-03-06
Darmstadt,506.0,17032.0,189.50191570881225,90.0,4140.0,22707.0,2023-03-06
Dessau,180.0,3173.0,104.98033386691058,45.0,2160.0,4373.0,2023-03-06
Detmold,128.0,1774.0,97.64076543925776,0.0,2910.0,3449.0,2023-03-06
Dresden,346.0,6256.0,53.38977955911824,15.0,1770.0,11976.0,2023-03-06
Düsseldorf,433.0,24563.0,163.08441139415544,60.0,4080.0,32543.0,2023-03-06
Freiburg,387.0,4885.0,149.32568694798823,30.0,3930.0,8152.0,2023-03-06
Gießen,159.0,3284.0,184.67184141390015,90.0,2790.0,4187.0,2023-03-06
Halle,270.0,4178.0,117.7051575931232,30.0,2280.0,6980.0,2023-03-06
Hamburg,34.0,3818.0,86.6926727973895,30.0,2160.0,6742.0,2023-03-06
Hannover,258.0,7072.0,121.4656200317965,60.0,2340.0,10064.0,2023-03-06
Karlsruhe,691.0,20593.0,197.95991272512111,90.0,3570.0,27041.0,2023-03-06
Kassel,270.0,3947.0,141.98985153166697,60.0,4470.0,5321.0,2023-03-06
Koblenz,380.0,7450.0,152.53789210696772,60.0,4830.0,10807.0,2023-03-06
Köln,484.0,19054.0,151.8686910289052,60.0,4440.0,26708.0,2023-03-06
Leipzig,305.0,9285.0,72.370067170445,30.0,13560.0,14292.0,2023-03-06
Luneburg,136.0,2284.0,234.54667081518357,60.0,6420.0,3214.0,2023-03-06
Magdeburg,362.0,6064.0,207.54246692274862,30.0,8190.0,9372.0,2023-03-06
Mecklenburg-Vorpommern,544.0,4645.0,86.8453135040852,0.0,7350.0,10893.0,2023-03-06
Mittelfranken,421.0,10397.0,69.34967242406194,30.0,1500.0,16790.0,2023-03-06
Munster,212.0,5550.0,190.52539595849262,90.0,2940.0,7324.0,2023-03-06
Niederbayern,143.0,1829.0,63.48447383553766,15.0,1830.0,3478.0,2023-03-06
Oberbayern,871.0,41477.0,110.46196287383981,60.0,2760.0,58180.0,2023-03-06
Oberfranken,277.0,3036.0,84.80996602491506,45.0,1560.0,4415.0,2023-03-06
Oberpfalz,155.0,1206.0,100.06067415730337,90.0,2520.0,1780.0,2023-03-06
Rheinhessen-Pfalz,693.0,16017.0,158.88722517058378,75.0,4680.0,21104.0,2023-03-06
Saarland,250.0,6026.0,96.59503945885005,45.0,2670.0,8870.0,2023-03-06
Schleswig-Holstein,179.0,3083.0,114.11306873184898,30.0,3180.0,5165.0,2023-03-06
Schwaben,351.0,5529.0,212.80267686424475,60.0,4770.0,7845.0,2023-03-06
Stuttgart,499.0,10808.0,172.5479061754572,60.0,2580.0,15092.0,2023-03-06
Thüringen,912.0,8657.0,68.95646357099058,15.0,2760.0,17939.0,2023-03-06
Trier,141.0,3590.0,134.12692077429654,60.0,2610.0,5011.0,2023-03-06
Tübingen,383.0,5767.0,107.3920997436495,60.0,2970.0,8582.0,2023-03-06
Unterfranken,364.0,5400.0,62.59170487703209,30.0,5190.0,9596.0,2023-03-06
Weser-Ems,29.0,608.0,225.84413965087282,120.0,2520.0,802.0,2023-03-06
