eva,ds100,lat,lon,name,is_active_ris,is_active_iris,meta_evas,available_transports,number_of_events
104285,,50.126258,8.463315,"Münster Altes Rathaus, Kelkheim (Taunus)",True,False,[],['REGIONAL_TRAIN' 'BUS'],112.0
8100302,XALAH,47.477413,9.724285,Lauterach,True,True,[],['REGIONAL_TRAIN' 'CITY_TRAIN'],17852.0
8002222,KGE,51.513289,6.319336,Geldern,True,True,[],['REGIONAL_TRAIN'],41200.0
8002130,EFRM,51.499263,7.735929,Fröndenberg-Frömern,True,True,[],['REGIONAL_TRAIN'],24438.0
8005324,HBLB,51.619024,10.414607,Bad Lauterberg im Harz Barbis,True,True,[],['REGIONAL_TRAIN'],23266.0
181119,D181119,53.583121,9.752655,"Flerrentwiete (Nord), Hamburg",True,True,[],['BUS'],5364.0
8004724,NOBE,49.45579,10.355976,Ottenhofen-Bergel,True,True,[],['REGIONAL_TRAIN'],25518.0
8002524,FHGO,50.7408629,8.20225015,Haiger Obertor,True,True,[],['REGIONAL_TRAIN'],12070.0
5403779,XTZAN,50.712104,14.389716,Zandov,True,True,[],['REGIONAL_TRAIN'],14704.0
8003341,KKSM,50.3579608,7.59002388,Koblenz Stadtmitte,True,True,[ 230011 8071774],['REGIONAL_TRAIN'],108737.0
8101260,OANEG,48.020279,13.549311,Neukirchen-Gampern,True,True,[],['REGIONAL_TRAIN'],18436.0
8000468,FAG,49.771375,8.116579,Albig,True,True,[],['REGIONAL_TRAIN'],51962.0
8003966,KMD,50.779917,7.149549,Menden(Rheinl),True,True,[396321],['REGIONAL_TRAIN'],49628.0
124528,D124528,49.806161,8.607947,"Bahnhof, Pfungstadt",True,True,[],['BUS'],736.0
561113,D561113,49.002555,9.501364,"Marktplatz, Sulzbach an der Murr",True,True,[ 562260 8005795],['REGIONAL_TRAIN' 'BUS' 'SHUTTLE'],260.0
110212,,49.244416,6.970493,"Cottbuser Platz (Ersatzh.), Saarbrücken",True,False,[],[],
110212,,49.244416,6.970493,"1102 AA Amsterdam, Daalwijk",False,False,[],[],
696961,ASUES,54.638496,9.786616,"Schulzentrum, Süderbrarup",True,True,[],['BUS'],97.0
940312,D940312,48.914652,8.672264,"Bahnhof, Ispringen",True,True,[],['BUS'],160.0
8000956,EBIS,51.965118,8.520335,Bielefeld-Senne,True,True,[],['REGIONAL_TRAIN'],35288.0
8011700,UGN,51.2291337,10.9414762,Greußen,True,True,[],['REGIONAL_TRAIN'],22307.0
954883,,51.726988,11.144449,"Gernrode (Harz) Rathenaustr., Quedlinburg",True,False,[],['BUS'],
8000887,ERES,51.562965,7.195754,Recklinghausen Süd,True,True,[],['REGIONAL_TRAIN' 'CITY_TRAIN'],101873.0
332497,D332497,53.982362,14.077684,"Schmollensee, Pudagla",True,True,[],['BUS'],2.0
8800020,XBJ,50.160355,5.266763,Rochefort-Jemelle,True,True,[],['INTERCITY_TRAIN' 'REGIONAL_TRAIN'],14722.0
701461,D701461,53.999077,10.168657,"Bahnhof/Klinik, Rickling",True,True,[8005080],['REGIONAL_TRAIN' 'BUS' 'SHUTTLE'],7594.0
8089063,BGAS,52.413028,13.573497,Berlin-Grünau,True,True,[],['REGIONAL_TRAIN' 'CITY_TRAIN'],182044.0
8071804,DCAN,50.8291727,12.924204,Chemnitz Annenstraße,True,True,[],['REGIONAL_TRAIN'],58960.0
8100140,XAEB,47.407036,13.396431,Eben im Pongau,True,True,[],['INTER_REGIONAL_TRAIN' 'REGIONAL_TRAIN'],
8011820,UH,50.418476,11.686006,Harra,True,True,[],['REGIONAL_TRAIN'],10850.0
5300006,XUPV,44.924576,25.994682,Ploiesti Vest,True,True,[],['INTERCITY_TRAIN'],14.0
8000355,KBEE,50.951706,6.646302,Bergheim(Erft),True,True,[],['REGIONAL_TRAIN'],40915.0
8011519,UEH,50.874563,10.232251,Ettenhausen,True,True,[],['REGIONAL_TRAIN'],25196.0
8004845,MPKG,48.406222,13.313164,Pocking,True,True,[],['REGIONAL_TRAIN'],23657.0
8003560,MLAW,48.490447,10.847966,Langweid(Lech),True,True,[780900],['REGIONAL_TRAIN'],38258.0
8006101,MVG,48.7394368,11.6089118,Vohburg-Rockolding,True,True,[],['REGIONAL_TRAIN'],27906.0
8100957,OAHND,48.039641,15.767896,Hainfeld,True,True,[],['REGIONAL_TRAIN'],49.0
8004527,KOE,50.719911,7.659393,Obererbach,True,True,[],['REGIONAL_TRAIN'],31006.0
8005122,NRTM,50.295736,11.050672,Rödental Mitte,True,True,[],['REGIONAL_TRAIN'],29184.0
625561,D625561,48.288413,11.581998,"Lohhof Bahnhof (Südseite), Unterschleißheim",True,True,[8003735],['REGIONAL_TRAIN' 'BUS' 'SHUTTLE'],89.0
8006700,TSMI,48.776229,9.172925,Stuttgart Stadtmitte,True,True,[373069 559668],['CITY_TRAIN'],445946.0
961585,LJEBB,51.984119,12.349559,"Jeber-Bergfrieden Bahnhof (Bus), Coswig (Anhalt)",True,True,[],['BUS'],66.0
8400087,PNABM,50.896209,5.953086,Heerlen Woonboulevard,True,True,[],['INTER_REGIONAL_TRAIN' 'REGIONAL_TRAIN'],
711442,D711442,51.345044,9.476041,"Berliner Straße, Kassel",True,True,[],['TRAM'],78.0
724288,D724288,48.767958,8.336051,"Bahnhof, Gernsbach",True,True,[],['BUS' 'SHUTTLE'],38.0
8000585,SLN,49.901372,7.899887,Langenlonsheim,True,True,[],['REGIONAL_TRAIN'],30783.0
8502105,XSOS,47.407446,8.214782,Othmarsingen,True,True,[],['CITY_TRAIN'],
8100185,OAFR,47.434531,16.053496,Friedberg in der Steiermark,True,True,[],['REGIONAL_TRAIN'],
8400097,ONBED,51.89943,5.195277,Beesd,True,True,[],['REGIONAL_TRAIN'],
5402909,OTSTE,50.61691,13.969571,Stadice,True,True,[],['INTER_REGIONAL_TRAIN'],426.0
8000765,RBWF,49.229744,9.167297,Bad Wimpfen,True,True,[],['REGIONAL_TRAIN' 'CITY_TRAIN'],52810.0
8000661,MAHZ,48.352977,10.943376,Augsburg-Hochzoll,True,True,[],['REGIONAL_TRAIN'],176797.0
459959,D459959,50.535367,7.05871,"Marienthal Trotzenberg, Bad Neuenahr-Ahrweiler",True,True,[],['REGIONAL_TRAIN' 'BUS' 'SHUTTLE'],49536.0
8001741,HELV,52.211875,9.626528,Völksen/Eldagsen,True,True,[],['CITY_TRAIN'],48881.0
8003810,FMAS,49.982405,9.085739,Mainaschaff,True,True,[],['REGIONAL_TRAIN'],35914.0
8006636,HBSI,53.677109,7.574923,Bensersiel,True,True,[],['BUS'],
8010392,WZ,54.075564,13.903359,Zinnowitz,True,True,[],['REGIONAL_TRAIN'],44095.0
8000834,MBZ,47.6755453,12.0111573,Bayrischzell,True,True,[],['REGIONAL_TRAIN'],13052.0
8001898,EENW,51.454497,6.979798,Essen West,True,True,[369643],['REGIONAL_TRAIN' 'CITY_TRAIN'],199121.0
362292,,48.984778,8.781715,Maulbronn West,True,False,[],['BUS'],
694845,,53.559203,10.038305,"Bürgerweide (Ost), Hamburg",True,False,[],['BUS'],972.0
8012462,DNK,50.771031,12.893604,Neukirchen-Klaffenbach,True,True,[],['REGIONAL_TRAIN'],40026.0
8005577,FSI,50.6497717,8.32512617,Sinn,True,True,[],['REGIONAL_TRAIN'],28850.0
5100295,OPDBR,52.617786,14.707986,Dabroszyn,True,True,[],[],
8003474,AKH,54.310569,10.098596,Kiel-Hassee CITTI-PARK,True,True,[8071985],['REGIONAL_TRAIN'],43695.0
8079720,WE  B,52.833254,13.798086,Eberswalde Busbahnhof,True,True,[8010093],['REGIONAL_TRAIN'],2197.0
961588,LR  B,51.884678,12.237834,"Roßlau (Elbe) Bahnhof (Bus), Dessau-Roßlau",True,True,[],['BUS' 'SHUTTLE'],76.0
443673,KBBGP,50.683699,7.158302,"Bad Godesberg Bahnhof/Ria-Maternus-Platz, Bonn",True,True,[8001082  802551  802552],['REGIONAL_TRAIN' 'BUS' 'SHUTTLE'],950.0
910185,EWRNS,51.664827,7.63481,"Stadthaus, Werne",True,True,[],['BUS' 'SHUTTLE'],
8601417,XDLA,56.124823,9.717548,Laven st,True,True,[],[],1166.0
255101,,49.77998,6.687499,"Pfalzel Philosophenweg, Trier",True,False,[],['BUS'],
8400024,XNAOO,52.403219,5.300215,Almere Oostvaarders,True,True,[],['REGIONAL_TRAIN'],
5400904,XTDOM,49.435678,12.924718,Domazlice mesto,True,True,[],['REGIONAL_TRAIN'],776.0
5400031,XTT,49.414083,14.677554,Tabor,True,True,[],['INTERCITY_TRAIN' 'INTER_REGIONAL_TRAIN'],7660.0
721649,RLBB,48.909728,8.499572,"Langensteinbach St. Barbara, Karlsbad",True,True,[940395],['CITY_TRAIN'],49168.0
8002784,KHER,51.104316,6.367399,Herrath,True,True,[],['REGIONAL_TRAIN'],26890.0
5400119,XTZY,50.639939,15.265708,Zelezny Brod,True,True,[5499794],['REGIONAL_TRAIN'],41988.0
8002935,FHF,50.084471,8.443842,Hofheim(Taunus),True,True,[104199],['REGIONAL_TRAIN' 'CITY_TRAIN'],106558.0
8100012,XAAS,48.121606,14.878112,Amstetten NÖ,True,True,[],"['HIGH_SPEED_TRAIN' 'INTERCITY_TRAIN' 'INTER_REGIONAL_TRAIN' 'REGIONAL_TRAIN']",41648.0
8509267,OSFT,46.787666,10.258033,Ftan Baraigla,True,True,[],['REGIONAL_TRAIN'],
8000473,TAE,48.21029,9.026962,Albstadt-Ebingen,True,True,[],['REGIONAL_TRAIN'],30787.0
8011205,WBLS,53.408174,13.262907,Blankensee(Meckl),True,True,[],['REGIONAL_TRAIN'],15590.0
882605,PQORW,48.274022,7.790522,"Orschweier Bahnhof, Mahlberg",True,True,[8004683],['REGIONAL_TRAIN' 'BUS'],1236.0
8007868,SLCJ,49.4072594,6.89182341,Lebach-Jabach,True,True,[],['REGIONAL_TRAIN' 'TRAM'],17358.0
5401877,OTLUY,49.548933,13.314682,Luzany,True,True,[],['REGIONAL_TRAIN'],632.0
8001373,MDAR,47.8707982,11.7772526,Darching,True,True,[],['REGIONAL_TRAIN'],31880.0
8001015,TBLS,48.414596,9.919326,Blaustein,True,True,[492567],['REGIONAL_TRAIN'],41396.0
8010205,LL,51.3454712,12.3820639,Leipzig Hbf,True,True,[8071472 8098205  956291],"['HIGH_SPEED_TRAIN' 'INTERCITY_TRAIN' 'INTER_REGIONAL_TRAIN' 'REGIONAL_TRAIN' 'CITY_TRAIN']",181992.0
731644,,52.492997,13.370624,"Yorckstr. (S+U), Berlin",True,False,[],[],
8087035,WALWF,54.256601,12.569156,Altenwillershagen Feuerwehr,True,True,[8011027],['REGIONAL_TRAIN'],68.0
8000333,RHA,48.284924,8.181665,Hausach,True,True,[815217],['REGIONAL_TRAIN'],57783.0
8010213,WLK,53.4561,14.215417,Löcknitz,True,True,[],['REGIONAL_TRAIN'],11313.0
8079081,SDAS,49.148557,7.777208,Dahn Süd,True,True,[],['REGIONAL_TRAIN'],738.0
5401419,OTKME,50.756601,14.066707,Kamenec,True,True,[],['REGIONAL_TRAIN'],1036.0
8004497,FORA,49.8320486,8.7437439,Ober Ramstadt,True,True,[],['REGIONAL_TRAIN'],36510.0
8400384,XNLL,52.146692,4.492736,Leiden Lammenschans,True,True,[],['REGIONAL_TRAIN'],
8012163,DLW,51.036251,14.153669,Langenwolmsdorf,True,True,[],['REGIONAL_TRAIN'],19250.0
8800083,XBLR,51.135855,4.55998,Lier(B),True,True,[],['INTERCITY_TRAIN' 'REGIONAL_TRAIN'],3544.0
8007447,TLSH,48.579867,9.371531,Linsenhofen,True,True,[],['REGIONAL_TRAIN'],29568.0
8071177,LGKLB,51.418502,12.158393,Großkugel Beuditzer Weg,True,True,[8011752],['REGIONAL_TRAIN'],1331.0
8400359,XNKE,51.931518,5.583388,Kesteren,True,True,[],['REGIONAL_TRAIN'],
561455,PQWDZ,48.673454,9.37445,"ZOB, Wendlingen am Neckar",True,True,[8006331],['REGIONAL_TRAIN' 'BUS'],2044.0
8011320,DCB,51.0850426,13.6321235,Cossebaude,True,True,[],['REGIONAL_TRAIN'],25117.0
940322,D940322,48.868547,8.508914,"Ittersbach Baumgartenstraße, Karlsbad",True,True,[8007014],['REGIONAL_TRAIN' 'BUS'],360.0
8013046,LSV,52.595836,11.87129,Stendal Vorbf,True,True,[],['REGIONAL_TRAIN'],25644.0
8005525,ESEM,51.706644,7.453406,Selm,True,True,[],['REGIONAL_TRAIN'],23810.0
8000380,TGL,48.894221,10.128254,Goldshöfe,True,True,[420315],['REGIONAL_TRAIN'],48432.0
8001318,HCAL,52.427559,10.624914,Calberlah,True,True,[],['REGIONAL_TRAIN'],30304.0
720743,D720743,49.13993,9.240853,"Pfühlpark, Heilbronn",True,True,[],[],3.0
110570,,50.961693,7.004856,"Mülheim Wiener Platz, Köln",True,False,[],['TRAM'],
8005867,ATB,54.219487,9.019229,Tiebensee,True,True,[],['REGIONAL_TRAIN'],26218.0
8075967,FAH S,49.98695,7.865308,Assmannshausen KD,True,True,[8000635],['FERRY'],
8602553,XDTI,54.936171,9.258234,Tinglev st,True,True,[],['INTERCITY_TRAIN'],10821.0
8012148,LLAS,51.504396,12.172315,Landsberg(b. Halle/Saale) Süd,True,True,[],['CITY_TRAIN'],2990.0
8006358,HWES,52.081543,10.034206,Wesseln,True,True,[],['REGIONAL_TRAIN'],24174.0
8005008,MRS,48.471197,11.510203,Reichertshausen(Ilm),True,True,[],['REGIONAL_TRAIN'],28882.0
8000427,EKIR,50.806576,7.880509,Kirchen,True,True,[],['REGIONAL_TRAIN'],67174.0
8800485,XBMIZ,50.397955,4.390745,Marchienne-Zone,True,True,[],['REGIONAL_TRAIN'],7730.0
8001090,TBP,48.855153,10.351707,Bopfingen,True,True,[826148],['REGIONAL_TRAIN'],24015.0
8003032,AY,54.764372,9.575505,Husby,True,True,[696515],['REGIONAL_TRAIN'],25098.0
111190,,48.110573,11.577739,"Wettersteinplatz, München",True,False,[],[],
8071529,FBEZO,50.538519,8.005009,Berzhahn Ortsmitte,True,True,[],[],
8004923,NRAF,49.5042624,10.8459896,Raindorf,True,True,[],['REGIONAL_TRAIN'],26608.0
8001848,NERL,49.803633,9.154436,Erlenbach(Main),True,True,[],['REGIONAL_TRAIN'],37155.0
8001812,SEP,49.408657,6.967189,Eppelborn,True,True,[],['REGIONAL_TRAIN'],26503.0
421679,D421679,49.634775,9.853908,"Oberwittighausen Abzw. Kirchheim, Wittighausen",True,True,[8002195],['REGIONAL_TRAIN' 'BUS'],6.0
8100138,XARA,47.384238,13.467809,Radstadt,True,True,[],['INTERCITY_TRAIN' 'INTER_REGIONAL_TRAIN' 'REGIONAL_TRAIN'],3872.0
8005169,MRAI,47.851651,12.089467,Rosenheim Aicherpark,True,True,[],['REGIONAL_TRAIN'],33692.0
8001828,SED,49.998685,6.570958,Bitburg-Erdorf,True,True,[457972],['REGIONAL_TRAIN'],23614.0
8017422,DRDFH,50.743048,12.675725,Hohndorf Mitte,True,True,[],['REGIONAL_TRAIN'],18114.0
895876,D895876,53.497301,10.003847,"Inselpark, Hamburg",True,True,[8002561],['REGIONAL_TRAIN' 'BUS'],607.0
8007066,ASPS,53.781294,9.685207,Sparrieshoop,True,True,[],['REGIONAL_TRAIN'],46166.0
494387,D494387,48.449504,8.728183,"Mühlen Bahnhof, Horb am Neckar",True,True,[],['BUS'],4616.0
8012684,WPRO,54.43006,13.574515,Prora Ost,True,True,[100453],['REGIONAL_TRAIN'],20914.0
8400171,XNDZ,53.334022,6.924431,Delfzijl,True,True,[],['REGIONAL_TRAIN'],
8017412,DC  S,50.839411,12.927041,Chemnitz Schillerplatz,True,True,[],[],
8502300,PSASP,47.168276,8.516937,"Zug(CH), Postplatz",True,True,[],['CITY_TRAIN'],
8000013,MA,48.365441,10.88557,Augsburg Hbf,True,True,[781966],"['HIGH_SPEED_TRAIN' 'INTERCITY_TRAIN' 'INTER_REGIONAL_TRAIN' 'REGIONAL_TRAIN']",301532.0
8005640,ASP,53.309429,9.812245,Sprötze,True,True,[],['REGIONAL_TRAIN'],30593.0
750556,D750556,48.212791,8.998137,"Ebingen Schalksburgschule, Albstadt",True,True,[],['BUS' 'SHUTTLE'],
8004429,FKON,50.114623,8.687098,Frankfurt(M)Konstablerwache,True,True,[344291 344293],['CITY_TRAIN'],559907.0
8001954,RFN,47.66156,7.839425,Fahrnau,True,True,[],['CITY_TRAIN'],45774.0
8100107,XAST,47.08922,11.46983,Steinach in Tirol,True,True,[],['REGIONAL_TRAIN' 'CITY_TRAIN'],6028.0
8071268,DEG S,50.7847058,12.620602,St. Egidien Lungwitzer Straße/Sparkasse,True,True,[],[],234.0
8701970,OFSH,48.796237,7.989192,Sessenheim,True,True,[],['REGIONAL_TRAIN'],268.0
167521,D167521,48.441971,8.689356,"Bahnhof, Horb am Neckar",True,True,[ 492135 8000177],['REGIONAL_TRAIN'],
8012766,URIE,51.484021,11.379856,Riestedt,True,True,[],['REGIONAL_TRAIN' 'CITY_TRAIN'],9322.0
368293,D368293,51.335619,7.381322,"Am Schultenhof, Gevelsberg",True,True,[8001943],['REGIONAL_TRAIN' 'BUS'],290.0
8001417,KDEA,50.529648,7.041527,Dernau,True,True,[],[],16.0
8011482,BEZ,52.20405,12.954911,Elsholz,True,True,[735682],['REGIONAL_TRAIN'],22432.0
839428,,49.179059,7.037073,"Bübingen Bahnhof, Saarbrücken",True,False,[],['BUS'],
8004919,HRAH,52.432902,8.623836,Rahden,True,True,[],['REGIONAL_TRAIN'],10728.0
8700187,XFAP,49.458787,6.371969,Apach(Moselle),True,True,[],['REGIONAL_TRAIN'],796.0
810406,D810406,48.635778,9.800296,"Löwen, Kuchen",True,True,[8003461],['REGIONAL_TRAIN' 'BUS'],136.0
8003967,EMED,51.435271,7.792084,Menden(Sauerland),True,True,[],['REGIONAL_TRAIN'],32936.0
5402201,OTNOK,49.334541,18.177429,Novy Hrozenkov,True,True,[],['REGIONAL_TRAIN'],11026.0
502502,D502502,47.660442,8.366073,Wutöschingen Mitte,True,True,[],['BUS'],
8011871,UHN,50.425133,10.717828,Hildburghausen,True,True,[],['REGIONAL_TRAIN'],23105.0
698513,,54.088339,9.64945,"ZOB, Hohenwestedt",True,False,[],['BUS' 'SHUTTLE'],
370204,PQKDM,48.998837,8.341087,"Daxlanden Thomas-Mann-Straße, Karlsruhe",True,True,[720563],['CITY_TRAIN' 'TRAM'],33244.0
492152,D492152,48.475853,8.973274,"Kiebingen Löwen, Rottenburg am Neckar",True,True,[],['BUS'],44.0
8071034,KBROR,50.487299,7.327933,Brohl Rheinanlagen,True,True,[],['REGIONAL_TRAIN'],3.0
780428,D780428,48.355593,10.776379,"Diedorf Bahnhof, Diedorf Markt",True,True,[8001439],['REGIONAL_TRAIN' 'BUS'],126.0
8004970,HRFD,52.838685,8.391291,Rechterfeld,True,True,[],['REGIONAL_TRAIN'],25354.0
8002667,MHHM,47.750412,11.840257,Hausham,True,True,[],['REGIONAL_TRAIN'],32930.0
8002635,FHAT,50.013663,8.0568,Hattenheim,True,True,[],['REGIONAL_TRAIN'],42590.0
8010403,BCHB,52.5042126,13.3023298,Berlin-Charlottenburg,True,True,[8089165],['INTER_REGIONAL_TRAIN' 'REGIONAL_TRAIN' 'CITY_TRAIN'],122190.0
207902,D207902,50.131719,8.576261,"Eschborn Süd Wilhelm-Fay-Straße Nord, Frankfurt a.",True,True,[],[],
8012423,LNI,51.752368,11.084893,Neinstedt,True,True,[],['REGIONAL_TRAIN'],25690.0
5402744,XTRE,50.642648,13.800925,Retenice,True,True,[],['INTER_REGIONAL_TRAIN' 'REGIONAL_TRAIN'],24928.0
8011031,WAH,54.090442,11.922341,Althof,True,True,[],['REGIONAL_TRAIN'],30208.0
8005590,KSS,51.163206,7.128182,Solingen-Schaberg,True,True,[],['CITY_TRAIN'],65840.0
675226,D675226,49.119803,11.769709,"Mausheim Abzw., Beratzhausen",True,True,[],['BUS'],106.0
5400240,XTNRZ,50.291112,12.755986,Nova Role zastavka,True,True,[],['REGIONAL_TRAIN'],2888.0
656150,D656150,51.351903,7.422608,"Heubing Bahnhof, Hagen (Westf)",True,True,[8002512],['REGIONAL_TRAIN' 'BUS'],272.0
5600030,XYPU,49.113593,18.327411,Puchov,True,True,[],['REGIONAL_TRAIN'],1516.0
8002766,THC,48.625634,10.170334,Herbrechtingen,True,True,[],['REGIONAL_TRAIN'],29294.0
8100204,OAAB,46.7581581,12.5291455,Abfaltersbach/Drau Bahnhst,True,True,[],['CITY_TRAIN'],16082.0
8303941,PIBN,46.800625,11.9367313,Brunico Nord/Bruneck Nord,True,True,[],['REGIONAL_TRAIN'],13996.0
8007893,HBKM,53.185254,8.595206,Klinikum Bremen-Nord/Beckedorf,True,True,[],['CITY_TRAIN'],53232.0
453019,PQREB,50.577468,7.229661,"Bahnhof, Remagen",True,True,[8000310],['REGIONAL_TRAIN' 'BUS' 'SHUTTLE'],10649.0
8000660,MAMS,48.355089,10.892948,Augsburg Morellstr.,True,True,[],['REGIONAL_TRAIN'],70098.0
8300358,XIAE,43.8707,7.553207,Airole,True,True,[],['REGIONAL_TRAIN'],5430.0
321150,D321150,53.457822,11.430464,"Bahnhof, Rastow",True,True,[],['BUS' 'SHUTTLE'],230.0
8001392,HDEH,52.432215,10.23873,Dedenhausen,True,True,[],['REGIONAL_TRAIN'],30465.0
8700057,XFMBN,44.014278,1.341266,Montauban Ville Bourbon,True,True,[],"['HIGH_SPEED_TRAIN' 'INTERCITY_TRAIN' 'INTER_REGIONAL_TRAIN' 'REGIONAL_TRAIN']",
8003256,MKIG,48.9913789,11.3785029,Kinding(Altmühltal),True,True,[],['REGIONAL_TRAIN'],22381.0
724095,D724095,48.911091,8.258065,Bietigheim (Baden) Bahnhof,True,True,[8000963],['REGIONAL_TRAIN' 'SHUTTLE'],7898.0
8006104,HVOLM,52.10495,9.57255,Marienau,True,True,[],['REGIONAL_TRAIN'],23248.0
8400696,XNWI,53.139234,7.034887,Winschoten,True,True,[],['INTER_REGIONAL_TRAIN' 'REGIONAL_TRAIN'],
967059,D967059,50.418496,11.964557,"Gutenfürst Warte, Weischlitz",True,True,[],['BUS' 'SHUTTLE'],19.0
8000288,FWB,50.048829,8.236423,Wiesbaden-Biebrich,True,True,[],['REGIONAL_TRAIN'],48100.0
8070283,TWBK,48.748755,8.550459,Bad Wildbad Kurpark,True,True,[],['CITY_TRAIN'],16314.0
8003553,KLAW,50.817909,6.353467,Langerwehe,True,True,[],['REGIONAL_TRAIN' 'CITY_TRAIN'],86317.0
8010014,UBL,50.682648,11.275498,Bad Blankenburg(Thüringerw),True,True,[],['REGIONAL_TRAIN'],24426.0
731934,,52.439009,13.387725,"Alt Mariendorf, Berlin",True,False,[],[],
8089308,WBI B,54.400682,13.608276,Ostseebad Binz Busbf,True,True,[],[],
8001886,KE,50.813532,6.251937,Eschweiler Hbf,True,True,[],['REGIONAL_TRAIN' 'CITY_TRAIN'],53410.0
8013124,DTFN,51.390689,13.413904,Tiefenau,True,True,[],['REGIONAL_TRAIN'],16174.0
5500853,,47.175921,21.626348,Mezöpeterd,True,False,[],[],
8010181,LJW,52.500297,12.029388,Jerichow,True,True,[],[],
8004700,NOS,48.695474,13.018705,Osterhofen(Nby),True,True,[],['REGIONAL_TRAIN'],27278.0
8004093,AMM,54.872142,8.432464,Morsum,True,True,[],['REGIONAL_TRAIN'],33789.0
8003738,HLON,52.665326,8.229292,Lohne(Oldb),True,True,[],['REGIONAL_TRAIN'],25250.0
8001029,RRD,47.855541,8.607543,Blumberg-Riedöschingen,True,True,[],['REGIONAL_TRAIN'],7298.0
8506193,XSKH,47.572274,9.169794,Kehlhof,True,True,[8510943],['CITY_TRAIN'],42108.0
8001783,NEK,49.55503,10.710412,Emskirchen,True,True,[],['REGIONAL_TRAIN' 'CITY_TRAIN'],49608.0
8600285,XDBV,55.623852,8.459927,Boulevarden st,True,True,[],[],1076.0
8503424,XSS,47.698282,8.632756,Schaffhausen,True,True,[8503495],['INTERCITY_TRAIN' 'REGIONAL_TRAIN' 'CITY_TRAIN'],109047.0
8010081,UDST,51.084886,10.813398,Döllstädt,True,True,[],['REGIONAL_TRAIN'],23088.0
8002546,RHL,47.6108308,7.6136523,Haltingen,True,True,[499405],['REGIONAL_TRAIN'],34216.0
730737,,52.517909,13.342059,"Hansaplatz (U), Berlin",True,False,[],['SUBWAY' 'BUS'],
5100298,OPBGD,52.689212,15.078626,Bogdaniec,True,True,[],[],
8515994,PSASU,47.156581,8.512292,"Zug(CH), Fridbach",True,True,[],['CITY_TRAIN'],
8010404,BSPD,52.5346481,13.1968975,Berlin-Spandau,True,True,[8089083],"['HIGH_SPEED_TRAIN' 'INTERCITY_TRAIN' 'INTER_REGIONAL_TRAIN' 'REGIONAL_TRAIN' 'CITY_TRAIN']",278616.0
5101493,XPJEZ,51.23388,16.102535,Jezierzany,True,True,[],['REGIONAL_TRAIN'],652.0
8002798,RHXB,49.509491,8.190044,Herxheim am Berg,True,True,[],['REGIONAL_TRAIN'],49290.0
962959,D962959,52.147448,11.641344,"S-Bahnhof Neustadt (Bus), Magdeburg",True,True,[],['TRAM' 'BUS' 'SHUTTLE'],
518282,,49.481445,8.450093,"Berliner Platz, Ludwigshafen am Rhein",True,False,[],[],
518282,,49.481445,8.450093,"Hemmet/B518, Wehr (Baden)",False,False,[],['BUS'],
800182,D800182,48.52136,9.949764,"Bahnhof, Westerstetten",True,True,[],['BUS'],394.0
8002685,RHKA,49.415237,8.720887,Heidelberg-Altstadt,True,True,[],['REGIONAL_TRAIN' 'CITY_TRAIN'],120611.0
5401809,OTLOM,50.593245,13.661212,Lom u Mostu,True,True,[5401810],['INTER_REGIONAL_TRAIN' 'REGIONAL_TRAIN'],3852.0
8011703,LGB,51.880576,12.522977,Griebo,True,True,[],['REGIONAL_TRAIN'],24292.0
8100083,XARB,46.531292,14.035515,Rosenbach bei Villach,True,True,[],['INTER_REGIONAL_TRAIN' 'CITY_TRAIN'],845.0
8100267,XAHA,47.479858,9.688131,Hard-Fussach,True,True,[],['REGIONAL_TRAIN' 'CITY_TRAIN'],
8502201,XSGNR,47.121189,8.394436,Gisikon-Root,True,True,[],['INTER_REGIONAL_TRAIN' 'REGIONAL_TRAIN' 'CITY_TRAIN'],
8000503,FBL,49.688881,8.450413,Biblis,True,True,[],['REGIONAL_TRAIN' 'CITY_TRAIN'],38912.0
8087032,WRI B,54.239667,12.438031,Ribnitz-Damgarten West (Bahnhofsvorplatz),True,True,[8012763],['REGIONAL_TRAIN'],26.0
5400241,XTSR,50.245795,12.835762,Stara Role,True,True,[],['REGIONAL_TRAIN'],2858.0
8012801,WRHP,54.085243,12.10789,Rostock Parkstraße,True,True,[],['CITY_TRAIN'],122098.0
8516155,PSAXG,46.187092,6.125431,Lancy Pont-Rouge,True,True,[],['REGIONAL_TRAIN'],127347.0
8005241,SSO,49.230425,7.018788,Saarbrücken Ost,True,True,[837234],['REGIONAL_TRAIN'],52170.0
722047,D722047,48.890199,8.312758,Malsch (Kreis Karlsruhe) Süd,True,True,[],[],4.0
8005955,TU  F,48.402726,9.958849,Ulm-Söflingen,True,True,[801223],['REGIONAL_TRAIN'],39650.0
8300104,XIDT,46.724851,12.22551,Dobbiaco/Toblach,True,True,[],['REGIONAL_TRAIN'],13994.0
8003770,NLUS,50.486583,11.382989,Ludwigsstadt,True,True,[],['INTERCITY_TRAIN' 'REGIONAL_TRAIN'],29069.0
8070894,TTAW,48.867703,9.632301,Tannwald,True,True,[],[],
8004694,KMBO,51.269017,6.625981,Meerbusch-Osterath,True,True,[],['REGIONAL_TRAIN'],80811.0
8002235,RGB,48.4046588,8.01019192,Gengenbach,True,True,[570789],['REGIONAL_TRAIN'],48090.0
