eva,ds100,lat,lon,name,is_active_ris,is_active_iris,meta_evas,available_transports,number_of_events
8400136,ONBRM,52.090422,6.146763,Brummen,True,True,[],['REGIONAL_TRAIN'],
148839,D148839,52.406058,13.824997,"Fangschleuse Bahnhof, Grünheide (Mark)",True,True,[],['BUS'],1946.0
8010364,LWEG,51.871583,11.168551,Wegeleben,True,True,[],['REGIONAL_TRAIN'],37320.0
8000525,FATF,50.450898,9.849726,Altenfeld(Rhön),True,True,[],['REGIONAL_TRAIN'],22062.0
8503211,XSAD,47.194083,8.822714,Altendorf(CH),True,True,[],['CITY_TRAIN'],
8003363,KKW,50.9428861,6.93339653,Köln West,True,True,[],['REGIONAL_TRAIN'],91885.0
102669,D102669,49.74023,8.613999,"Alsbach Am Hinkelstein, Alsbach-Hähnlein",True,True,[8002498],['REGIONAL_TRAIN' 'TRAM' 'BUS'],32.0
8101154,OALIM,48.592361,15.863304,Limberg-Maissau,True,True,[],['REGIONAL_TRAIN'],8572.0
8300390,XIVNN,44.244723,7.53608,Vernante,True,True,[],['REGIONAL_TRAIN'],5420.0
8400334,XNHGK,52.690443,5.183133,Hoogkarspel,True,True,[],['INTERCITY_TRAIN' 'REGIONAL_TRAIN'],
500202,D500202,50.848613,8.78657,"Bahnhof Kasseler Straße, Cölbe",True,True,[],[],
8071842,BAHRA,52.5817612,13.579174,Ahrensfelde Kirschenallee,True,True,[ 727591 8011004],['REGIONAL_TRAIN'],384.0
8071079,D8071079,49.704382,11.11546,Gosberg Kirche,True,True,[],[],
8000677,KBA,51.0329743,6.27280712,Hückelhoven-Baal,True,True,[],['REGIONAL_TRAIN'],52244.0
5499740,D5499740,50.74396,14.530275,Skalice u Ceske Lipy stred,True,True,[],[],580.0
8010129,DGL,50.828524,12.548646,Glauchau(Sachs),True,True,[],['REGIONAL_TRAIN'],76846.0
8700293,XFBOW,47.85702,7.267578,Bollwiller(Lutterb),True,True,[],['REGIONAL_TRAIN'],566.0
561247,PQSZO,48.828782,9.165951,"Ohmstraße (Zuffenhausen Bf), Stuttgart",True,True,[8005778],['REGIONAL_TRAIN' 'BUS'],732.0
8003906,AMA,53.403815,10.065662,Maschen,True,True,[],['REGIONAL_TRAIN'],29813.0
8001384,KDAT,50.80916,7.546252,Dattenfeld(Sieg),True,True,[],['REGIONAL_TRAIN' 'CITY_TRAIN'],47892.0
8000238,ALBG,53.249656,10.41989,Lüneburg,True,True,[599963],"['HIGH_SPEED_TRAIN' 'INTERCITY_TRAIN' 'INTER_REGIONAL_TRAIN' 'REGIONAL_TRAIN']",86289.0
8006666,NZIK,49.450029,10.945303,Zirndorf Kneippallee,True,True,[],['REGIONAL_TRAIN'],39492.0
8100968,OAHOS,47.758845,15.83417,Hochschneeberg Bergbahnhof,True,True,[],['REGIONAL_TRAIN'],1735.0
8700121,XFTC,50.716575,3.168172,Tourcoing,True,True,[],['HIGH_SPEED_TRAIN' 'INTERCITY_TRAIN' 'REGIONAL_TRAIN'],17966.0
8089038,BSC,52.398837,13.389303,Berlin Schichauweg,True,True,[],['CITY_TRAIN'],165699.0
8002978,HHZH,52.289097,8.545854,Bad Holzhausen,True,True,[],['REGIONAL_TRAIN'],21484.0
8002651,MHPH,48.180467,10.38243,Haupeltshofen,True,True,[],['REGIONAL_TRAIN'],13396.0
8300102,XIMZ,46.207267,11.128423,Mezzocorona,True,True,[],['REGIONAL_TRAIN'],1086.0
977722,D977722,50.945455,14.888965,"Hirschfelde Am Markt, Zittau",True,True,[8011878],['REGIONAL_TRAIN' 'BUS'],766.0
8001362,EDAK,51.25186,7.517001,Dahlerbrück,True,True,[],['REGIONAL_TRAIN'],25716.0
8071773,KKOLB,50.36653,7.59386,Koblenz-Lützel Balduinbrücke,True,True,[],[],2498.0
8005217,RRZH,49.160871,8.290446,Rülzheim Bf,True,True,[362451],['CITY_TRAIN'],45174.0
8079308,FFZBS,51.1237345,9.28121733,Fritzlar Berliner Straße,True,True,[],[],
8000619,NASU,49.968465,9.152586,Aschaffenburg Süd,True,True,[],['REGIONAL_TRAIN'],26692.0
732552,,52.529787,13.40141,"Rosenthaler Platz (U), Berlin",True,False,[],['SUBWAY' 'TRAM' 'BUS'],
8070807,NKCK,48.689385,13.453011,Kalteneck,True,True,[],['REGIONAL_TRAIN'],602.0
8010113,BFP,52.336416,14.546496,Frankfurt(Oder),True,True,[ 740167 8071291],['INTERCITY_TRAIN' 'REGIONAL_TRAIN'],84298.0
8089380,HHI Z,52.158911,9.952157,Hildesheim Hbf ZOB,True,True,[],[],970.0
8002504,AHAF,54.054189,10.742682,Haffkrug,True,True,[130146],['REGIONAL_TRAIN'],62980.0
646747,D646747,50.883779,11.594882,"Göschwitz Bahnhof, Jena",True,True,[8010133],['REGIONAL_TRAIN' 'TRAM' 'BUS' 'SHUTTLE'],193.0
248174,,51.578215,10.789108,"Ilfeld Bahnhof, Harztor",True,False,[],['BUS'],
8701987,OFSLE,47.609442,7.531254,St-Louis-la-Chaussee,True,True,[],['REGIONAL_TRAIN'],24086.0
8000796,HBAN,52.066264,9.75033,Banteln,True,True,[],['REGIONAL_TRAIN'],26674.0
102932,FFLUB,50.05108,8.571526,"Flughafen Terminal 1, Frankfurt a.M.",True,True,[],['BUS'],2388.0
8012305,LMAR,51.7406295,12.2572218,Marke,True,True,[],['REGIONAL_TRAIN' 'CITY_TRAIN'],31070.0
8000638,EAT,51.124644,7.908493,Attendorn,True,True,[],['REGIONAL_TRAIN'],26697.0
8071806,DCAS,50.773126,12.91821,Chemnitz Albert-Schenk-Straße,True,True,[],[],
8003515,SLD,49.416287,7.565931,Landstuhl,True,True,[],['HIGH_SPEED_TRAIN' 'INTERCITY_TRAIN' 'REGIONAL_TRAIN' 'CITY_TRAIN'],82597.0
8004233,TNL,48.903368,9.415401,Nellmersbach,True,True,[555877],['CITY_TRAIN'],80602.0
8100220,OADR,47.747773,16.495076,Draßburg,True,True,[],['REGIONAL_TRAIN'],4570.0
8102047,PASEQ,47.651499,13.128377,Kuchl Garnei,True,True,[],['CITY_TRAIN'],44718.0
8013410,DZH,50.898671,14.816982,Zittau Hp,True,True,[],['REGIONAL_TRAIN'],6416.0
5102801,OPPLI,52.204627,15.016446,Pliszka,True,True,[],['REGIONAL_TRAIN'],4584.0
8089202,HG  B,51.535612,9.925831,Göttingen Busbf,True,True,[8000128  853100],['REGIONAL_TRAIN'],236.0
711987,FEDNB,51.130594,8.872601,"Ederbringhausen Bahnhof, Vöhl",True,True,[8001664],['REGIONAL_TRAIN' 'BUS' 'SHUTTLE'],830.0
8000555,MAT,48.221242,12.67479,Altötting,True,True,[],['REGIONAL_TRAIN'],25732.0
8010329,USH,51.370054,10.849193,Sondershausen,True,True,[],['REGIONAL_TRAIN'],22302.0
8300381,XILMN,44.203627,7.577914,Limone,True,True,[],['REGIONAL_TRAIN'],6092.0
722674,D722674,49.047712,8.525371,"Tabakschopf, Weingarten (Baden)",True,True,[],['REGIONAL_TRAIN' 'BUS'],372.0
360626,RKESW,49.009314,8.43183,"Essenweinstraße, Karlsruhe",True,True,[370626],['CITY_TRAIN' 'TRAM'],33941.0
8300443,XIVO,46.76742,12.030313,Valdaora-Anterselva/Olang-Antholz,True,True,[],['REGIONAL_TRAIN'],13866.0
102802,PQWFH,50.0015725,8.58029947,"Walldorf Bahnhof, Mörfelden-Walldorf",True,True,[8006175],['BUS' 'SHUTTLE'],64.0
733438,D733438,52.457521,13.543891,"Freizeit- und Erholungszentrum, Berlin",True,True,[],['TRAM' 'BUS'],9543.0
193507,,52.434626,13.703924,"Fürstenwalder Allee/Schule, Berlin",True,False,[],[],
193507,,52.434626,13.703924,"1935 AB Bergen, Herenweg",False,False,[],[],
8002262,EGK,51.64523,8.510292,Geseke,True,True,[],['REGIONAL_TRAIN'],42272.0
8079048,RSPG,48.897652,8.474626,Spielberg,True,True,[377406],['CITY_TRAIN'],48866.0
5400218,XTSP,49.16192,13.22244,Spicak,True,True,[],['INTER_REGIONAL_TRAIN' 'REGIONAL_TRAIN'],12950.0
8700400,XFOM,48.842342,7.54688,Obermodern,True,True,[],['REGIONAL_TRAIN'],2294.0
5402906,XTSCL,50.636992,14.584487,Srni u Ceske Lipy,True,True,[],['REGIONAL_TRAIN'],6554.0
8001627,NEBM,49.776801,11.186873,Ebermannstadt,True,True,[],['REGIONAL_TRAIN'],12011.0
8012940,WSMI,53.626911,11.405334,Schwerin Mitte,True,True,[],['REGIONAL_TRAIN'],69948.0
752087,D752087,48.522734,9.040636,"Rheinlandstraße, Tübingen",True,True,[8005916],['REGIONAL_TRAIN' 'BUS'],12186.0
5400489,XTBA,49.351873,16.648065,Blansko,True,True,[],['HIGH_SPEED_TRAIN'],674.0
8000462,EABT,51.914576,7.528197,Münster-Albachten,True,True,[],['REGIONAL_TRAIN'],38930.0
500957,D500957,48.0783,8.73759,"Scheibenbühl, Spaichingen",True,True,[8005617],['REGIONAL_TRAIN' 'BUS' 'SHUTTLE'],12.0
8704980,XFAX,43.455171,5.317224,Aix-en-Provence TGV,True,True,[],['HIGH_SPEED_TRAIN'],2190.0
8007288,RJ,48.119844,7.610624,Jechtingen,True,True,[],['CITY_TRAIN'],25080.0
8004712,FOM,50.4064662,8.67529929,Ostheim(b Butzbach),True,True,[],['REGIONAL_TRAIN'],53748.0
8011214,WBMT,53.076516,12.334096,Blumenthal(Mark),True,True,[],['REGIONAL_TRAIN'],4930.0
8100448,OAPA,47.704095,16.903435,Pamhagen,True,True,[],['REGIONAL_TRAIN'],9159.0
8072977,D8072977,49.596636,8.462712,Lampertheim Süd (Wormser Straße),True,True,[],[],6904.0
5403410,XTVDD,50.671156,14.607287,Vlci Dul-Dobranov,True,True,[],['REGIONAL_TRAIN'],680.0
8004269,EDK,51.489467,7.365374,Dortmund-Kley,True,True,[],['REGIONAL_TRAIN' 'CITY_TRAIN'],82350.0
8000002,TA,48.841013,10.096271,Aalen Hbf,True,True,[555758 825075],['INTERCITY_TRAIN' 'INTER_REGIONAL_TRAIN' 'REGIONAL_TRAIN'],85112.0
742172,D742172,51.653389,14.430109,"Bagenz Weg zum Bahnhof, Neuhausen/Spree",True,True,[],['BUS'],28.0
8012582,WGMS,54.241758,12.227735,Rostock-Torfbrücke,True,True,[],['REGIONAL_TRAIN'],21894.0
8006346,TWER,48.694247,9.413898,Wernau(Neckar),True,True,[],['REGIONAL_TRAIN' 'CITY_TRAIN'],56094.0
8007068,AVSL,53.790602,9.735868,Voßloch,True,True,[],['REGIONAL_TRAIN'],46164.0
8089114,BLAK,52.438749,13.341954,Berlin-Lankwitz,True,True,[],['REGIONAL_TRAIN' 'CITY_TRAIN'],152256.0
8700366,XFPM,48.899721,6.050876,Pont-a-Mousson,True,True,[],['REGIONAL_TRAIN'],13970.0
496506,D496506,48.094628,7.745176,"Kaiserstuhleck, Eichstetten am Kaiserstuhl",True,True,[],['BUS'],
882788,D882788,48.351695,8.082511,"Unterharmersbach Schützen, Zell am Harmersbach",True,True,[8007102],['REGIONAL_TRAIN' 'BUS'],
103186,FESSN,50.131813,8.576345,"Wilhelm-Fay-Straße Nord, Frankfurt a.M.",True,True,[],['REGIONAL_TRAIN' 'BUS'],178.0
8001521,EDTP,51.478193,7.461995,Dortmund Tierpark,True,True,[],['REGIONAL_TRAIN'],26778.0
8400627,ONVEC,52.019756,5.549158,Veenendaal Centrum,True,True,[],['REGIONAL_TRAIN'],
941046,D941046,48.997963,8.744513,"Kleinvillars Ortsmitte, Knittlingen",True,True,[],['BUS'],40.0
8000943,TBI,48.101845,9.793127,Biberach(Riß),True,True,[800268],['HIGH_SPEED_TRAIN' 'REGIONAL_TRAIN'],87352.0
8005431,TSCH,48.951125,10.11788,Schrezheim,True,True,[421313],['REGIONAL_TRAIN'],25112.0
5403424,OTVOC,49.75987,13.276691,Vochov,True,True,[],['REGIONAL_TRAIN'],2976.0
8100693,OABTN,48.254818,16.878251,Breitensee b.Marchegg,True,True,[],['REGIONAL_TRAIN'],
8000371,SEI,49.266663,7.321916,Einöd(Saar),True,True,[],['REGIONAL_TRAIN'],23342.0
5454532,XTVK,50.918617,14.60425,Varnsdorf Pivovar Kocour,True,True,[],['REGIONAL_TRAIN'],11861.0
8400293,ONH,52.572445,6.628147,Hardenberg,True,True,[],['INTER_REGIONAL_TRAIN' 'REGIONAL_TRAIN'],
8012184,LLB,51.329267,12.381658,Leipzig Bayerischer Bahnhof,True,True,[],['REGIONAL_TRAIN' 'CITY_TRAIN'],308938.0
8003591,TLM,48.233304,9.878394,Laupheim Stadt,True,True,[801594],['REGIONAL_TRAIN'],26470.0
8005202,TRSA,48.14871,8.645609,Rottweil Saline,True,True,[499766],['REGIONAL_TRAIN'],23306.0
711390,D711390,51.365468,9.469399,"Nordstraße, Vellmar",True,True,[],['TRAM'],78.0
8101506,XASGM,48.216317,13.098901,St.Georgen/Mattig,True,True,[],['REGIONAL_TRAIN'],20482.0
8503423,XSNE,47.682957,8.625133,Neuhausen(CH),True,True,[],['CITY_TRAIN'],
728118,,52.369324,13.637084,"Friedenstr., Eichwalde",True,False,[],['BUS'],
8400575,ONSVR,52.886698,5.360089,Stavoren,True,True,[],['REGIONAL_TRAIN'],
8005229,FRUK,50.4052986,8.15944076,Runkel,True,True,[101860],['REGIONAL_TRAIN'],27836.0
8102260,XAVIS,47.549813,10.631642,Vils Stadt,True,True,[],['CITY_TRAIN'],19620.0
8700588,OFAGY,43.431381,6.856513,Agay (St-Raphael),True,True,[],['REGIONAL_TRAIN'],
8001454,MDRD,47.812866,10.290481,Dietmannsried,True,True,[],['REGIONAL_TRAIN'],27151.0
599963,D599963,53.248891,10.419211,"ZOB, Lüneburg",True,True,[8000238],['REGIONAL_TRAIN'],1195.0
8013384,LZD,51.89431,13.066853,Zellendorf,True,True,[],['REGIONAL_TRAIN'],15234.0
8101764,OAWGR,48.434206,15.776638,Wagram-Grafenegg,True,True,[],['REGIONAL_TRAIN'],174.0
8701607,XFMAS,48.7258423,2.2613435,Massy TGV,True,True,[8703937],['HIGH_SPEED_TRAIN'],120.0
185718,,53.47567,10.62336,"Bahnhof (Ladestraße), Büchen",True,False,[],['REGIONAL_TRAIN'],
8002737,EHEP,51.97738,8.714725,Helpup,True,True,[],['REGIONAL_TRAIN'],23256.0
8005186,RROG,48.819949,8.297131,Bad Rotenfels Schloss,True,True,[],['REGIONAL_TRAIN' 'CITY_TRAIN'],37822.0
8010298,DROC,51.055704,12.793422,Rochlitz(Sachs),True,True,[],[],
5401615,OTKHO,49.477194,17.987178,Krhova,True,True,[],['REGIONAL_TRAIN'],1000.0
8075961,FSGOS,50.1510426,7.71587849,St Goar KD,True,True,[8005645],['FERRY'],
8005136,RROE,47.89283,8.290057,Rötenbach(Baden),True,True,[503180],['CITY_TRAIN'],25170.0
8011671,WGOL,52.914013,13.826975,Golzow(Eberswalde),True,True,[],['REGIONAL_TRAIN'],22708.0
8005791,TSUL,48.366485,8.636748,Sulz(Neckar),True,True,[376336],['INTERCITY_TRAIN' 'REGIONAL_TRAIN'],36778.0
720100,D720100,48.801222,8.440921,"Post, Bad Herrenalb",True,True,[],['BUS' 'SHUTTLE'],40.0
491819,D491819,48.488148,9.679249,"vor Westerlau, Laichingen",True,True,[],['BUS'],
8002553,AA,53.552695,9.935175,Hamburg-Altona,True,True,[ 140270  692757 8072553 8098553],"['HIGH_SPEED_TRAIN' 'INTERCITY_TRAIN' 'INTER_REGIONAL_TRAIN' 'REGIONAL_TRAIN' 'CITY_TRAIN']",64171.0
8003982,MMR,48.262698,10.988291,Mering,True,True,[],['REGIONAL_TRAIN'],106767.0
8089473,BOSS,52.418841,13.314288,Berlin Osdorfer Straße,True,True,[],['CITY_TRAIN'],145840.0
7900266,OJLJS,46.0868174,14.4799651,Ljubljana Stegne,True,True,[],['INTER_REGIONAL_TRAIN'],1072.0
690306,D690306,50.70217,11.101884,"Paulinzella (Bushaltestelle), Königsee",True,True,[],['BUS'],
8506160,XSMBS,47.675164,9.0476,Mannenbach URh,True,True,[8506134],['FERRY'],
8001249,FBDW,50.624747,7.895901,Büdingen(Westerw),True,True,[],['REGIONAL_TRAIN'],6100.0
8002554,ABG,53.489832,10.206171,Hamburg-Bergedorf,True,True,[],['HIGH_SPEED_TRAIN' 'INTERCITY_TRAIN' 'REGIONAL_TRAIN' 'CITY_TRAIN'],181349.0
8502003,OSRED,47.241468,7.968774,Reiden,True,True,[],['REGIONAL_TRAIN' 'CITY_TRAIN'],
8010334,LS,52.594723,11.854412,Stendal Hbf,True,True,[],"['HIGH_SPEED_TRAIN' 'INTERCITY_TRAIN' 'INTER_REGIONAL_TRAIN' 'REGIONAL_TRAIN' 'CITY_TRAIN']",113756.0
8100045,XALND,47.297509,13.055624,Lend,True,True,[],['REGIONAL_TRAIN' 'CITY_TRAIN'],10896.0
8400034,PNAAS,51.931025,6.348154,Gaanderen,True,True,[],['REGIONAL_TRAIN'],
8101225,OAMLG,48.11101,15.135567,Mühling/Erlauf,True,True,[],['REGIONAL_TRAIN'],198.0
8010233,BMIP,52.316344,13.030688,Michendorf,True,True,[],['REGIONAL_TRAIN'],60633.0
8602825,XDVSJ,55.5496233,12.0242815,Viby Sjaelland st,True,True,[],[],
5402008,XTMBD,50.447615,14.887004,Mlada Boleslav-Debr,True,True,[],['REGIONAL_TRAIN'],1138.0
8010003,LA,50.9971976,12.4439049,Altenburg,True,True,[],['REGIONAL_TRAIN' 'CITY_TRAIN'],58583.0
8800395,XBFY,50.628701,3.357323,Froyennes,True,True,[],['INTERCITY_TRAIN' 'REGIONAL_TRAIN'],21778.0
940061,,48.948892,8.620906,"Bilfingen Rathaus, Kämpfelbach",True,False,[],[],
940061,,48.948892,8.620906,"9400 Frantschach-Sankt Gertraud, Gumitschstraße",False,False,[],[],
8005370,ESNS,51.749379,8.720845,Paderborn-Schloss Neuhaus,True,True,[],['REGIONAL_TRAIN'],26380.0
8012743,URDN,51.297997,11.601464,Reinsdorf(bei Nebra),True,True,[],['REGIONAL_TRAIN'],23520.0
8701433,XFSSL,46.046712,1.476189,St-Sulpice-Lauriere,True,True,[],['REGIONAL_TRAIN'],
5499952,PTNSO,50.152299,13.899708,"Nove Straseci,obec",True,True,[5402194],['REGIONAL_TRAIN'],
8089332,BFRSO,52.341076,14.471868,Frankfurt(O) Rosengarten Lindenplatz,True,True,[],[],1046.0
5401122,XTHP,50.88298,14.556988,Horni Podluzi,True,True,[],['REGIONAL_TRAIN'],2912.0
320671,WLOWO,53.416525,11.4515,"Ortsmitte (Bushst.), Lüblow",True,True,[],['BUS' 'SHUTTLE'],8.0
8000147,AHAR,53.455908,9.991701,Hamburg-Harburg,True,True,[8098147],"['HIGH_SPEED_TRAIN' 'INTERCITY_TRAIN' 'INTER_REGIONAL_TRAIN' 'REGIONAL_TRAIN' 'CITY_TRAIN']",189302.0
8000133,KGRB,51.093701,6.580447,Grevenbroich,True,True,[],['REGIONAL_TRAIN'],76537.0
8302163,OISNO,45.874368,8.63082,Sangiano,True,True,[],['REGIONAL_TRAIN'],4310.0
5102701,PPSLO,51.928535,15.389263,Slone,True,True,[],['REGIONAL_TRAIN'],3080.0
646173,D646173,50.862038,11.245961,"Tannroda Bahnhof, Bad Berka",True,True,[8013089],['REGIONAL_TRAIN' 'BUS'],
8000207,KK,50.94303,6.958729,Köln Hbf,True,True,[8089322],"['HIGH_SPEED_TRAIN' 'INTERCITY_TRAIN' 'INTER_REGIONAL_TRAIN' 'REGIONAL_TRAIN' 'CITY_TRAIN']",719767.0
8006217,TWA,48.858615,10.103645,Wasseralfingen,True,True,[825604],['REGIONAL_TRAIN'],48388.0
8000840,SBE,49.386881,6.688021,Beckingen(Saar),True,True,[],['REGIONAL_TRAIN'],43788.0
8006236,AWL,53.581995,9.705161,Wedel(Holst),True,True,[],['CITY_TRAIN'],91888.0
8070726,PQNN,49.472451,11.104542,Nürnberg Nordostbahnhof,True,True,[],['SUBWAY'],
8703161,XFCOS,47.415151,2.931687,Cosne,True,True,[],['REGIONAL_TRAIN'],
8070164,FKLPK,50.079145,9.01577,Kahl Kopp/Heide,True,True,[],['REGIONAL_TRAIN'],23212.0
8100221,OADI,48.539903,16.895692,Drösing,True,True,[],['REGIONAL_TRAIN'],11098.0
8003212,EKV,52.1131437,7.86010891,Kattenvenne,True,True,[],['REGIONAL_TRAIN' 'BUS'],29989.0
954304,,51.901972,11.047808,"Gröpertor, Halberstadt",True,False,[],['BUS'],
8103000,XAWIE,48.185101,16.377113,Wien Hbf,True,True,[8101590],"['HIGH_SPEED_TRAIN' 'INTERCITY_TRAIN' 'INTER_REGIONAL_TRAIN' 'REGIONAL_TRAIN' 'CITY_TRAIN']",72452.0
8002477,KGUS,51.067173,6.570011,Gustorf,True,True,[],['REGIONAL_TRAIN'],22852.0
8005433,TSZG,49.346916,9.974904,Schrozberg,True,True,[],['REGIONAL_TRAIN'],18791.0
8518475,PSMPP,45.877129,8.983093,Mendrisio S. Martino,True,True,[],['REGIONAL_TRAIN' 'CITY_TRAIN'],3388.0
8007230,THTN,48.217364,9.229298,Hettingen(Hohenz),True,True,[750935],['REGIONAL_TRAIN'],9676.0
780900,D780900,48.489922,10.847156,"Bahnhof(Bus), Langweid a. Lech",True,True,[8003560],['REGIONAL_TRAIN' 'BUS'],118.0
5100319,OPBDW,52.072409,15.313516,Bedow,True,True,[],['REGIONAL_TRAIN'],4584.0
8013267,DWEW,51.159098,13.561549,Weinböhla Hp,True,True,[],['REGIONAL_TRAIN'],67736.0
714409,,51.316824,9.48653,"Kirche St. Familia, Kassel",True,False,[],['BUS'],
780704,D780704,48.529927,10.850795,"Herbertshofen Abzw. Bahnhof, Meitingen",True,True,[8002761],['REGIONAL_TRAIN' 'BUS' 'SHUTTLE'],118.0
8070458,TKOS,48.400763,9.332438,Kohlstetten,True,True,[],['REGIONAL_TRAIN'],5838.0
8070979,EBO B,51.477394,7.224446,Bochum Hbf (Buddenbergplatz),True,True,[8000041],['REGIONAL_TRAIN'],24451.0
8011481,WELM,54.210202,13.074014,Elmenhorst,True,True,[8079721],['REGIONAL_TRAIN'],22046.0
8509255,XSPT,46.49065,9.89607,Pontresina,True,True,[],['REGIONAL_TRAIN'],
7900233,OJTAB,46.5516299,15.6457802,Maribor Tabor,True,True,[],['REGIONAL_TRAIN'],3938.0
8100643,OAAW,48.722556,14.904804,Altweitra,True,True,[],['REGIONAL_TRAIN'],586.0
8001785,TEN,48.813153,9.370228,Endersbach,True,True,[],['CITY_TRAIN'],75668.0
8003726,FLOE,50.5096536,8.27463627,Löhnberg,True,True,[],['REGIONAL_TRAIN'],26926.0
8270360,XLDF,50.016906,6.007294,Drauffelt,True,True,[],['INTERCITY_TRAIN' 'REGIONAL_TRAIN'],18298.0
8001593,KDRM,51.261136,6.808398,Düsseldorf-Rath Mitte,True,True,[],['REGIONAL_TRAIN' 'CITY_TRAIN'],88863.0
8003763,NLS,50.121624,11.557252,Ludwigschorgast,True,True,[],['REGIONAL_TRAIN'],25356.0
111083,D111083,50.736804,8.707967,"Niederwalgern Bahnhof, Weimar (Lahn)",True,True,[8004417],['REGIONAL_TRAIN' 'BUS' 'SHUTTLE'],
8012964,WLM,54.133315,13.614807,Seebad Lubmin,True,True,[],['REGIONAL_TRAIN'],
8013322,WWT,54.184004,13.05605,Wittenhagen,True,True,[],['REGIONAL_TRAIN'],22210.0
8000096,TS,48.784084,9.181635,Stuttgart Hbf,True,True,[ 561587 8098096],"['HIGH_SPEED_TRAIN' 'INTERCITY_TRAIN' 'INTER_REGIONAL_TRAIN' 'REGIONAL_TRAIN' 'CITY_TRAIN']",342149.0
8006663,FZM,51.008144,9.225195,Zimmersrode,True,True,[],['REGIONAL_TRAIN'],17205.0
546466,,50.211768,11.86992,"Seulbitz Ort, Schwarzenbach a.d. Saale",True,False,[],['BUS'],
190058,,49.013816,8.355168,"Lameyplatz, Karlsruhe",True,False,[],[],
190058,,49.013816,8.355168,"10435 Berlin, 1900 (Gastronomie)",False,False,[],[],
8070975,MBRR,47.7277,10.611339,Balteratsried,True,True,[],[],
423100,D423100,53.656361,9.796473,"Bahnhof, Pinneberg",True,True,[8004819],['REGIONAL_TRAIN'],
8002637,FHAS,50.067879,8.489638,Hattersheim(Main),True,True,[122587],['CITY_TRAIN'],67714.0
712886,D712886,51.049268,9.277052,"Am Rathaus, Borken (Hessen)",True,True,[8001098],['REGIONAL_TRAIN' 'BUS' 'SHUTTLE'],
8506103,OSMLW,47.588087,9.015488,Müllheim-Wigoltingen,True,True,[],['CITY_TRAIN'],522.0
8005445,TSWA,48.92519,10.138893,Schwabsberg,True,True,[],['REGIONAL_TRAIN'],25116.0
695849,AHA B,54.372015,8.942768,"ZOB, Oldenswort",True,True,[],['REGIONAL_TRAIN' 'BUS' 'SHUTTLE'],288.0
710351,FAHNF,51.342086,9.23067,"Altenhasungen Friedhof, Wolfhagen",True,True,[],['REGIONAL_TRAIN' 'BUS'],82.0
8081086,WFBGB,52.805114,13.95822,Falkenberg(Mark) Ortsmitte,True,True,[],[],280.0
8000146,RWPF,47.589015,7.626493,Weil am Rhein-Pfädlistraße,True,True,[],['CITY_TRAIN'],37510.0
8502000,XSABO,47.320565,7.908021,Aarburg-Oftringen,True,True,[],['INTER_REGIONAL_TRAIN' 'REGIONAL_TRAIN' 'CITY_TRAIN'],
8072037,EE  K,51.450093,7.009848,Essen Hbf Kruppstraße/Am Thyssenhaus,True,True,[8000098],['REGIONAL_TRAIN'],515.0
8005184,FRTN,50.601621,7.893375,Rotenhain,True,True,[],['REGIONAL_TRAIN'],24966.0
8002596,NHHF,49.496925,10.784726,Hardhof,True,True,[],['REGIONAL_TRAIN'],23884.0
8001728,REIS,49.554483,8.070582,Eisenberg(Pfalz),True,True,[],['REGIONAL_TRAIN'],24219.0
8100028,XASEM,47.639552,15.830923,Semmering,True,True,[],"['HIGH_SPEED_TRAIN' 'INTERCITY_TRAIN' 'INTER_REGIONAL_TRAIN' 'REGIONAL_TRAIN']",6636.0
8002358,FGSN,51.4474846,9.42015946,Grebenstein,True,True,[713959],['CITY_TRAIN'],45318.0
8017411,DCACS,50.802279,12.911337,Chemnitz Scheffelstraße,True,True,[],['REGIONAL_TRAIN'],40192.0
8004160,MRI P,48.143983,11.678049,München-Riem,True,True,[625929],['REGIONAL_TRAIN' 'CITY_TRAIN'],80989.0
8003144,FKAI,49.539338,9.077482,Hesseneck Kailbach,True,True,[],['REGIONAL_TRAIN'],10852.0
110624,D110624,54.377188,9.079501,"Bahnhof, Friedrichstadt",True,True,[8002115],['REGIONAL_TRAIN'],
8013110,LTT,51.464358,11.782738,Teutschenthal,True,True,[],['REGIONAL_TRAIN' 'CITY_TRAIN'],27044.0
8701667,OFNIA,43.670677,7.216354,Nice-St-Augustin,True,True,[],['REGIONAL_TRAIN'],21194.0
8007803,KLIN,50.9823571,6.27622694,Linnich Bhf,True,True,[],['REGIONAL_TRAIN'],15236.0
200731,,50.864103,6.897046,"Fischenich, Hürth",True,False,[],['BUS'],
8100082,XASS,46.709569,15.629238,Spielfeld-Straß,True,True,[],['INTERCITY_TRAIN' 'INTER_REGIONAL_TRAIN' 'REGIONAL_TRAIN' 'CITY_TRAIN'],13784.0
248114,,51.576594,10.787248,"Ilfeld Kreuzung, Harztor",True,False,[],['BUS'],
8011385,DDIF,50.926837,13.068842,Dittersbach,True,True,[],['REGIONAL_TRAIN'],24174.0
8070802,MAMG,47.985835,12.306297,Amerang,True,True,[],['REGIONAL_TRAIN'],434.0
820235,D820235,49.73194,9.916141,"Dorflinde, Reichenberg (Unterfranken)",True,True,[8005002],['REGIONAL_TRAIN' 'BUS'],8.0
8400279,ONHAM,52.053863,4.308549,Den Haag Moerwijk,True,True,[],['REGIONAL_TRAIN'],
