from_stop_id,to_stop_id,delay_count,entries_count,avg_delay,median_delay,max_delay
8000001,8000001,8,11,458,300,1530
8000001,8000085,17,22,255,150,1860
8000001,8000086,20,21,400,270,1320
8000001,8000207,0,1,0,0,0
8000001,8000208,3,5,546,690,1290
8000002,8000002,15,16,304,180,1770
8000002,8000078,15,18,237,195,930
8000002,8000170,9,9,120,120,180
8000002,8000329,6,8,86,75,210
8000002,8001751,8,8,525,345,1830
8000004,8000004,49,103,151,0,2130
8000004,8000036,10,13,118,60,600
8000004,8000152,10,18,60,30,480
8000004,8000162,12,17,78,60,420
8000004,8000196,11,16,279,30,2100
8000004,8000297,36,52,202,60,1890
8000009,8000009,76,95,173,120,1860
8000009,8000067,17,18,110,90,450
8000009,8000091,15,22,87,30,480
8000009,8000122,19,24,120,90,450
8000009,8000284,57,63,152,90,1740
8000013,8000013,215,256,445,150,6780
8000013,8000057,35,48,99,30,1230
8000013,8000078,58,65,269,120,2520
8000013,8000139,26,30,264,90,1890
8000013,8000170,22,29,172,120,1080
8000013,8000260,8,15,384,120,3750
8000013,8000261,4,6,630,300,2280
8000013,8000262,2,2,270,270,270
8000013,8004158,101,118,642,180,6750
8000025,8000025,90,118,476,90,8190
8000025,8000228,48,53,169,120,750
8000025,8000260,32,36,108,90,450
8000025,8000284,6,7,3373,3120,8160
8000025,8001844,63,73,362,180,3900
8000025,8010101,10,15,286,60,2670
8000029,8000029,65,76,162,90,720
8000029,8000115,21,25,211,90,1110
8000029,8000128,2,3,100,90,210
8000029,8003200,31,39,102,60,570
8000029,8010097,16,18,208,150,570
8000031,8000031,115,148,268,120,4800
8000031,8000068,56,73,208,120,1350
8000031,8000244,1,1,540,540,540
8000031,8000377,74,93,263,60,4800
8000036,8000004,13,14,180,135,510
8000036,8000036,96,115,505,180,2820
8000036,8000149,18,22,260,120,1650
8000036,8000152,20,23,704,510,2010
8000036,8000162,63,79,422,120,2820
8000036,8000252,1,1,240,240,240
8000036,8000732,1,1,150,150,150
8000036,8002461,45,69,106,30,1170
8000039,8000039,62,90,212,105,4680
8000039,8000045,33,40,228,180,930
8000039,8000189,23,24,98,90,390
8000039,8000206,5,5,258,270,360
8000039,8000236,0,1,0,0,0
8000039,8000240,36,52,216,60,4770
8000041,8000041,204,270,267,90,3540
8000041,8000080,116,134,303,120,3510
8000041,8000098,117,136,297,150,2640
