from_stop_id,to_stop_id,delay_count,entries_count,avg_delay,median_delay,max_delay
8000001,8000001,38,81,93,0,2490
8000001,8000085,12,19,150,30,660
8000001,8000086,17,21,220,90,870
8000001,8000207,7,7,257,240,450
8000001,8000208,20,37,153,30,2040
8000001,8005556,1,1,30,30,30
8000002,8000078,13,15,214,90,780
8000002,8000170,4,7,99,30,510
8000004,8000004,39,104,106,0,3510
8000004,8000036,6,13,30,0,150
8000004,8000152,10,18,223,90,960
8000004,8000162,5,18,22,0,210
8000004,8000196,12,16,386,30,3540
8000004,8000297,30,52,95,30,870
8000009,8000009,58,91,88,30,1230
8000009,8000067,12,15,148,90,1020
8000009,8000091,5,20,10,0,90
8000009,8000122,10,21,21,0,180
8000009,8000284,50,57,126,90,1200
8000013,8000013,84,149,160,30,1650
8000013,8000057,15,40,34,0,840
8000013,8000078,23,27,163,90,2130
8000013,8000139,23,33,286,90,1590
8000013,8000170,24,28,151,60,1470
8000013,8000261,7,7,664,450,1470
8000013,8004158,48,74,118,30,1170
8000025,8000025,59,112,114,30,1860
8000025,8000228,25,51,91,0,1350
8000025,8000260,18,19,142,150,300
8000025,8000284,2,6,30,0,180
8000025,8001844,61,70,160,90,1140
8000025,8010101,5,14,32,0,210
8000029,8000029,41,55,86,60,450
8000029,8000115,18,22,106,90,300
8000029,8000128,2,2,30,30,30
8000029,8003200,14,27,31,30,210
8000029,8010097,7,10,54,45,210
8000031,8000031,101,125,118,60,1470
8000031,8000068,10,13,92,120,210
8000031,8000244,0,1,0,0,0
8000031,8000377,60,88,115,30,2130
8000036,8000004,14,14,73,60,180
8000036,8000036,95,119,737,240,5880
8000036,8000149,24,30,275,90,1050
8000036,8000152,29,30,1357,1230,3540
8000036,8000162,51,74,553,60,5850
8000036,8000252,0,1,0,0,0
8000036,8002461,39,64,88,30,1680
8000039,8000039,56,78,263,120,2160
8000039,8000045,27,33,233,120,1920
8000039,8000105,1,1,2130,2130,2130
8000039,8000189,20,22,89,75,210
8000039,8000206,4,6,505,135,1410
8000039,8000240,28,34,214,90,1080
8000041,8000041,169,232,268,120,1770
8000041,8000080,62,67,255,120,1950
8000041,8000098,101,116,405,345,1680
8000041,8000192,20,22,76,60,480
8000041,8000251,21,34,93,30,960
8000041,8000961,15,15,188,150,660
8000044,8000044,112,172,259,90,3540
8000044,8000206,16,17,635,240,3480
8000044,8000207,71,94,191,90,1350
8000044,8000310,52,63,242,120,2160
8000045,8000039,18,34,173,30,1230
8000045,8000045,48,68,206,90,1890
8000045,8000206,30,34,201,60,1800
8000046,8000046,21,24,205,135,630
8000046,8000074,12,12,328,375,630
8000046,8000532,2,2,315,315,360
8000046,8003020,26,39,58,60,330
8000046,8005556,13,18,63,60,210
8000049,8000049,27,49,231,30,4050
8000049,8000128,6,9,140,90,510
8000049,8000152,10,16,167,45,960
8000049,8000159,15,25,72,30,360
8000049,8006552,1,2,15,15,30
8000049,8010224,10,15,466,60,3990
8000050,8000050,76,93,205,60,2100
8000050,8000070,24,29,131,30,960
8000050,8000147,15,18,497,315,2160
8000050,8000152,1,2,15,15,30
8000050,8000263,3,4,82,105,150
8000050,8000294,14,19,242,30,1680
8000050,8001443,14,22,134,30,1830
8000050,8006076,18,26,96,30,1110
8000055,8000055,66,79,124,90,2370
8000055,8000096,6,6,95,90,210
8000055,8000156,0,1,-90,-90,-90
8000055,8000191,8,11,305,120,2310
8000055,8000339,2,5,30,0,90
8000055,8003184,63,81,87,60,420
8000055,8006421,28,37,62,60,240
8000057,8000013,30,40,70,60,300
8000057,8000057,108,147,99,60,840
8000057,8000194,30,51,69,30,840
8000057,8000249,18,27,70,30,300
8000057,8000261,5,7,111,150,300
8000057,8004158,13,21,134,30,510
8000058,8000058,30,34,219,120,1680
8000058,8002549,2,5,24,0,120
8000058,8002554,16,21,147,60,1320
8000058,8010216,7,7,480,330,1650
8000058,8010324,9,10,129,135,240
8000059,8000059,31,49,308,30,3120
8000059,8000162,21,35,242,30,3120
8000059,8000252,2,3,900,900,1800
8000059,8000294,16,24,200,75,1830
8000059,8000732,1,2,195,195,390
8000064,8000064,12,20,63,30,240
8000064,8000152,28,49,40,30,330
8000064,8000168,6,10,54,30,210
8000067,8000009,15,15,204,120,1230
8000067,8000067,26,29,157,60,1290
8000067,8000096,14,16,161,75,1260
8000068,8000031,18,22,192,90,1440
8000068,8000068,28,38,218,120,2670
8000068,8000105,22,33,80,60,270
8000068,8000156,1,1,2280,2280,2280
8000068,8000377,1,1,90,90,90
8000068,8002041,11,47,13,0,150
8000070,8000050,17,29,39,30,390
8000070,8000070,40,58,99,60,930
8000070,8000291,2,2,30,30,30
8000070,8000522,16,27,124,30,900
8000073,8000073,28,70,140,0,2550
8000073,8000163,9,13,145,150,390
8000073,8000290,1,1,120,120,120
8000073,8001790,20,34,117,30,2040
8000073,8003400,11,21,83,30,720
8000074,8000046,7,11,196,180,450
8000074,8000074,12,14,242,240,600
8000074,8000383,22,26,164,90,630
8000076,8000076,55,98,188,30,3450
8000076,8000149,11,35,107,0,990
8000076,8000571,31,50,247,60,3480
8000076,8000961,37,44,217,120,1620
8000078,8000002,14,16,334,345,870
8000078,8000013,7,30,1,0,120
8000078,8000078,11,20,64,30,300
8000078,8000122,13,22,72,30,420
8000078,8000284,2,3,100,150,150
8000080,8000041,65,67,524,540,2130
8000080,8000080,151,174,708,390,9180
8000080,8000085,6,6,460,405,1050
8000080,8000086,19,20,825,525,3660
8000080,8000118,25,25,643,300,2460
8000080,8000142,32,38,257,90,3120
8000080,8000149,72,75,927,690,5100
8000080,8000192,73,84,423,120,5340
8000080,8000251,75,77,190,90,1410
8000080,8000263,6,6,1160,840,2910
8000080,8000307,15,15,222,150,960
8000080,8000961,67,81,189,90,2040
8000082,8000082,154,236,329,60,5160
8000082,8000085,98,112,578,135,5160
8000082,8000086,90,124,129,30,2220
8000085,8000001,19,19,630,270,1530
8000085,8000080,5,5,588,480,1200
8000085,8000082,75,124,116,30,2010
8000085,8000085,493,688,205,60,5040
8000085,8000086,30,33,302,180,1410
8000085,8000087,34,43,83,30,720
8000085,8000098,35,44,106,60,720
8000085,8000118,1,1,570,570,570
8000085,8000207,82,107,411,90,4920
8000085,8000266,88,120,121,30,1350
8000085,8003368,33,41,630,330,2730
8000085,8073368,9,21,274,0,2580
8000086,8000001,19,20,236,255,450
8000086,8000080,19,23,429,330,1410
8000086,8000082,85,112,550,90,5160
8000086,8000085,31,34,551,270,3570
8000086,8000086,209,251,461,150,5250
8000086,8000118,16,18,478,375,1260
8000086,8000263,5,5,474,210,1380
8000086,8000286,87,109,260,120,2520
8000087,8000085,19,43,22,0,120
8000087,8000087,92,145,251,60,3540
8000087,8000207,17,19,472,120,3570
8000087,8000266,60,71,258,60,2670
8000087,8003368,40,60,192,30,1980
8000091,8000009,9,21,41,0,300
8000091,8000091,13,41,33,0,360
8000091,8000260,3,20,12,0,120
8000095,8000095,14,43,17,0,150
8000095,8000298,0,1,0,0,0
8000095,8000301,1,2,15,15,30
8000095,8000309,3,5,12,30,30
8000096,8000055,7,7,236,210,540
8000096,8000067,14,16,129,60,1200
8000096,8000096,79,91,341,180,1890
8000096,8000127,1,1,390,390,390
8000096,8000156,10,12,560,210,1530
8000096,8000170,29,38,252,120,1410
8000096,8000235,12,19,44,30,210
8000096,8000244,24,32,252,120,2160
8000096,8000302,1,1,210,210,210
8000096,8001055,19,41,26,0,240
8000096,8001920,13,17,76,30,420
8000096,8005776,1,3,20,0,60
8000096,8006053,26,42,238,45,3150
8000096,8006421,0,1,-150,-150,-150
8000098,8000041,75,117,131,60,1590
8000098,8000085,32,42,134,60,540
8000098,8000118,41,53,47,30,240
8000098,8000266,21,40,66,30,660
8000101,8000101,41,55,94,60,390
8000101,8000177,12,15,120,60,420
8000101,8001833,19,28,85,30,300
8000102,8000102,32,69,71,0,420
8000102,8002370,23,35,107,60,420
8000102,8004838,11,36,39,0,270
8000103,8005362,20,21,146,60,750
8000105,8000068,31,38,148,90,1470
8000105,8000096,0,1,0,0,0
8000105,8000105,80,103,269,90,2460
8000105,8000111,8,10,123,150,300
8000105,8000115,14,16,319,165,2160
8000105,8000150,36,40,374,195,2370
8000105,8000206,2,3,410,60,1170
8000105,8000240,18,22,225,60,2670
8000105,8000244,38,53,155,60,1860
8000105,8000260,1,1,60,60,60
8000105,8000728,1,1,600,600,600
8000105,8002041,83,93,183,120,1740
8000105,8003200,0,2,-405,-405,-90
8000105,8010097,1,1,30,30,30
8000105,8010101,6,7,227,210,510
8000105,8070003,36,47,195,60,2700
8000105,8070004,11,14,148,45,570
8000107,8000107,87,135,134,30,1650
8000107,8000191,1,1,210,210,210
8000107,8000290,43,58,133,60,930
8000107,8000774,5,8,45,30,180
8000108,8000108,31,37,169,60,1710
8000108,8000116,3,3,460,240,900
8000111,8000105,9,9,287,240,630
8000111,8000111,68,92,97,60,660
8000111,8000124,8,10,231,165,660
8000111,8000150,31,38,66,90,150
8000111,8000728,47,52,118,90,480
8000114,8000114,193,254,111,60,1980
8000114,8000260,17,19,93,60,660
8000114,8000284,87,124,110,60,930
8000114,8001844,59,82,103,30,1950
8000115,8000029,14,22,104,30,1050
8000115,8000105,10,18,315,30,2340
8000115,8000115,56,100,317,30,2970
8000115,8000128,2,2,1500,1500,1500
8000115,8000150,24,41,107,30,1830
8000115,8000260,6,13,392,0,2580
8000115,8003200,10,27,29,-30,1950
8000115,8010097,9,16,276,45,2490
8000115,8010101,0,2,0,0,0
8000116,8000108,2,4,675,480,1770
8000116,8000116,7,7,711,420,1980
8000116,8004885,3,3,630,450,990
8000118,8000080,25,25,652,360,2610
8000118,8000085,2,5,84,-60,360
8000118,8000086,8,12,325,135,1230
8000118,8000098,47,55,265,180,1110
8000118,8000118,280,330,426,210,5340
8000118,8000192,119,142,335,165,3180
8000118,8000263,11,12,508,300,1350
8000118,8000286,88,94,700,360,5340
