from_stop_id,to_stop_id,delay_count,entries_count,avg_delay,median_delay,max_delay
8000001,8000001,58,81,159,60,1470
8000001,8000085,9,19,39,0,660
8000001,8000086,0,1,0,0,0
8000001,8000207,7,7,274,180,780
8000001,8000208,22,37,119,30,1320
8000002,8000002,11,12,252,180,990
8000002,8000078,15,15,522,150,3060
8000002,8000170,7,7,81,60,210
8000002,8000329,12,14,141,105,480
8000002,8001751,5,6,335,165,1170
8000004,8000004,38,106,96,0,2190
8000004,8000036,11,13,39,30,120
8000004,8000152,8,18,25,0,90
8000004,8000162,9,18,83,45,240
8000004,8000196,8,17,210,0,2130
8000004,8000297,33,53,113,30,2160
8000009,8000009,58,92,73,30,1260
8000009,8000067,9,15,54,30,270
8000009,8000091,8,20,86,0,810
8000009,8000122,13,21,130,30,1170
8000009,8000260,1,1,60,60,60
8000009,8000284,39,57,82,60,1170
8000013,8000013,110,174,236,30,3420
8000013,8000057,10,40,14,0,180
8000013,8000078,37,49,69,30,510
8000013,8000139,22,32,256,30,1830
8000013,8000170,15,29,240,30,2220
8000013,8000260,0,1,0,0,0
8000013,8000261,4,8,236,15,1350
8000013,8000262,1,1,150,150,150
8000013,8004158,54,74,278,60,3360
8000025,8000025,56,85,67,30,570
8000025,8000150,2,2,135,135,210
8000025,8000228,30,46,62,30,270
8000025,8000260,30,32,83,60,210
8000025,8000284,1,4,150,0,600
8000025,8001844,37,41,106,90,420
8000025,8010101,6,12,30,15,90
8000029,8000029,37,56,70,60,570
8000029,8000115,18,21,94,60,690
8000029,8000128,2,2,165,165,270
8000029,8003200,10,27,57,0,600
8000029,8010097,4,11,22,0,150
8000031,8000031,93,129,155,30,1920
8000031,8000068,43,66,180,45,1830
8000031,8000244,1,1,960,960,960
8000031,8000377,43,62,82,30,630
8000036,8000004,14,14,229,135,780
8000036,8000036,97,123,357,120,3210
8000036,8000149,28,30,376,75,1800
8000036,8000152,28,29,656,540,1740
8000036,8000162,54,75,205,60,3150
8000036,8000252,0,1,-30,-30,-30
8000036,8000732,0,1,0,0,0
8000036,8002461,40,67,79,30,960
8000039,8000039,46,73,201,30,3780
8000039,8000045,22,32,127,75,600
8000039,8000105,1,1,60,60,60
8000039,8000189,19,22,115,60,870
8000039,8000206,3,3,1370,330,3750
8000039,8000240,21,32,209,90,1320
8000041,8000041,278,350,467,120,9030
8000041,8000080,120,136,813,300,9000
8000041,8000098,118,171,226,60,3360
8000041,8000192,20,22,60,60,150
8000041,8000251,22,28,179,90,1050
8000041,8000961,15,15,506,360,1860
8000044,8000044,21,43,128,0,480
8000044,8000206,1,1,960,960,960
8000044,8000310,33,36,116,150,330
8000045,8000039,25,34,168,30,1620
8000045,8000045,53,67,188,60,1620
8000045,8000206,21,33,165,60,1230
8000046,8000046,21,24,116,90,570
8000046,8000074,12,12,158,120,420
8000046,8000532,2,2,30,30,30
8000046,8003020,26,39,95,60,1830
8000046,8005556,11,18,260,45,1890
8000049,8000049,35,56,243,60,1530
8000049,8000128,5,12,115,0,750
8000049,8000152,9,16,210,30,1560
8000049,8000159,11,24,155,0,1140
8000049,8006552,9,10,351,120,1500
8000049,8010224,7,8,300,135,1410
8000049,8010404,1,3,170,-30,810
8000050,8000050,97,112,303,60,4290
8000050,8000070,22,29,67,60,210
8000050,8000147,15,18,1173,480,4530
8000050,8000152,6,7,227,90,960
8000050,8000168,6,8,120,90,360
8000050,8000263,3,3,190,180,300
8000050,8000294,14,18,200,60,1710
8000050,8001443,20,22,180,75,870
8000050,8006076,24,30,137,30,1440
8000055,8000055,120,260,51,0,1170
8000055,8000096,6,7,133,60,510
8000055,8000156,0,1,0,0,0
8000055,8000191,4,6,35,45,60
8000055,8000236,2,2,60,60,60
8000055,8000339,10,11,52,30,180
8000055,8003184,58,122,52,0,1260
8000055,8006421,35,59,70,30,690
8000057,8000013,27,40,126,75,420
8000057,8000057,103,147,169,90,2040
8000057,8000194,30,50,88,45,570
8000057,8000249,19,27,121,90,450
8000057,8004158,41,46,275,135,2250
8000058,8000058,26,34,113,60,450
8000058,8002549,3,5,30,30,90
8000058,8002554,14,21,123,30,1650
8000058,8010216,4,7,129,30,360
8000058,8010324,8,8,210,135,570
8000059,8000059,54,78,90,60,720
8000059,8000162,27,35,89,60,480
8000059,8000252,1,2,120,120,240
8000059,8000294,20,24,90,60,300
8000059,8000732,1,2,15,15,30
8000064,8000064,22,29,112,60,390
8000064,8000152,36,51,82,30,600
8000064,8000168,14,15,126,90,300
8000067,8000009,9,15,176,30,1350
8000067,8000067,7,12,225,30,1380
8000067,8001751,4,6,55,75,90
8000068,8000031,54,63,99,30,1020
8000068,8000068,108,132,139,60,1740
8000068,8000105,57,68,190,105,1710
8000068,8000156,1,1,30,30,30
8000068,8000377,1,1,30,30,30
8000068,8002041,39,47,79,30,1380
8000070,8000050,15,29,68,30,360
8000070,8000070,44,58,80,45,450
8000070,8000291,2,2,45,45,60
8000070,8000522,18,27,54,60,180
8000073,8000073,27,68,67,0,480
8000073,8000163,8,13,198,30,570
8000073,8001790,18,34,68,30,390
8000073,8003400,9,19,74,0,480
8000074,8000046,6,11,14,30,60
8000074,8000074,6,14,66,0,420
8000074,8000383,23,26,99,60,420
8000076,8000076,55,99,136,30,2100
8000076,8000149,16,36,63,0,870
8000076,8000571,44,50,219,60,2130
8000076,8000961,31,44,83,30,1140
8000078,8000002,15,16,412,225,2970
8000078,8000013,34,52,115,45,1350
8000078,8000078,37,59,94,60,1350
8000078,8000122,10,27,41,0,300
8000078,8000284,1,3,20,0,90
8000080,8000041,93,128,205,60,3360
8000080,8000080,164,203,380,150,4650
8000080,8000098,1,1,60,60,60
8000080,8000142,32,37,178,90,1530
8000080,8000149,80,91,388,180,3150
8000080,8000192,54,82,92,45,630
8000080,8000251,65,77,68,60,390
