from_stop_id,to_stop_id,delay_count,entries_count,avg_delay,median_delay,max_delay
8000001,8000001,55,87,171,30,2430
8000001,8000085,12,20,58,30,420
8000001,8000086,19,21,243,150,1710
8000001,8000207,7,7,681,810,1080
8000001,8000208,32,41,200,60,1860
8000002,8000002,12,16,242,105,1410
8000002,8000078,12,19,142,150,540
8000002,8000170,7,9,40,30,90
8000002,8000329,5,8,360,210,1380
8000002,8001751,6,8,109,90,270
8000004,8000004,62,103,359,60,5430
8000004,8000036,12,13,395,150,1800
8000004,8000152,14,18,360,120,3030
8000004,8000162,16,17,305,120,1860
8000004,8000196,13,16,793,105,5340
8000004,8000297,41,52,357,105,3360
8000009,8000009,79,95,239,150,1710
8000009,8000067,15,17,274,180,1590
8000009,8000091,16,22,239,75,1200
8000009,8000122,18,24,166,45,1380
8000009,8000284,58,63,172,120,990
8000009,8001751,1,1,90,90,90
8000013,8000013,153,181,484,270,3450
8000013,8000057,23,48,52,0,720
8000013,8000078,24,25,344,210,840
8000013,8000139,31,33,545,300,3570
8000013,8000170,25,30,368,135,2700
8000013,8000260,9,9,327,270,660
8000013,8000261,6,7,651,540,1350
8000013,8004158,81,95,625,480,2970
8000025,8000025,84,118,336,75,5640
8000025,8000228,38,53,169,60,2190
8000025,8000260,33,36,268,120,2370
8000025,8000284,5,7,43,60,90
8000025,8001844,63,73,296,150,2760
8000025,8010101,13,15,1144,240,5670
8000029,8000029,69,76,328,150,4710
8000029,8000115,22,25,298,150,2280
8000029,8000128,3,3,90,30,210
8000029,8003200,30,39,420,150,3150
8000029,8010097,16,18,128,75,450
8000031,8000031,124,148,290,150,4170
8000031,8000068,66,70,428,300,4140
8000031,8000105,3,3,650,960,960
8000031,8000244,1,1,120,120,120
8000031,8000377,66,93,117,30,990
8000036,8000004,14,14,484,330,1470
8000036,8000036,90,111,696,180,8640
8000036,8000149,21,22,1047,420,8250
8000036,8000152,23,23,1409,690,4890
8000036,8000162,53,77,210,60,1860
8000036,8000252,0,1,0,0,0
8000036,8000732,1,1,180,180,180
8000036,8002461,51,67,467,60,8610
8000039,8000039,70,90,319,150,2310
8000039,8000045,34,40,264,195,1830
8000039,8000189,18,24,89,90,180
8000039,8000206,5,5,798,690,1770
8000039,8000236,1,1,30,30,30
8000039,8000240,44,51,405,210,2490
8000041,8000041,327,403,467,150,9090
8000041,8000080,149,170,552,210,5340
