from_stop_id,to_stop_id,delay_count,entries_count,avg_delay,median_delay,max_delay
8000001,8000001,14,24,185,30,2010
8000001,8000085,0,1,0,0,0
8000001,8000086,3,3,90,120,120
8000001,8000207,9,9,443,330,1920
8000001,8000208,17,35,52,0,870
8000002,8000002,11,15,88,60,270
8000002,8000078,13,15,116,30,330
8000002,8000329,8,15,44,30,240
8000002,8001751,5,8,94,45,300
8000004,8000004,38,95,142,0,2940
8000004,8000036,8,13,44,30,150
8000004,8000152,7,16,21,0,90
8000004,8000162,9,16,66,30,420
8000004,8000196,9,15,264,30,1920
8000004,8000297,31,48,188,60,2910
8000009,8000009,59,96,73,30,1890
8000009,8000067,10,16,56,45,210
8000009,8000091,6,19,106,0,1800
8000009,8000122,11,21,19,30,120
8000009,8000260,3,3,320,180,690
8000009,8000284,37,55,97,60,2100
8000013,8000009,1,1,60,60,60
8000013,8000013,76,107,529,90,4650
8000013,8000057,14,40,166,0,2460
8000013,8000078,13,18,405,75,2760
8000013,8000139,22,30,552,90,5160
8000013,8000170,16,21,836,60,7170
8000013,8000261,9,11,535,270,2940
8000013,8004158,45,67,420,90,4560
8000025,8000025,67,87,260,60,3630
8000025,8000150,2,2,255,255,270
8000025,8000228,39,50,135,30,1590
8000025,8000260,29,33,201,60,1890
8000025,8000284,4,4,82,90,120
8000025,8001844,24,42,198,30,1500
8000025,8010101,5,12,542,0,3180
8000029,8000029,44,51,323,60,5910
8000029,8000115,18,20,210,60,1650
8000029,8003200,15,26,192,30,1680
8000029,8010097,2,8,26,0,150
8000031,8000031,97,128,291,120,4110
8000031,8000068,48,62,300,120,2850
8000031,8000244,1,1,4080,4080,4080
8000031,8000377,52,65,206,90,2820
8000036,8000004,12,14,146,90,480
8000036,8000036,106,122,656,255,4230
8000036,8000149,27,27,310,150,1950
8000036,8000152,30,30,1350,1005,3540
8000036,8000162,43,69,324,60,4170
8000036,8000252,1,1,570,570,570
8000036,8000732,1,1,360,360,360
8000036,8002461,48,64,234,60,3840
8000039,8000039,59,73,210,90,1980
8000039,8000045,26,31,211,150,1170
8000039,8000189,17,20,62,45,180
8000039,8000206,3,4,330,150,1020
8000039,8000240,31,34,307,150,1920
8000041,8000041,227,330,255,60,4740
8000041,8000080,90,120,376,90,4770
8000041,8000098,106,170,190,30,2820
8000041,8000192,21,21,53,30,150
8000041,8000251,22,33,83,30,330
8000041,8000961,15,15,186,120,630
8000044,8000044,0,1,0,0,0
8000044,8000207,32,36,322,135,2580
8000045,8000039,25,32,253,120,2070
8000045,8000045,53,64,287,135,2400
8000045,8000206,24,32,270,135,2310
8000046,8000046,15,16,386,150,1380
8000046,8000074,10,10,633,330,1770
8000046,8000532,2,2,30,30,30
8000046,8003020,13,26,140,15,1230
8000046,8005556,12,17,67,60,180
8000049,8000049,41,57,466,180,3930
8000049,8000128,8,12,222,60,1770
8000049,8000152,13,16,469,150,4050
8000049,8000159,16,27,196,30,1170
8000049,8006552,9,10,651,360,1470
8000049,8010224,8,8,1219,840,3690
8000049,8010404,1,3,0,-30,120
8000050,8000050,65,77,505,150,5400
8000050,8000070,22,29,154,60,720
8000050,8000147,18,18,912,345,2760
8000050,8000152,6,7,124,60,480
8000050,8000168,6,8,86,45,240
8000050,8000263,3,3,1220,660,2430
8000050,8000294,17,18,750,195,5280
8000050,8000307,1,1,30,30,30
8000050,8001443,13,20,81,30,690
8000050,8006076,21,30,91,45,720
8000055,8000055,112,261,58,0,2400
8000055,8000096,3,7,81,0,420
8000055,8000156,0,1,0,0,0
8000055,8000191,5,8,420,90,2580
8000055,8000236,0,2,0,0,0
8000055,8000339,9,11,52,30,150
8000055,8003184,63,122,51,30,1620
8000055,8006421,33,58,66,30,810
8000057,8000013,30,40,142,75,930
8000057,8000057,114,143,170,90,2310
8000057,8000194,34,49,105,60,660
8000057,8000249,17,25,163,60,1980
8000057,8004158,42,47,184,90,930
8000058,8000058,30,36,408,105,2820
8000058,8002549,3,5,516,210,2190
8000058,8002554,11,19,188,30,1470
8000058,8010216,11,12,648,300,2820
8000058,8010324,8,9,533,180,1890
8000059,8000059,41,67,130,30,2160
8000059,8000162,16,29,82,30,750
8000059,8000252,3,3,410,390,660
8000059,8000294,15,21,219,90,2250
8000059,8000732,0,1,0,0,0
8000064,8000064,15,19,300,150,1830
8000064,8000152,26,48,89,30,1710
8000064,8000168,7,9,220,150,660
8000067,8000009,14,17,88,60,270
8000067,8000067,22,32,81,60,330
8000067,8000096,8,10,81,60,300
8000067,8001751,5,7,51,30,210
8000068,8000031,55,66,282,120,4170
8000068,8000068,98,131,300,90,4230
8000068,8000105,48,62,247,60,2820
8000068,8000156,1,1,330,330,330
8000068,8000377,0,1,0,0,0
8000068,8002041,36,47,81,30,1290
8000070,8000050,19,27,106,30,930
8000070,8000070,46,56,146,60,1020
8000070,8000291,3,4,300,270,660
8000070,8000522,13,25,130,30,660
8000073,8000073,23,70,54,0,1500
8000073,8000163,9,13,67,30,180
8000073,8001790,20,33,29,30,120
8000073,8003400,8,22,106,0,1350
8000074,8000046,7,9,370,120,1320
8000074,8000074,10,12,398,135,1770
8000074,8000383,19,21,236,60,1770
8000076,8000076,60,95,201,60,2820
8000076,8000149,26,35,219,90,2820
8000076,8000571,37,47,253,150,1800
8000076,8000961,22,32,112,60,1560
8000078,8000002,15,16,159,105,570
8000078,8000013,8,18,23,0,150
8000078,8000078,22,37,280,60,4380
8000078,8000122,14,23,402,60,4470
8000078,8000284,1,1,240,240,240
8000080,8000041,85,114,231,45,2910
8000080,8000080,149,199,400,120,4920
8000080,8000142,14,19,502,30,4950
8000080,8000149,80,90,441,240,4050
8000080,8000192,60,84,121,30,1200
8000080,8000251,64,72,141,60,2760
8000080,8000263,16,31,463,30,2760
8000080,8000294,1,1,1350,1350,1350
8000080,8000307,15,18,80,75,240
8000080,8000961,46,65,78,30,840
8000080,8002461,1,1,210,210,210
8000082,8000082,193,308,167,60,2490
8000082,8000085,118,148,237,90,2610
8000082,8000086,105,160,111,30,2280
8000085,8000001,5,5,126,90,270
8000085,8000082,98,160,107,30,2220
8000085,8000085,504,668,243,60,5520
8000085,8000086,50,55,839,390,5400
8000085,8000087,29,41,62,30,210
8000085,8000098,27,42,131,30,840
8000085,8000207,70,97,322,30,4080
8000085,8000266,83,106,199,60,3870
8000085,8001773,1,1,750,750,750
8000085,8003368,34,38,501,195,3390
8000085,8073368,25,30,311,120,1800
8000086,8000001,0,4,0,0,0
8000086,8000082,98,148,211,60,2400
8000086,8000085,42,52,479,150,3870
8000086,8000086,351,484,265,60,5400
8000086,8000098,72,87,578,180,5400
8000086,8000118,6,6,290,270,540
8000086,8000259,113,156,121,60,2400
8000087,8000085,14,42,29,0,240
8000087,8000087,88,124,418,90,4740
8000087,8000207,9,10,678,120,4800
8000087,8000266,58,62,492,150,4500
8000087,8003368,38,50,274,60,3450
8000087,8073368,7,8,502,165,3000
8000091,8000009,8,20,26,0,150
8000091,8000091,14,39,65,0,1740
8000091,8000260,6,19,104,0,1650
8000095,8000095,29,39,90,60,510
8000095,8000298,0,1,0,0,0
8000095,8000301,1,1,90,90,90
8000095,8000309,3,4,128,135,240
8000096,8000055,5,7,446,120,2520
8000096,8000067,10,10,87,60,270
8000096,8000096,87,97,535,150,7080
8000096,8000105,0,1,-330,-330,-330
8000096,8000127,1,1,120,120,120
8000096,8000156,10,15,410,90,2910
8000096,8000170,31,33,678,390,5100
8000096,8000191,0,2,0,0,0
8000096,8000235,15,18,545,210,3480
8000096,8000244,9,12,770,165,6900
8000096,8000302,1,1,90,90,90
8000096,8000329,5,7,60,60,150
8000096,8001055,27,42,74,30,540
8000096,8001920,15,17,44,30,120
8000096,8005424,7,9,210,60,870
8000096,8005776,2,3,20,30,30
8000096,8006053,31,42,184,60,1350
8000096,8006421,1,1,1170,1170,1170
8000096,8070003,8,8,686,210,2100
8000098,8000041,130,180,277,60,4770
8000098,8000080,1,1,30,30,30
8000098,8000085,36,49,160,60,840
8000098,8000086,55,72,490,195,3960
8000098,8000098,380,576,224,60,4800
8000098,8000118,79,108,139,60,1740
8000098,8000147,1,1,90,90,90
8000098,8000259,121,196,147,60,2400
8000098,8000263,4,5,438,270,1440
8000098,8000266,24,38,111,30,1020
8000098,8002549,1,1,570,570,570
8000101,8000101,35,51,84,30,1050
8000101,8000177,11,15,190,60,1050
8000101,8001833,15,24,32,30,120
