from_stop_id,to_stop_id,delay_count,entries_count,avg_delay,median_delay,max_delay
8000001,8000001,59,77,297,120,3210
8000001,8000085,10,19,212,30,2820
8000001,8000086,14,19,208,120,1200
8000001,8000207,7,9,787,660,3420
8000001,8000208,27,36,269,135,2940
8000002,8000002,11,14,111,90,300
8000002,8000078,9,16,92,30,570
8000002,8000329,12,15,80,60,270
8000002,8001751,5,7,124,120,300
8000004,8000004,50,98,139,30,1050
8000004,8000036,9,13,39,30,120
8000004,8000152,14,16,128,90,690
8000004,8000162,7,16,49,0,390
8000004,8000196,13,17,192,180,630
8000004,8000297,38,49,219,90,1080
8000009,8000009,63,88,148,30,4470
8000009,8000067,10,16,128,30,900
8000009,8000091,13,19,347,60,4440
8000009,8000122,11,17,92,30,930
8000009,8000284,22,54,37,0,570
8000013,8000013,108,169,326,90,4800
8000013,8000057,14,36,22,0,360
8000013,8000078,27,48,253,30,4530
8000013,8000139,20,31,102,60,600
8000013,8000170,25,27,440,150,3180
8000013,8000261,6,9,467,510,1290
8000013,8004158,49,76,373,60,4440
8000025,8000150,2,2,330,330,600
8000025,8000228,26,54,61,0,570
8000025,8000260,30,33,123,60,600
8000029,8000029,34,37,264,150,930
8000029,8000115,17,20,328,225,1050
8000029,8000128,0,1,0,0,0
8000029,8003200,12,19,191,90,960
8000029,8010097,7,8,214,165,660
8000031,8000031,101,134,236,90,2430
8000031,8000068,45,66,165,60,2130
8000031,8000244,1,1,120,120,120
8000031,8000377,60,86,273,60,2490
8000036,8000004,14,14,146,120,360
8000036,8000036,87,92,873,510,5850
8000036,8000142,7,7,1071,780,3090
8000036,8000149,43,46,547,330,3330
8000036,8000152,9,9,1400,930,3480
8000036,8000162,50,68,570,360,5580
8000036,8000252,8,8,1414,930,5250
8000039,8000039,61,77,352,120,4320
8000039,8000045,30,31,285,240,1230
8000039,8000189,18,20,135,90,450
8000039,8000206,5,6,620,165,2700
8000039,8000240,29,34,304,135,1920
8000039,8000244,2,2,3405,3405,5040
8000041,8000041,204,317,394,120,7440
8000041,8000080,98,139,465,120,5850
8000041,8000098,93,156,330,60,7380
8000041,8000251,10,22,110,0,660
8000044,8000044,36,56,247,60,2130
8000044,8000207,12,12,278,180,1260
8000044,8000310,28,38,170,30,2130
8000045,8000039,20,33,183,30,2070
8000045,8000045,50,65,266,150,2160
8000045,8000206,29,32,327,210,2100
8000046,8000046,16,16,459,300,1170
8000046,8000074,10,10,771,630,1290
8000046,8000532,2,2,105,105,180
8000046,8003020,17,17,277,180,2160
8000046,8005556,16,17,214,60,1320
8000049,8000049,22,33,348,210,1470
8000049,8000152,13,17,236,270,660
8000049,8000159,16,27,152,30,840
8000049,8010224,7,8,690,915,1500
8000050,8000050,101,115,495,210,4740
8000050,8000070,25,30,261,180,2460
8000050,8000147,16,20,726,225,3810
8000050,8000152,6,6,185,195,300
8000050,8000168,5,8,22,30,60
8000050,8000263,3,3,660,420,1170
8000050,8000294,17,18,862,510,4770
