from_stop_id,to_stop_id,delay_count,entries_count,avg_delay,median_delay,max_delay
8000001,8000001,48,88,268,30,3630
8000001,8000085,20,22,200,135,1380
8000001,8000086,19,22,172,90,840
8000001,8000207,7,8,705,540,1860
8000001,8000208,30,42,281,60,3660
8000002,8000002,14,16,407,345,1500
8000002,8000078,18,19,545,300,1890
8000002,8000329,7,8,424,285,1470
8000002,8001751,8,8,469,390,1260
8000004,8000004,59,109,159,30,2130
8000004,8000036,10,13,92,90,240
8000004,8000152,15,19,51,30,120
8000004,8000162,14,18,97,60,660
8000004,8000196,13,17,334,240,1230
8000004,8000297,43,55,220,90,2310
8000009,8000009,85,96,282,150,3270
8000009,8000067,16,18,252,180,1380
8000009,8000091,16,22,191,75,1080
8000009,8000122,18,24,84,30,360
8000009,8000284,57,64,275,120,3360
8000013,8000013,240,260,572,315,5910
8000013,8000057,28,48,22,30,90
8000013,8000078,63,65,462,330,1890
8000013,8000139,30,33,500,360,2190
8000013,8000170,28,30,573,210,2370
8000013,8000260,12,13,595,450,1650
8000013,8000261,11,11,1759,600,6000
8000013,8004158,114,119,658,450,5910
8000025,8000025,99,119,358,150,2970
8000025,8000228,49,54,261,120,1020
8000025,8000260,34,36,123,75,450
8000025,8000284,5,7,591,180,1890
8000025,8001844,63,75,326,180,2340
8000025,8010101,14,15,548,180,2130
8000029,8000029,72,76,289,180,2130
8000029,8000115,25,27,281,210,810
8000029,8000128,3,3,620,180,1620
8000029,8003200,34,39,240,150,1980
8000029,8010097,15,18,137,75,510
8000031,8000031,118,148,535,180,5430
8000031,8000068,70,75,567,420,3720
8000031,8000244,1,1,60,60,60
8000031,8000377,72,93,495,90,5460
8000036,8000004,14,14,221,135,840
8000036,8000036,116,123,590,360,4440
8000036,8000059,3,3,490,360,1050
8000036,8000149,22,22,401,285,1320
8000036,8000152,25,25,932,900,2130
8000036,8000162,62,81,411,150,3840
8000036,8000252,2,2,2490,2490,4380
8000036,8000732,1,1,330,330,330
8000036,8002461,60,74,182,120,2340
8000039,8000039,73,98,345,60,3000
8000039,8000045,34,40,176,120,1170
8000039,8000189,23,25,295,150,1800
8000039,8000206,7,8,581,165,2550
8000039,8000236,1,1,30,30,30
8000039,8000240,40,55,454,90,2910
8000041,8000041,331,413,380,120,4320
8000041,8000080,155,174,522,180,3900
8000041,8000098,161,204,297,90,4380
8000041,8000192,24,35,42,30,180
8000041,8000251,25,35,105,60,450
8000044,8000044,156,188,931,570,5580
8000044,8000085,17,17,1297,870,5190
8000044,8000206,17,18,1483,1665,2940
8000044,8000207,81,92,971,540,5820
8000044,8000310,54,69,742,240,5640
8000045,8000039,28,38,370,60,3870
8000045,8000045,62,79,324,120,3870
8000045,8000206,33,41,255,120,2340
8000046,8000046,22,24,386,135,2010
8000046,8000074,12,14,489,210,2220
8000046,8000532,2,2,390,390,600
8000046,8003020,28,41,130,60,960
8000046,8005556,16,20,225,45,2820
8000049,8000049,23,39,300,60,3960
8000049,8000152,13,18,122,60,990
8000049,8000159,19,32,52,30,360
8000049,8004760,0,1,0,0,0
8000049,8010224,7,10,855,105,3870
8000050,8000050,105,115,465,150,7020
8000050,8000070,24,29,564,210,6990
8000050,8000080,14,14,947,1035,1830
8000050,8000087,1,1,450,450,450
8000050,8000118,1,1,810,810,810
8000050,8000147,12,15,1252,930,4800
8000050,8000152,8,8,131,90,390
8000050,8000192,1,1,930,930,930
8000050,8000294,6,8,262,75,1200
8000050,8001443,15,21,166,60,1770
8000050,8006076,27,33,135,60,540
8000055,8000055,237,303,269,60,6630
8000055,8000096,8,9,117,90,270
8000055,8000156,1,1,1230,1230,1230
8000055,8000191,12,16,1149,210,6540
8000055,8000339,12,13,120,60,540
8000055,8003184,100,139,306,150,3090
8000055,8006053,1,1,60,60,60
8000055,8006421,56,73,231,60,1620
8000057,8000013,42,48,204,135,2130
8000057,8000057,134,166,160,90,2130
8000057,8000194,34,51,75,30,360
8000057,8000249,22,27,152,120,660
8000057,8004158,42,51,187,90,1290
8000058,8000058,44,46,237,120,1530
8000058,8002549,4,5,120,60,330
8000058,8002554,23,28,205,60,1770
8000058,8010216,8,8,352,255,1110
8000058,8010324,14,16,289,150,1470
8000059,8000059,55,75,234,120,1080
8000059,8000162,27,36,225,195,750
8000059,8000294,19,21,367,150,1050
8000064,8000064,21,26,838,165,4560
8000064,8000152,35,51,286,30,4500
8000064,8000168,12,13,725,420,3270
8000067,8000009,17,18,595,390,3300
8000067,8000067,30,34,400,195,3330
8000067,8000096,9,10,702,120,3510
8000067,8001751,8,8,311,195,1230
8000068,8000031,53,73,547,60,5280
8000068,8000068,139,153,580,270,5160
8000068,8000105,67,80,590,330,3690
8000068,8000156,2,2,315,315,330
8000068,8000377,2,2,600,600,960
8000068,8002041,2,2,435,435,450
8000070,8000050,26,30,78,30,390
8000070,8000070,48,59,357,60,6960
8000070,8000291,2,2,3855,3855,6900
8000070,8000522,23,27,427,150,2160
8000073,8000073,23,53,156,0,2730
8000073,8000290,1,1,60,60,60
8000073,8001790,6,18,28,0,270
8000073,8003400,13,23,283,30,1890
8000074,8000046,13,13,247,330,510
8000074,8000074,14,16,334,210,2220
8000074,8000383,27,30,213,120,2220
8000076,8000076,65,103,175,60,1680
8000076,8000149,29,51,119,30,1620
8000076,8000571,40,52,232,105,1140
8000076,8000961,24,35,33,30,120
8000078,8000002,19,19,647,600,1830
8000078,8000013,60,71,368,150,2100
8000078,8000078,81,89,491,270,2190
8000078,8000122,26,27,792,540,2430
8000078,8000284,5,5,654,420,1500
8000080,8000041,146,168,351,120,4230
8000080,8000050,5,5,1056,840,2790
8000080,8000080,241,274,654,300,6210
8000080,8000087,17,22,1229,960,6120
8000080,8000098,3,3,1270,1590,1590
8000080,8000118,2,2,720,720,720
8000080,8000142,39,40,633,210,4350
8000080,8000147,2,2,1590,1590,1590
8000080,8000149,104,117,572,270,4200
8000080,8000152,4,5,2946,2250,6090
8000080,8000192,48,71,115,30,1260
8000080,8000251,73,79,107,60,690
8000080,8000263,11,25,160,0,2100
8000080,8000294,5,6,1435,1425,2610
8000080,8000307,5,6,100,75,240
8000080,8000732,1,1,870,870,870
8000080,8000961,54,77,72,30,570
8000082,8000082,312,368,499,210,6450
8000082,8000085,168,183,472,240,4380
8000082,8000086,165,185,593,210,6480
8000085,8000001,19,23,811,270,4470
8000085,8000044,17,17,845,630,2700
8000085,8000082,165,185,557,180,6450
8000085,8000085,378,408,554,270,6000
8000085,8000086,38,40,1163,900,3870
8000085,8000087,42,44,419,240,2460
8000085,8000098,50,56,140,90,630
8000085,8000207,76,91,451,150,2910
8000085,8000266,13,23,432,60,3450
8000085,8003368,24,25,642,360,2610
8000085,8073368,17,23,330,240,1170
8000086,8000001,16,18,127,90,360
8000086,8000080,1,1,2160,2160,2160
8000086,8000082,152,183,371,150,4380
8000086,8000085,32,38,600,390,2100
8000086,8000086,430,512,477,150,6540
8000086,8000098,62,70,693,315,3870
8000086,8000259,137,158,419,180,3570
8000086,8000286,40,55,764,150,6570
8000087,8000080,16,17,1924,1320,6150
8000087,8000085,33,41,132,60,1260
8000087,8000087,157,192,963,510,10080
8000087,8000152,2,2,2730,2730,3000
8000087,8000207,38,40,1363,1185,6150
8000087,8000266,65,76,919,525,10110
8000087,8003368,47,59,489,90,3810
8000087,8073368,1,1,30,30,30
8000091,8000009,18,22,94,60,510
8000091,8000091,33,44,151,75,1050
8000091,8000260,17,22,224,105,1170
8000095,8000095,28,43,76,60,390
8000095,8000298,0,1,0,0,0
8000095,8000301,0,1,-30,-30,-30
8000095,8000309,3,4,82,75,180
