from_stop_id,to_stop_id,delay_count,entries_count,avg_delay,median_delay,max_delay
8000001,8000001,55,87,257,90,4590
8000001,8000085,17,20,150,135,480
8000001,8000086,19,20,358,240,1380
8000001,8000207,6,7,1059,330,4740
8000001,8000208,30,41,221,90,1500
8000002,8000002,16,16,364,270,1500
8000002,8000078,12,18,123,75,480
8000002,8000170,9,9,70,60,150
8000002,8000329,14,16,261,90,1470
8000002,8001751,8,8,251,225,600
8000004,8000004,65,103,200,60,1860
8000004,8000036,11,13,122,150,270
8000004,8000152,13,18,152,60,870
8000004,8000162,15,17,94,90,270
8000004,8000297,49,52,261,180,1140
8000009,8000009,78,92,166,90,1080
8000009,8000067,16,18,173,60,690
8000009,8000091,12,20,78,45,480
8000009,8000122,17,23,153,90,1020
8000009,8000284,52,63,160,90,1110
8000013,8000013,151,202,421,150,4080
8000013,8000057,30,41,165,90,1560
8000013,8000078,18,41,652,0,2010
8000013,8000139,28,30,298,210,1170
8000013,8000170,27,30,265,150,1440
8000013,8000261,5,5,1956,2040,2520
8000013,8004158,79,102,483,255,4020
8000025,8000025,102,127,484,120,8640
8000025,8000105,2,2,315,315,450
8000025,8000228,47,53,307,150,7020
8000025,8000260,33,36,235,135,1980
8000025,8000284,10,12,690,270,2730
8000025,8001844,66,73,583,270,7200
8000025,8002041,2,2,1050,1050,1560
8000025,8010101,15,15,972,150,9180
8000029,8000029,62,76,479,225,2760
8000029,8000115,22,25,916,810,2760
8000029,8000128,1,1,630,630,630
8000029,8003200,33,39,386,270,1740
8000029,8010097,18,18,368,105,1920
8000031,8000031,99,113,288,90,4170
8000031,8000068,53,57,231,120,1170
8000031,8000377,55,75,285,60,4200
8000036,8000004,12,14,253,240,750
8000036,8000036,101,107,690,450,4260
8000036,8000149,22,22,710,420,2880
8000036,8000152,23,23,1287,1050,3570
8000036,8000162,62,77,425,180,3090
8000036,8000732,1,1,300,300,300
8000036,8002461,55,65,251,120,4230
8000039,8000039,75,91,510,180,4470
8000039,8000045,31,40,293,195,1200
8000039,8000189,24,24,285,240,960
8000039,8000206,5,5,336,180,870
8000039,8000236,1,1,90,90,90
8000039,8000240,42,53,610,150,4170
8000041,8000041,374,437,524,300,5280
8000041,8000080,175,189,648,450,5250
8000041,8000086,11,12,432,450,1080
8000041,8000098,179,202,663,450,4830
8000041,8000192,34,34,118,105,780
8000041,8000251,34,34,429,255,1950
8000044,8000044,141,163,659,450,4500
8000044,8000206,14,15,1304,1320,3540
8000044,8000207,83,90,642,405,2760
8000044,8000310,57,66,599,270,4500
8000045,8000039,34,38,661,345,3090
8000045,8000045,67,78,499,300,3120
8000045,8000206,33,40,326,165,1200
8000046,8000046,24,24,662,480,1920
8000046,8000074,14,14,795,570,1920
8000046,8000532,2,2,780,780,1350
8000046,8003020,27,41,153,60,990
8000046,8005556,18,20,158,90,870
8000049,8000049,38,55,552,210,7110
8000049,8000128,8,9,220,150,660
8000049,8000152,15,17,462,270,1950
8000049,8000159,21,31,243,30,1290
8000049,8004760,0,1,0,0,0
8000049,8006552,10,10,369,150,1860
8000049,8010224,9,9,1723,360,7110
8000050,8000050,111,122,582,195,5370
8000050,8000070,27,29,254,120,1020
8000050,8000147,21,22,1938,1995,5370
8000050,8000152,5,7,184,90,600
8000050,8000168,8,9,167,120,420
8000050,8000263,4,4,368,180,1050
8000050,8000291,1,1,1800,1800,1800
8000050,8000294,16,19,319,150,1410
8000050,8001443,17,22,303,90,1800
8000050,8006076,28,33,160,90,450
8000055,8000055,229,264,320,210,2550
8000055,8000096,1,1,450,450,450
8000055,8000156,1,1,870,870,870
8000055,8000191,2,2,225,225,300
8000055,8000339,4,4,142,135,240
8000055,8003184,112,132,376,270,2700
8000055,8006053,1,1,60,60,60
8000055,8006421,49,58,325,195,2070
8000057,8000013,33,41,336,210,1140
8000057,8000057,148,153,352,180,2220
8000057,8000194,38,42,360,225,1500
8000057,8000249,29,30,365,225,1950
8000057,8004158,46,50,336,165,2340
